2. ЖЕНЩИНЫ, СОСТОЯЩИЕ В БРАКЕ, ПО ВОЗРАСТНЫМ ГРУППАМ И ЧИСЛУ РОЖДЕННЫХ ДЕТЕЙ													
ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
	Всего	Женщины, указавшие число рожденных детей	из них женщины с числом рожденных детей								Общее число рожденных детей	Среднее число рожденных детей (на 1000 женщин)	Женщины, не указавшие число рожденных детей
35 – 39	21100.0	21084.0	613.0	5518.0	11656.0	2561.0	433.0	159.0	64.0	80.0	40048.0	1899.0	16.0
40 – 44	26414.0	26391.0	727.0	4921.0	15094.0	4178.0	776.0	398.0	156.0	141.0	54743.0	2074.0	23.0
45 – 49	23725.0	23705.0	778.0	4114.0	12724.0	4190.0	937.0	599.0	137.0	226.0	51436.0	2170.0	20.0
50 – 54	17393.0	17377.0	635.0	3312.0	8963.0	2894.0	580.0	567.0	240.0	186.0	38020.0	2188.0	16.0
55 – 59	7482.0	7469.0	349.0	1521.0	3894.0	1103.0	215.0	224.0	84.0	79.0	15759.0	2110.0	13.0
60 – 64	10851.0	10840.0	524.0	2178.0	5333.0	1585.0	457.0	413.0	177.0	173.0	23904.0	2205.0	11.0
65 – 69	8002.0	7994.0	510.0	1461.0	3214.0	1583.0	436.0	456.0	175.0	159.0	18960.0	2372.0	8.0
70 и более	9294.0	9286.0	678.0	1338.0	3261.0	1778.0	877.0	699.0	345.0	310.0	24728.0	2663.0	8.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	109910.0	109744.0	8807.0	36792.0	51850.0	9388.0	1552.0	698.0	259.0	398.0	183024.0	1668.0	166.0
в том числе в возрасте, лет:													
15 – 17	119.0	119.0	88.0	31.0	-	-	-	-	-	-	31.0	261.0	-
18 – 19	768.0	768.0	442.0	311.0	15.0	-	-	-	-	-	341.0	444.0	-
20 – 24	7311.0	7291.0	2668.0	4218.0	385.0	12.0	4.0	-	4.0	-	5064.0	695.0	20.0
25 – 29	10740.0	10721.0	1633.0	6996.0	1914.0	129.0	7.0	15.0	4.0	23.0	11515.0	1074.0	19.0
30 – 34	10584.0	10564.0	592.0	5479.0	3976.0	413.0	64.0	12.0	4.0	24.0	15198.0	1439.0	20.0
35 – 39	13098.0	13082.0	446.0	4441.0	7152.0	840.0	127.0	24.0	20.0	32.0	22269.0	1702.0	16.0
40 – 44	16885.0	16862.0	540.0	4017.0	10256.0	1693.0	184.0	90.0	27.0	55.0	31377.0	1861.0	23.0
45 – 49	15854.0	15834.0	578.0	3391.0	9470.0	1871.0	317.0	121.0	23.0	63.0	30464.0	1924.0	20.0
50 – 54	12070.0	12062.0	451.0	2781.0	7013.0	1463.0	163.0	117.0	23.0	51.0	22968.0	1904.0	8.0
55 – 59	5246.0	5233.0	297.0	1247.0	3041.0	508.0	58.0	39.0	12.0	31.0	9593.0	1833.0	13.0
60 – 64	7065.0	7054.0	342.0	1786.0	3968.0	703.0	129.0	61.0	27.0	38.0	13099.0	1857.0	11.0
65 – 69	4791.0	4783.0	304.0	1169.0	2337.0	723.0	119.0	77.0	31.0	23.0	9248.0	1934.0	8.0
70 и более	5379.0	5371.0	426.0	925.0	2323.0	1033.0	380.0	142.0	84.0	58.0	11857.0	2208.0	8.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	60282.0	60266.0	3012.0	11180.0	25185.0	12359.0	3468.0	2892.0	1147.0	1023.0	141896.0	2354.0	16.0
в том числе в возрасте, лет:													
15 – 17	73.0	73.0	27.0	43.0	3.0	-	-	-	-	-	49.0	671.0	-
18 – 19	440.0	436.0	175.0	250.0	11.0	-	-	-	-	-	272.0	624.0	4.0
20 – 24	3639.0	3635.0	827.0	2235.0	535.0	34.0	-	-	-	4.0	3435.0	945.0	4.0
25 – 29	5752.0	5752.0	379.0	2586.0	2363.0	339.0	69.0	8.0	-	8.0	8713.0	1515.0	-
30 – 34	6505.0	6505.0	174.0	1460.0	3694.0	948.0	165.0	40.0	16.0	8.0	12704.0	1953.0	-
35 – 39	8002.0	8002.0	167.0	1077.0	4504.0	1721.0	306.0	135.0	44.0	48.0	17779.0	2222.0	-
40 – 44	9529.0	9529.0	187.0	904.0	4838.0	2485.0	592.0	308.0	129.0	86.0	23366.0	2452.0	-
45 – 49	7871.0	7871.0	200.0	723.0	3254.0	2319.0	620.0	478.0	114.0	163.0	20972.0	2664.0	-
50 – 54	5323.0	5315.0	184.0	531.0	1950.0	1431.0	417.0	450.0	217.0	135.0	15052.0	2832.0	8.0
55 – 59	2236.0	2236.0	52.0	274.0	853.0	595.0	157.0	185.0	72.0	48.0	6166.0	2758.0	-
60 – 64	3786.0	3786.0	182.0	392.0	1365.0	882.0	328.0	352.0	150.0	135.0	10805.0	2854.0	-
65 – 69	3211.0	3211.0	206.0	292.0	877.0	860.0	317.0	379.0	144.0	136.0	9712.0	3025.0	-
70 и более	3915.0	3915.0	252.0	413.0	938.0	745.0	497.0	557.0	261.0	252.0	12871.0	3288.0	-
Республика Мордовия													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	215558.0	215183.0	12828.0	66195.0	100991.0	22300.0	6228.0	3521.0	1605.0	1515.0	399288.0	1856.0	375.0
в том числе в возрасте, лет:													
15 – 17	295.0	294.0	165.0	128.0	1.0	-	-	-	-	-	130.0	442.0	1.0
18 – 19	1743.0	1739.0	894.0	808.0	37.0	-	-	-	-	-	882.0	507.0	4.0
20 – 24	13892.0	13880.0	4055.0	8747.0	1034.0	36.0	4.0	-	-	4.0	10967.0	790.0	12.0
25 – 29	20510.0	20446.0	2045.0	13414.0	4548.0	314.0	69.0	16.0	8.0	32.0	24120.0	1180.0	64.0
30 – 34	21607.0	21572.0	845.0	10332.0	9317.0	884.0	134.0	28.0	8.0	24.0	32514.0	1507.0	35.0
35 – 39	25218.0	25182.0	576.0	8077.0	14318.0	1770.0	298.0	87.0	28.0	28.0	44018.0	1748.0	36.0
40 – 44	30643.0	30575.0	667.0	6978.0	19090.0	3097.0	539.0	112.0	44.0	48.0	57809.0	1891.0	68.0
45 – 49	27206.0	27162.0	554.0	5051.0	17203.0	3305.0	614.0	253.0	81.0	101.0	54395.0	2003.0	44.0
50 – 54	22652.0	22612.0	734.0	4517.0	13262.0	2965.0	571.0	358.0	79.0	126.0	45526.0	2013.0	40.0
55 – 59	10544.0	10528.0	295.0	2103.0	5736.0	1597.0	378.0	235.0	88.0	96.0	22357.0	2124.0	16.0
60 – 64	16211.0	16176.0	694.0	2706.0	7581.0	3088.0	969.0	707.0	241.0	190.0	37524.0	2320.0	35.0
65 – 69	11346.0	11338.0	556.0	1501.0	4571.0	2508.0	1071.0	604.0	267.0	260.0	29133.0	2570.0	8.0
70 и более	13691.0	13679.0	748.0	1833.0	4293.0	2736.0	1581.0	1121.0	761.0	606.0	39913.0	2918.0	12.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	131006.0	130703.0	8858.0	48786.0	62574.0	8140.0	1339.0	575.0	144.0	287.0	209646.0	1604.0	303.0
в том числе в возрасте, лет:													
15 – 17	157.0	156.0	96.0	60.0	-	-	-	-	-	-	60.0	385.0	1.0
18 – 19	1197.0	1193.0	658.0	514.0	21.0	-	-	-	-	-	556.0	466.0	4.0
20 – 24	9622.0	9614.0	3170.0	5965.0	463.0	8.0	4.0	-	-	4.0	6959.0	724.0	8.0
25 – 29	13556.0	13512.0	1563.0	9698.0	2126.0	85.0	12.0	-	-	28.0	14485.0	1072.0	44.0
30 – 34	13000.0	12965.0	558.0	7568.0	4549.0	223.0	35.0	12.0	4.0	16.0	17675.0	1363.0	35.0
35 – 39	15353.0	15317.0	374.0	6267.0	7942.0	610.0	96.0	12.0	4.0	12.0	24533.0	1602.0	36.0
40 – 44	19295.0	19235.0	450.0	5448.0	11974.0	1170.0	153.0	24.0	4.0	12.0	33746.0	1754.0	60.0
45 – 49	17862.0	17834.0	379.0	3960.0	11910.0	1363.0	117.0	53.0	20.0	32.0	32966.0	1848.0	28.0
50 – 54	14945.0	14917.0	464.0	3519.0	9352.0	1318.0	134.0	75.0	12.0	43.0	27493.0	1843.0	28.0
55 – 59	6688.0	6672.0	191.0	1670.0	4050.0	632.0	86.0	27.0	-	16.0	12269.0	1839.0	16.0
60 – 64	8618.0	8583.0	395.0	1999.0	4909.0	994.0	176.0	78.0	12.0	20.0	16145.0	1881.0	35.0
65 – 69	5143.0	5143.0	265.0	995.0	2821.0	710.0	234.0	70.0	16.0	32.0	10389.0	2020.0	-
70 и более	5570.0	5562.0	295.0	1123.0	2457.0	1027.0	292.0	224.0	72.0	72.0	12370.0	2224.0	8.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	84552.0	84480.0	3970.0	17409.0	38417.0	14160.0	4889.0	2946.0	1461.0	1228.0	189642.0	2245.0	72.0
в том числе в возрасте, лет:													
15 – 17	138.0	138.0	69.0	68.0	1.0	-	-	-	-	-	70.0	507.0	-
18 – 19	546.0	546.0	236.0	294.0	16.0	-	-	-	-	-	326.0	597.0	-
20 – 24	4270.0	4266.0	885.0	2782.0	571.0	28.0	-	-	-	-	4008.0	940.0	4.0
25 – 29	6954.0	6934.0	482.0	3716.0	2422.0	229.0	57.0	16.0	8.0	4.0	9635.0	1390.0	20.0
30 – 34	8607.0	8607.0	287.0	2764.0	4768.0	661.0	99.0	16.0	4.0	8.0	14839.0	1724.0	-
35 – 39	9865.0	9865.0	202.0	1810.0	6376.0	1160.0	202.0	75.0	24.0	16.0	19485.0	1975.0	-
40 – 44	11348.0	11340.0	217.0	1530.0	7116.0	1927.0	386.0	88.0	40.0	36.0	24063.0	2122.0	8.0
45 – 49	9344.0	9328.0	175.0	1091.0	5293.0	1942.0	497.0	200.0	61.0	69.0	21429.0	2297.0	16.0
50 – 54	7707.0	7695.0	270.0	998.0	3910.0	1647.0	437.0	283.0	67.0	83.0	18033.0	2343.0	12.0
55 – 59	3856.0	3856.0	104.0	433.0	1686.0	965.0	292.0	208.0	88.0	80.0	10088.0	2616.0	-
60 – 64	7593.0	7593.0	299.0	707.0	2672.0	2094.0	793.0	629.0	229.0	170.0	21379.0	2816.0	-
65 – 69	6203.0	6195.0	291.0	506.0	1750.0	1798.0	837.0	534.0	251.0	228.0	18744.0	3026.0	8.0
70 и более	8121.0	8117.0	453.0	710.0	1836.0	1709.0	1289.0	897.0	689.0	534.0	27543.0	3393.0	4.0
Республика Татарстан													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	897003.0	894155.0	67292.0	244213.0	409417.0	114916.0	27095.0	19165.0	6132.0	5925.0	1696300.0	1897.0	2848.0
в том числе в возрасте, лет:													
15 – 17	938.0	934.0	601.0	326.0	7.0	-	-	-	-	-	340.0	364.0	4.0
18 – 19	6455.0	6435.0	3565.0	2748.0	118.0	4.0	-	-	-	-	2996.0	466.0	20.0
20 – 24	57781.0	57565.0	19152.0	33245.0	4815.0	265.0	44.0	-	16.0	28.0	44138.0	767.0	216.0
25 – 29	91792.0	91563.0	12029.0	52346.0	24433.0	2151.0	299.0	65.0	40.0	200.0	111142.0	1214.0	229.0
30 – 34	91857.0	91670.0	5219.0	34341.0	44345.0	6396.0	885.0	218.0	109.0	157.0	148778.0	1623.0	187.0
35 – 39	108401.0	108185.0	3397.0	25808.0	63829.0	12503.0	1691.0	527.0	173.0	257.0	203575.0	1882.0	216.0
40 – 44	129237.0	129049.0	3792.0	23712.0	78167.0	18772.0	2861.0	1033.0	277.0	435.0	258182.0	2001.0	188.0
45 – 49	112190.0	111898.0	3722.0	19576.0	64042.0	19467.0	3057.0	1288.0	335.0	411.0	229962.0	2055.0	292.0
50 – 54	88213.0	87954.0	3344.0	17238.0	47163.0	14773.0	2569.0	2094.0	413.0	360.0	182079.0	2070.0	259.0
55 – 59	42021.0	41828.0	2055.0	8632.0	20833.0	6958.0	1479.0	1300.0	353.0	218.0	87500.0	2092.0	193.0
60 – 64	64792.0	64455.0	3397.0	10855.0	27585.0	12845.0	4189.0	3890.0	984.0	710.0	152234.0	2362.0	337.0
65 – 69	47051.0	46784.0	2845.0	7421.0	17683.0	9642.0	3723.0	3598.0	1092.0	780.0	117249.0	2506.0	267.0
70 и более	56275.0	55835.0	4174.0	7965.0	16397.0	11140.0	6298.0	5152.0	2340.0	2369.0	158125.0	2832.0	440.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	657164.0	655170.0	54670.0	207465.0	316126.0	60061.0	9893.0	3861.0	1361.0	1733.0	1101152.0	1681.0	1994.0
в том числе в возрасте, лет:													
15 – 17	693.0	693.0	463.0	223.0	7.0	-	-	-	-	-	237.0	342.0	-
18 – 19	5022.0	5002.0	2860.0	2073.0	65.0	4.0	-	-	-	-	2215.0	443.0	20.0
20 – 24	45396.0	45229.0	16510.0	25846.0	2719.0	98.0	24.0	-	16.0	16.0	31882.0	705.0	167.0
25 – 29	69296.0	69107.0	10329.0	43196.0	14458.0	795.0	117.0	16.0	20.0	176.0	76693.0	1110.0	189.0
30 – 34	65917.0	65791.0	4485.0	29359.0	28844.0	2520.0	344.0	53.0	73.0	113.0	97605.0	1484.0	126.0
35 – 39	79398.0	79214.0	2657.0	22781.0	47139.0	5605.0	620.0	192.0	84.0	136.0	138950.0	1754.0	184.0
40 – 44	99656.0	99520.0	3006.0	21096.0	63104.0	10360.0	1248.0	347.0	104.0	255.0	187872.0	1888.0	136.0
45 – 49	87945.0	87739.0	3072.0	17386.0	53642.0	11507.0	1369.0	369.0	163.0	231.0	169367.0	1930.0	206.0
50 – 54	68788.0	68585.0	2704.0	15629.0	39717.0	8638.0	1141.0	489.0	119.0	148.0	129972.0	1895.0	203.0
55 – 59	31487.0	31346.0	1670.0	7794.0	17454.0	3591.0	542.0	153.0	67.0	75.0	57391.0	1831.0	141.0
60 – 64	41772.0	41604.0	2401.0	9483.0	22083.0	5810.0	1156.0	445.0	113.0	113.0	79528.0	1912.0	168.0
65 – 69	29060.0	28895.0	1911.0	6287.0	13950.0	4806.0	1034.0	584.0	177.0	146.0	57878.0	2003.0	165.0
70 и более	32734.0	32445.0	2602.0	6312.0	12944.0	6327.0	2298.0	1213.0	425.0	324.0	71562.0	2206.0	289.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	239839.0	238985.0	12622.0	36748.0	93291.0	54855.0	17202.0	15304.0	4771.0	4192.0	595148.0	2490.0	854.0
в том числе в возрасте, лет:													
15 – 17	245.0	241.0	138.0	103.0	-	-	-	-	-	-	103.0	427.0	4.0
18 – 19	1433.0	1433.0	705.0	675.0	53.0	-	-	-	-	-	781.0	545.0	-
20 – 24	12385.0	12336.0	2642.0	7399.0	2096.0	167.0	20.0	-	-	12.0	12256.0	994.0	49.0
25 – 29	22496.0	22456.0	1700.0	9150.0	9975.0	1356.0	182.0	49.0	20.0	24.0	34449.0	1534.0	40.0
30 – 34	25940.0	25879.0	734.0	4982.0	15501.0	3876.0	541.0	165.0	36.0	44.0	51173.0	1977.0	61.0
35 – 39	29003.0	28971.0	740.0	3027.0	16690.0	6898.0	1071.0	335.0	89.0	121.0	64625.0	2231.0	32.0
40 – 44	29581.0	29529.0	786.0	2616.0	15063.0	8412.0	1613.0	686.0	173.0	180.0	70310.0	2381.0	52.0
45 – 49	24245.0	24159.0	650.0	2190.0	10400.0	7960.0	1688.0	919.0	172.0	180.0	60595.0	2508.0	86.0
50 – 54	19425.0	19369.0	640.0	1609.0	7446.0	6135.0	1428.0	1605.0	294.0	212.0	52107.0	2690.0	56.0
55 – 59	10534.0	10482.0	385.0	838.0	3379.0	3367.0	937.0	1147.0	286.0	143.0	30109.0	2872.0	52.0
60 – 64	23020.0	22851.0	996.0	1372.0	5502.0	7035.0	3033.0	3445.0	871.0	597.0	72706.0	3182.0	169.0
65 – 69	17991.0	17889.0	934.0	1134.0	3733.0	4836.0	2689.0	3014.0	915.0	634.0	59371.0	3319.0	102.0
70 и более	23541.0	23390.0	1572.0	1653.0	3453.0	4813.0	4000.0	3939.0	1915.0	2045.0	86563.0	3701.0	151.0
Удмуртская Республика													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	371541.0	371099.0	26494.0	105802.0	169325.0	47821.0	10163.0	6613.0	2432.0	2449.0	695566.0	1874.0	442.0
в том числе в возрасте, лет:													
15 – 17	460.0	460.0	285.0	165.0	10.0	-	-	-	-	-	185.0	402.0	-
18 – 19	3210.0	3189.0	1694.0	1447.0	44.0	4.0	-	-	-	-	1547.0	485.0	21.0
20 – 24	27028.0	26984.0	8302.0	16346.0	2139.0	153.0	16.0	4.0	16.0	8.0	21319.0	790.0	44.0
25 – 29	39478.0	39438.0	4820.0	22911.0	10430.0	1036.0	117.0	32.0	4.0	88.0	48231.0	1223.0	40.0
30 – 34	37643.0	37595.0	1713.0	15123.0	17161.0	2908.0	491.0	83.0	8.0	108.0	61432.0	1634.0	48.0
35 – 39	42995.0	42956.0	1207.0	10491.0	24074.0	5872.0	903.0	261.0	57.0	91.0	82227.0	1914.0	39.0
40 – 44	55493.0	55461.0	1526.0	9401.0	31965.0	9902.0	1575.0	655.0	185.0	252.0	115670.0	2086.0	32.0
45 – 49	49997.0	49973.0	1464.0	8433.0	28124.0	9035.0	1531.0	883.0	232.0	271.0	105859.0	2118.0	24.0
50 – 54	39322.0	39268.0	1293.0	7296.0	21706.0	6204.0	1278.0	939.0	287.0	265.0	82945.0	2112.0	54.0
55 – 59	17600.0	17580.0	684.0	3850.0	9386.0	2511.0	510.0	342.0	148.0	149.0	35936.0	2044.0	20.0
60 – 64	22848.0	22798.0	1220.0	4656.0	10919.0	3505.0	947.0	959.0	300.0	292.0	49778.0	2183.0	50.0
65 – 69	17207.0	17176.0	1065.0	2995.0	7138.0	3142.0	1011.0	1104.0	468.0	253.0	41029.0	2389.0	31.0
70 и более	18260.0	18221.0	1221.0	2688.0	6229.0	3549.0	1784.0	1351.0	727.0	672.0	49408.0	2712.0	39.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	259117.0	258727.0	20704.0	86795.0	122488.0	22379.0	3529.0	1478.0	506.0	848.0	430121.0	1662.0	390.0
в том числе в возрасте, лет:													
15 – 17	318.0	318.0	201.0	107.0	10.0	-	-	-	-	-	127.0	399.0	-
18 – 19	2301.0	2284.0	1263.0	1000.0	21.0	-	-	-	-	-	1042.0	456.0	17.0
20 – 24	19597.0	19557.0	6687.0	11829.0	950.0	55.0	8.0	4.0	16.0	8.0	14098.0	721.0	40.0
25 – 29	28601.0	28569.0	3997.0	18466.0	5602.0	361.0	51.0	20.0	-	72.0	31625.0	1107.0	32.0
30 – 34	25703.0	25655.0	1357.0	12705.0	10381.0	980.0	132.0	16.0	-	84.0	37667.0	1468.0	48.0
35 – 39	27978.0	27939.0	942.0	8929.0	15664.0	2056.0	219.0	62.0	16.0	51.0	48088.0	1721.0	39.0
40 – 44	37344.0	37316.0	1143.0	8098.0	23116.0	4168.0	453.0	139.0	56.0	143.0	70798.0	1897.0	28.0
45 – 49	35689.0	35669.0	1161.0	7272.0	22009.0	4339.0	504.0	204.0	56.0	124.0	68667.0	1925.0	20.0
50 – 54	29255.0	29205.0	990.0	6461.0	17586.0	3287.0	495.0	189.0	81.0	116.0	55838.0	1912.0	50.0
55 – 59	13528.0	13520.0	570.0	3400.0	7749.0	1429.0	210.0	91.0	35.0	36.0	24962.0	1846.0	8.0
60 – 64	16015.0	15969.0	860.0	3976.0	8701.0	1843.0	325.0	157.0	34.0	73.0	29768.0	1864.0	46.0
65 – 69	11259.0	11232.0	722.0	2443.0	5769.0	1671.0	321.0	222.0	72.0	12.0	21912.0	1951.0	27.0
70 и более	11529.0	11494.0	811.0	2109.0	4930.0	2190.0	811.0	374.0	140.0	129.0	25529.0	2221.0	35.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	112424.0	112372.0	5790.0	19007.0	46837.0	25442.0	6634.0	5135.0	1926.0	1601.0	265445.0	2362.0	52.0
в том числе в возрасте, лет:													
15 – 17	142.0	142.0	84.0	58.0	-	-	-	-	-	-	58.0	408.0	-
18 – 19	909.0	905.0	431.0	447.0	23.0	4.0	-	-	-	-	505.0	558.0	4.0
20 – 24	7431.0	7427.0	1615.0	4517.0	1189.0	98.0	8.0	-	-	-	7221.0	972.0	4.0
25 – 29	10877.0	10869.0	823.0	4445.0	4828.0	675.0	66.0	12.0	4.0	16.0	16606.0	1528.0	8.0
30 – 34	11940.0	11940.0	356.0	2418.0	6780.0	1928.0	359.0	67.0	8.0	24.0	23765.0	1990.0	-
35 – 39	15017.0	15017.0	265.0	1562.0	8410.0	3816.0	684.0	199.0	41.0	40.0	34139.0	2273.0	-
40 – 44	18149.0	18145.0	383.0	1303.0	8849.0	5734.0	1122.0	516.0	129.0	109.0	44872.0	2473.0	4.0
45 – 49	14308.0	14304.0	303.0	1161.0	6115.0	4696.0	1027.0	679.0	176.0	147.0	37192.0	2600.0	4.0
50 – 54	10067.0	10063.0	303.0	835.0	4120.0	2917.0	783.0	750.0	206.0	149.0	27107.0	2694.0	4.0
55 – 59	4072.0	4060.0	114.0	450.0	1637.0	1082.0	300.0	251.0	113.0	113.0	10974.0	2703.0	12.0
60 – 64	6833.0	6829.0	360.0	680.0	2218.0	1662.0	622.0	802.0	266.0	219.0	20010.0	2930.0	4.0
65 – 69	5948.0	5944.0	343.0	552.0	1369.0	1471.0	690.0	882.0	396.0	241.0	19117.0	3216.0	4.0
70 и более	6731.0	6727.0	410.0	579.0	1299.0	1359.0	973.0	977.0	587.0	543.0	23879.0	3550.0	4.0
Чувашская Республика													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	306247.0	305967.0	22132.0	81543.0	132826.0	41741.0	11191.0	9583.0	3597.0	3354.0	613355.0	2005.0	280.0
в том числе в возрасте, лет:													
15 – 17	278.0	278.0	204.0	72.0	2.0	-	-	-	-	-	76.0	273.0	-
18 – 19	1901.0	1897.0	1085.0	796.0	16.0	-	-	-	-	-	828.0	436.0	4.0
20 – 24	19169.0	19149.0	6178.0	11085.0	1769.0	89.0	12.0	4.0	4.0	8.0	15038.0	785.0	20.0
25 – 29	32049.0	32029.0	3881.0	18315.0	8531.0	1046.0	160.0	44.0	12.0	40.0	39751.0	1241.0	20.0
30 – 34	33813.0	33789.0	1680.0	12838.0	16001.0	2584.0	437.0	129.0	48.0	72.0	55805.0	1652.0	24.0
35 – 39	38235.0	38207.0	1085.0	9515.0	21350.0	4985.0	777.0	307.0	78.0	110.0	73152.0	1915.0	28.0
40 – 44	43444.0	43412.0	1347.0	7502.0	24270.0	7774.0	1440.0	718.0	182.0	179.0	91203.0	2101.0	32.0
45 – 49	37554.0	37530.0	1174.0	5872.0	20239.0	7169.0	1534.0	1010.0	271.0	261.0	82787.0	2206.0	24.0
50 – 54	30233.0	30221.0	1019.0	5123.0	15497.0	5359.0	1191.0	1309.0	422.0	301.0	68506.0	2267.0	12.0
55 – 59	14403.0	14383.0	721.0	2559.0	6935.0	2196.0	711.0	837.0	267.0	157.0	32910.0	2288.0	20.0
60 – 64	21197.0	21155.0	1287.0	3314.0	8420.0	3968.0	1519.0	1655.0	590.0	402.0	53142.0	2512.0	42.0
65 – 69	16636.0	16609.0	1188.0	2245.0	5488.0	3201.0	1507.0	1714.0	730.0	536.0	45917.0	2765.0	27.0
70 и более	17335.0	17308.0	1283.0	2307.0	4308.0	3370.0	1903.0	1856.0	993.0	1288.0	54240.0	3134.0	27.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	186665.0	186413.0	15514.0	62341.0	88610.0	15665.0	2398.0	1023.0	309.0	553.0	307465.0	1649.0	252.0
в том числе в возрасте, лет:													
15 – 17	181.0	181.0	123.0	58.0	-	-	-	-	-	-	58.0	320.0	-
18 – 19	1326.0	1322.0	798.0	520.0	4.0	-	-	-	-	-	528.0	399.0	4.0
20 – 24	12723.0	12707.0	4772.0	7173.0	714.0	32.0	8.0	-	-	8.0	8785.0	691.0	16.0
25 – 29	20124.0	20116.0	3037.0	13297.0	3497.0	206.0	47.0	4.0	8.0	20.0	21313.0	1060.0	8.0
30 – 34	20493.0	20469.0	1232.0	10323.0	8138.0	606.0	110.0	8.0	12.0	40.0	29269.0	1430.0	24.0
35 – 39	23839.0	23811.0	814.0	7982.0	13231.0	1528.0	144.0	40.0	16.0	56.0	40368.0	1695.0	28.0
40 – 44	28124.0	28096.0	948.0	6316.0	17355.0	2899.0	357.0	145.0	24.0	52.0	52424.0	1866.0	28.0
45 – 49	24963.0	24943.0	829.0	4933.0	15579.0	2904.0	438.0	138.0	47.0	75.0	48124.0	1929.0	20.0
50 – 54	20019.0	20007.0	725.0	4293.0	12008.0	2385.0	280.0	181.0	47.0	88.0	38519.0	1925.0	12.0
55 – 59	9108.0	9088.0	446.0	2081.0	5405.0	917.0	119.0	92.0	12.0	16.0	16770.0	1845.0	20.0
60 – 64	11177.0	11139.0	707.0	2476.0	6066.0	1483.0	256.0	94.0	30.0	27.0	20940.0	1880.0	38.0
65 – 69	7192.0	7165.0	544.0	1434.0	3644.0	1122.0	239.0	104.0	31.0	47.0	14091.0	1967.0	27.0
70 и более	7396.0	7369.0	539.0	1455.0	2969.0	1583.0	400.0	217.0	82.0	124.0	16276.0	2209.0	27.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	119582.0	119554.0	6618.0	19202.0	44216.0	26076.0	8793.0	8560.0	3288.0	2801.0	305890.0	2559.0	28.0
в том числе в возрасте, лет:													
15 – 17	97.0	97.0	81.0	14.0	2.0	-	-	-	-	-	18.0	186.0	-
18 – 19	575.0	575.0	287.0	276.0	12.0	-	-	-	-	-	300.0	522.0	-
20 – 24	6446.0	6442.0	1406.0	3912.0	1055.0	57.0	4.0	4.0	4.0	-	6253.0	971.0	4.0
25 – 29	11925.0	11913.0	844.0	5018.0	5034.0	840.0	113.0	40.0	4.0	20.0	18438.0	1548.0	12.0
30 – 34	13320.0	13320.0	448.0	2515.0	7863.0	1978.0	327.0	121.0	36.0	32.0	26536.0	1992.0	-
35 – 39	14396.0	14396.0	271.0	1533.0	8119.0	3457.0	633.0	267.0	62.0	54.0	32784.0	2277.0	-
40 – 44	15320.0	15316.0	399.0	1186.0	6915.0	4875.0	1083.0	573.0	158.0	127.0	38779.0	2532.0	4.0
45 – 49	12591.0	12587.0	345.0	939.0	4660.0	4265.0	1096.0	872.0	224.0	186.0	34663.0	2754.0	4.0
50 – 54	10214.0	10214.0	294.0	830.0	3489.0	2974.0	911.0	1128.0	375.0	213.0	29987.0	2936.0	-
55 – 59	5295.0	5295.0	275.0	478.0	1530.0	1279.0	592.0	745.0	255.0	141.0	16140.0	3048.0	-
60 – 64	10020.0	10016.0	580.0	838.0	2354.0	2485.0	1263.0	1561.0	560.0	375.0	32202.0	3215.0	4.0
65 – 69	9444.0	9444.0	644.0	811.0	1844.0	2079.0	1268.0	1610.0	699.0	489.0	31826.0	3370.0	-
70 и более	9939.0	9939.0	744.0	852.0	1339.0	1787.0	1503.0	1639.0	911.0	1164.0	37964.0	3820.0	-
Кировская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	370264.0	369720.0	27293.0	115622.0	168690.0	41042.0	8619.0	4900.0	1728.0	1826.0	659951.0	1785.0	544.0
в том числе в возрасте, лет:													
15 – 17	406.0	406.0	263.0	141.0	2.0	-	-	-	-	-	145.0	357.0	-
18 – 19	2857.0	2857.0	1604.0	1188.0	65.0	-	-	-	-	-	1318.0	461.0	-
20 – 24	24510.0	24467.0	8717.0	13981.0	1658.0	71.0	16.0	-	12.0	12.0	17730.0	725.0	43.0
25 – 29	35923.0	35873.0	4637.0	22693.0	7642.0	727.0	122.0	24.0	4.0	24.0	40978.0	1142.0	50.0
30 – 34	33607.0	33557.0	1794.0	15390.0	13897.0	1968.0	359.0	87.0	23.0	39.0	51450.0	1533.0	50.0
