7. НАСЕЛЕНИЕ, ЗАНЯТОЕ В ЭКОНОМИКЕ, ПО УРОВНЮ ОБРАЗОВАНИЯ, ПОЛУ И ВОЗРАСТНЫМ ГРУППАМ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ												
												
												
	Всего	Имеющие образование								Не имеющие 
55–59 	30146.0	143.0	9067.0	405.0	10021.0	2457.0	5035.0	2563.0	440.0	14.0	5.0	1.0
60–64 	15272.0	93.0	4463.0	148.0	4360.0	1085.0	2202.0	2210.0	693.0	18.0	10.0	-
65–69 	6214.0	38.0	1748.0	56.0	1691.0	372.0	614.0	976.0	702.0	16.0	9.0	1.0
70 и более	2226.0	27.0	551.0	35.0	404.0	128.0	157.0	348.0	546.0	30.0	12.0	-
Возраст не указан	45.0	-	4.0	-	7.0	1.0	22.0	1.0	-	1.0	-	9.0
Из общей численности занятых - женщины в возрасте:												
трудоспособном	757671.0	2185.0	167541.0	23082.0	292680.0	94984.0	142740.0	31601.0	2672.0	177.0	66.0	9.0
старше трудоспособного	53858.0	301.0	15829.0	644.0	16476.0	4042.0	8008.0	6097.0	2381.0	78.0	36.0	2.0
16-29 лет	193833.0	565.0	38434.0	13817.0	68347.0	25719.0	36858.0	9536.0	504.0	52.0	22.0	1.0
Городское население, занятое в экономике, в возрасте 15 лет и более	1335682.0	5429.0	305512.0	40536.0	468047.0	192781.0	247244.0	67082.0	8657.0	372.0	136.0	22.0
в том числе в возрасте, лет:												
15–17	5725.0	-	-	-	325.0	678.0	2406.0	2142.0	170.0	4.0	3.0	-
18–19 	33688.0	-	-	1464.0	8474.0	6917.0	12554.0	4029.0	237.0	13.0	6.0	-
20–24 	144650.0	280.0	22076.0	13082.0	48744.0	24302.0	26805.0	8817.0	506.0	35.0	11.0	3.0
25–29 	165928.0	848.0	41690.0	7750.0	56971.0	24549.0	25195.0	8399.0	487.0	38.0	17.0	1.0
30–34 	155785.0	723.0	39251.0	5555.0	60949.0	23011.0	21978.0	3914.0	372.0	30.0	11.0	2.0
35–39 	158777.0	625.0	41174.0	3715.0	62350.0	23319.0	24281.0	2921.0	349.0	38.0	13.0	5.0
40–44 	204494.0	667.0	47686.0	3298.0	76306.0	30347.0	40837.0	4815.0	506.0	30.0	14.0	2.0
45–49 	196267.0	685.0	43121.0	2473.0	68356.0	28076.0	44058.0	8681.0	768.0	47.0	12.0	2.0
50–54 	160687.0	630.0	36290.0	1808.0	54707.0	20368.0	34056.0	11604.0	1174.0	48.0	15.0	2.0
55–59 	60528.0	353.0	17590.0	832.0	18213.0	7101.0	9781.0	5590.0	1042.0	24.0	7.0	2.0
60–64 	31805.0	329.0	10678.0	361.0	8403.0	2863.0	3940.0	3959.0	1247.0	23.0	11.0	2.0
65–69 	13053.0	180.0	4529.0	145.0	3436.0	974.0	1095.0	1623.0	1052.0	18.0	10.0	1.0
70 и более	4295.0	109.0	1427.0	53.0	813.0	276.0	258.0	588.0	747.0	24.0	6.0	-
Возраст не указан	42.0	-	7.0	-	14.0	1.0	5.0	-	-	1.0	-	14.0
Из общей численности занятых - население в возрасте:												
трудоспособном	1259015.0	4674.0	280575.0	39612.0	446305.0	186453.0	237347.0	58495.0	5240.0	296.0	106.0	18.0
старше трудоспособного	76334.0	755.0	24937.0	924.0	21742.0	6314.0	9897.0	8308.0	3378.0	75.0	29.0	4.0
16-29 лет	349658.0	1128.0	63766.0	22296.0	114514.0	56432.0	66960.0	23108.0	1361.0	89.0	36.0	4.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	653804.0	3052.0	139244.0	18818.0	209173.0	115047.0	122619.0	40640.0	5012.0	188.0	70.0	11.0
в том числе в возрасте, лет:												
15–17	3211.0	-	-	-	184.0	479.0	930.0	1469.0	146.0	3.0	3.0	-
18–19 	18864.0	-	-	427.0	4589.0	4852.0	5721.0	3063.0	206.0	6.0	4.0	-
20–24 	76840.0	154.0	9002.0	5291.0	24827.0	15764.0	14964.0	6443.0	372.0	21.0	6.0	2.0
25–29 	85884.0	434.0	19191.0	3801.0	27611.0	14942.0	13930.0	5626.0	331.0	17.0	7.0	1.0
30–34 	78587.0	370.0	17464.0	2815.0	29221.0	13562.0	12411.0	2484.0	241.0	18.0	10.0	1.0
35–39 	75983.0	302.0	17905.0	1849.0	27728.0	13370.0	12842.0	1745.0	214.0	24.0	8.0	4.0
40–44 	93620.0	346.0	20510.0	1617.0	31292.0	17105.0	19580.0	2858.0	296.0	16.0	7.0	-
45–49 	87995.0	383.0	18834.0	1252.0	26900.0	15745.0	19761.0	4649.0	445.0	26.0	6.0	-
50–54 	72261.0	384.0	16834.0	962.0	21031.0	11698.0	14792.0	5905.0	635.0	20.0	6.0	-
55–59 	33347.0	216.0	9287.0	467.0	9123.0	4900.0	5177.0	3452.0	710.0	14.0	5.0	1.0
60–64 	17685.0	238.0	6471.0	223.0	4367.0	1847.0	1895.0	1962.0	670.0	10.0	4.0	2.0
65–69 	7269.0	143.0	2857.0	90.0	1862.0	629.0	506.0	722.0	455.0	5.0	3.0	-
70 и более	2258.0	82.0	889.0	24.0	438.0	154.0	110.0	262.0	291.0	8.0	1.0	-
Возраст не указан	21.0	-	3.0	-	7.0	1.0	2.0	-	-	-	-	8.0
Из общей численности занятых - мужчины в возрасте:												
трудоспособном	626360.0	2589.0	129027.0	18481.0	202506.0	112404.0	120108.0	37509.0	3563.0	164.0	61.0	9.0
старше трудоспособного	27212.0	463.0	10217.0	337.0	6667.0	2630.0	2511.0	2946.0	1416.0	23.0	8.0	2.0
16-29 лет	184567.0	588.0	28193.0	9519.0	57211.0	36024.0	35545.0	16416.0	1022.0	46.0	19.0	3.0
Женщины, занятые в экономике, в возрасте 15 лет и более	681878.0	2377.0	166268.0	21718.0	258874.0	77734.0	124625.0	26442.0	3645.0	184.0	66.0	11.0
в том числе в возрасте, лет:												
15–17	2514.0	-	-	-	141.0	199.0	1476.0	673.0	24.0	1.0	-	-
18–19 	14824.0	-	-	1037.0	3885.0	2065.0	6833.0	966.0	31.0	7.0	2.0	-
20–24 	67810.0	126.0	13074.0	7791.0	23917.0	8538.0	11841.0	2374.0	134.0	14.0	5.0	1.0
25–29 	80044.0	414.0	22499.0	3949.0	29360.0	9607.0	11265.0	2773.0	156.0	21.0	10.0	-
30–34 	77198.0	353.0	21787.0	2740.0	31728.0	9449.0	9567.0	1430.0	131.0	12.0	1.0	1.0
35–39 	82794.0	323.0	23269.0	1866.0	34622.0	9949.0	11439.0	1176.0	135.0	14.0	5.0	1.0
40–44 	110874.0	321.0	27176.0	1681.0	45014.0	13242.0	21257.0	1957.0	210.0	14.0	7.0	2.0
45–49 	108272.0	302.0	24287.0	1221.0	41456.0	12331.0	24297.0	4032.0	323.0	21.0	6.0	2.0
50–54 	88426.0	246.0	19456.0	846.0	33676.0	8670.0	19264.0	5699.0	539.0	28.0	9.0	2.0
55–59 	27181.0	137.0	8303.0	365.0	9090.0	2201.0	4604.0	2138.0	332.0	10.0	2.0	1.0
60–64 	14120.0	91.0	4207.0	138.0	4036.0	1016.0	2045.0	1997.0	577.0	13.0	7.0	-
65–69 	5784.0	37.0	1672.0	55.0	1574.0	345.0	589.0	901.0	597.0	13.0	7.0	1.0
70 и более	2037.0	27.0	538.0	29.0	375.0	122.0	148.0	326.0	456.0	16.0	5.0	-
Возраст не указан	21.0	-	4.0	-	7.0	-	3.0	-	-	1.0	-	6.0
Из общей численности занятых - женщины в возрасте:												
трудоспособном	632655.0	2085.0	151548.0	21131.0	243799.0	74049.0	117239.0	20986.0	1677.0	132.0	45.0	9.0
старше трудоспособного	49122.0	292.0	14720.0	587.0	15075.0	3684.0	7386.0	5362.0	1962.0	52.0	21.0	2.0
16-29 лет	165091.0	540.0	35573.0	12777.0	57303.0	20408.0	31415.0	6692.0	339.0	43.0	17.0	1.0
Сельское население, занятое в экономике, в возрасте 15 лет и более	282649.0	243.0	30021.0	3671.0	89147.0	65352.0	58633.0	30663.0	4703.0	216.0	115.0	-
в том числе в возрасте, лет:												
15–17	1531.0	-	-	-	73.0	230.0	348.0	755.0	122.0	3.0	3.0	-
18–19 	9052.0	-	-	112.0	2186.0	2633.0	2190.0	1788.0	135.0	8.0	6.0	-
20–24 	30000.0	14.0	2132.0	999.0	9695.0	7315.0	5512.0	3946.0	369.0	18.0	7.0	-
25–29 	30005.0	27.0	3205.0	590.0	9416.0	7117.0	5830.0	3506.0	292.0	22.0	15.0	-
30–34 	32735.0	31.0	3750.0	464.0	11910.0	7869.0	6247.0	2245.0	203.0	16.0	11.0	-
35–39 	40358.0	38.0	4853.0	402.0	14285.0	9482.0	8750.0	2317.0	204.0	27.0	12.0	-
40–44 	52051.0	36.0	5696.0	435.0	16951.0	12344.0	12409.0	3789.0	367.0	24.0	6.0	-
45–49 	43352.0	46.0	4622.0	309.0	13136.0	9829.0	9840.0	4944.0	611.0	15.0	7.0	-
50–54 	30499.0	25.0	3568.0	215.0	8474.0	6434.0	5898.0	4971.0	886.0	28.0	16.0	-
55–59 	9002.0	13.0	1406.0	101.0	2140.0	1686.0	1242.0	1638.0	754.0	22.0	14.0	-
60–64 	2759.0	11.0	583.0	27.0	614.0	312.0	303.0	548.0	352.0	9.0	4.0	-
65–69 	944.0	2.0	169.0	7.0	214.0	83.0	52.0	159.0	250.0	8.0	5.0	-
70 и более	361.0	-	37.0	10.0	53.0	18.0	12.0	57.0	158.0	16.0	9.0	-
Возраст не указан	62.0	-	-	-	1.0	4.0	51.0	1.0	-	-	-	5.0
Из общей численности занятых - население в возрасте:												
трудоспособном	275526.0	224.0	28468.0	3587.0	87335.0	64678.0	57835.0	29410.0	3810.0	179.0	94.0	-
старше трудоспособного	7029.0	19.0	1553.0	84.0	1812.0	669.0	798.0	1189.0	868.0	37.0	21.0	-
16-29 лет	70494.0	41.0	5337.0	1701.0	21370.0	17290.0	13880.0	9931.0	893.0	51.0	31.0	-
Мужчины, занятые в экономике, в возрасте 15 лет и более	152869.0	134.0	12919.0	1663.0	38865.0	44055.0	32510.0	19292.0	3286.0	145.0	79.0	-
в том числе в возрасте, лет:												
15–17	1060.0	-	-	-	38.0	188.0	176.0	550.0	105.0	3.0	3.0	-
18–19 	6279.0	-	-	25.0	1296.0	2059.0	1349.0	1422.0	120.0	8.0	6.0	-
20–24 	18160.0	4.0	1062.0	379.0	4884.0	5135.0	3493.0	2891.0	298.0	14.0	6.0	-
25–29 	16319.0	12.0	1414.0	257.0	4108.0	4598.0	3419.0	2267.0	227.0	17.0	11.0	-
30–34 	17035.0	14.0	1461.0	198.0	5046.0	5115.0	3671.0	1378.0	142.0	10.0	6.0	-
35–39 	20792.0	23.0	1920.0	189.0	5988.0	6086.0	5027.0	1405.0	136.0	18.0	9.0	-
40–44 	27090.0	27.0	2413.0	239.0	6993.0	8164.0	6691.0	2295.0	254.0	14.0	3.0	-
45–49 	22129.0	23.0	1960.0	172.0	5295.0	6560.0	4912.0	2802.0	394.0	11.0	5.0	-
50–54 	15675.0	14.0	1603.0	116.0	3597.0	4409.0	2785.0	2615.0	515.0	21.0	13.0	-
55–59 	6037.0	7.0	642.0	61.0	1209.0	1430.0	811.0	1213.0	646.0	18.0	11.0	-
60–64 	1607.0	9.0	327.0	17.0	290.0	243.0	146.0	335.0	236.0	4.0	1.0	-
65–69 	514.0	1.0	93.0	6.0	97.0	56.0	27.0	84.0	145.0	5.0	3.0	-
70 и более	172.0	-	24.0	4.0	24.0	12.0	3.0	35.0	68.0	2.0	2.0	-
Возраст не указан	38.0	-	-	-	1.0	3.0	32.0	-	-	-	-	2.0
Из общей численности занятых - мужчины в возрасте:												
трудоспособном	150510.0	124.0	12475.0	1636.0	38454.0	43743.0	32334.0	18795.0	2815.0	134.0	73.0	-
старше трудоспособного	2293.0	10.0	444.0	27.0	411.0	311.0	176.0	454.0	449.0	11.0	6.0	-
16-29 лет	41752.0	16.0	2476.0	661.0	10326.0	11979.0	8437.0	7087.0	728.0	42.0	26.0	-
Женщины, занятые в экономике, в возрасте 15 лет и более	129780.0	109.0	17102.0	2008.0	50282.0	21297.0	26123.0	11371.0	1417.0	71.0	36.0	-
в том числе в возрасте, лет:												
15–17	471.0	-	-	-	35.0	42.0	172.0	205.0	17.0	-	-	-
18–19 	2773.0	-	-	87.0	890.0	574.0	841.0	366.0	15.0	-	-	-
20–24 	11840.0	10.0	1070.0	620.0	4811.0	2180.0	2019.0	1055.0	71.0	4.0	1.0	-
25–29 	13686.0	15.0	1791.0	333.0	5308.0	2519.0	2411.0	1239.0	65.0	5.0	4.0	-
30–34 	15700.0	17.0	2289.0	266.0	6864.0	2754.0	2576.0	867.0	61.0	6.0	5.0	-
35–39 	19566.0	15.0	2933.0	213.0	8297.0	3396.0	3723.0	912.0	68.0	9.0	3.0	-
40–44 	24961.0	9.0	3283.0	196.0	9958.0	4180.0	5718.0	1494.0	113.0	10.0	3.0	-
45–49 	21223.0	23.0	2662.0	137.0	7841.0	3269.0	4928.0	2142.0	217.0	4.0	2.0	-
50–54 	14824.0	11.0	1965.0	99.0	4877.0	2025.0	3113.0	2356.0	371.0	7.0	3.0	-
55–59 	2965.0	6.0	764.0	40.0	931.0	256.0	431.0	425.0	108.0	4.0	3.0	-
60–64 	1152.0	2.0	256.0	10.0	324.0	69.0	157.0	213.0	116.0	5.0	3.0	-
65–69 	430.0	1.0	76.0	1.0	117.0	27.0	25.0	75.0	105.0	3.0	2.0	-
70 и более	189.0	-	13.0	6.0	29.0	6.0	9.0	22.0	90.0	14.0	7.0	-
Возраст не указан	24.0	-	-	-	-	1.0	19.0	1.0	-	-	-	3.0
Из общей численности занятых - женщины в возрасте:												
трудоспособном	125016.0	100.0	15993.0	1951.0	48881.0	20935.0	25501.0	10615.0	995.0	45.0	21.0	-
старше трудоспособного	4736.0	9.0	1109.0	57.0	1401.0	358.0	622.0	735.0	419.0	26.0	15.0	-
16-29 лет	28742.0	25.0	2861.0	1040.0	11044.0	5311.0	5443.0	2844.0	165.0	9.0	5.0	-
Оренбургская область												
Все население, занятое в экономике, в возрасте 15 лет и более	900962.0	2137.0	160586.0	22063.0	351873.0	150842.0	142399.0	62035.0	8621.0	327.0	175.0	79.0
в том числе в возрасте, лет:												
15–17	3328.0	-	-	-	143.0	225.0	867.0	1874.0	211.0	8.0	5.0	-
18–19 	21478.0	-	-	640.0	6375.0	3844.0	6486.0	3817.0	307.0	9.0	5.0	-
20–24 	104694.0	138.0	13001.0	6812.0	38837.0	17963.0	17308.0	9848.0	756.0	28.0	14.0	3.0
25–29 	113627.0	342.0	22343.0	4301.0	42611.0	18248.0	16809.0	8304.0	617.0	39.0	22.0	13.0
30–34 	108826.0	249.0	20951.0	2920.0	45922.0	18746.0	14458.0	5127.0	407.0	23.0	12.0	23.0
35–39 	122019.0	259.0	23112.0	2268.0	52250.0	20947.0	18262.0	4483.0	397.0	30.0	16.0	11.0
40–44 	151864.0	268.0	27011.0	2068.0	63253.0	26808.0	25516.0	6217.0	674.0	38.0	25.0	11.0
45–49 	127558.0	267.0	22701.0	1385.0	50502.0	22237.0	21833.0	7646.0	947.0	32.0	18.0	8.0
50–54 	95808.0	247.0	17986.0	1036.0	36040.0	14976.0	15213.0	8811.0	1454.0	38.0	19.0	7.0
55–59 	31732.0	151.0	7529.0	405.0	10263.0	4771.0	3925.0	3444.0	1224.0	17.0	8.0	3.0
60–64 	13884.0	126.0	4033.0	169.0	4096.0	1528.0	1289.0	1707.0	911.0	25.0	17.0	-
65–69 	4754.0	58.0	1537.0	46.0	1272.0	436.0	360.0	580.0	444.0	21.0	11.0	-
70 и более	1390.0	32.0	382.0	13.0	309.0	113.0	73.0	177.0	272.0	19.0	3.0	-
Возраст не указан	119.0	-	4.0	1.0	38.0	1.0	6.0	3.0	2.0	-	-	64.0
Из общей численности занятых - население в возрасте:												
трудоспособном	868815.0	1865.0	150957.0	21655.0	341708.0	147684.0	139293.0	58515.0	6800.0	259.0	143.0	79.0
старше трудоспособного	31903.0	272.0	9629.0	408.0	10165.0	3154.0	3106.0	3315.0	1787.0	67.0	31.0	-
16-29 лет	242883.0	480.0	35344.0	11753.0	87966.0	40276.0	41470.0	23638.0	1857.0	83.0	45.0	16.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	475507.0	1177.0	73175.0	10885.0	162549.0	90109.0	88186.0	42947.0	6231.0	206.0	113.0	42.0
в том числе в возрасте, лет:												
15–17	2267.0	-	-	-	79.0	157.0	411.0	1429.0	185.0	6.0	5.0	-
18–19 	14086.0	-	-	298.0	3859.0	2687.0	3890.0	3075.0	271.0	6.0	3.0	-
20–24 	60864.0	71.0	6074.0	3112.0	20571.0	11735.0	11129.0	7509.0	639.0	23.0	9.0	1.0
25–29 	61646.0	189.0	10334.0	2178.0	20322.0	10838.0	11181.0	6086.0	486.0	23.0	12.0	9.0
30–34 	57565.0	114.0	9369.0	1541.0	21360.0	11156.0	9978.0	3730.0	295.0	12.0	5.0	10.0
35–39 	61940.0	135.0	10277.0	1127.0	23178.0	11801.0	12013.0	3138.0	249.0	17.0	10.0	5.0
40–44 	75429.0	130.0	11558.0	1011.0	27246.0	15074.0	15782.0	4104.0	489.0	29.0	18.0	6.0
45–49 	62146.0	154.0	9851.0	692.0	21540.0	12428.0	12200.0	4653.0	603.0	20.0	13.0	5.0
50–54 	47414.0	142.0	8328.0	542.0	15374.0	8997.0	8036.0	5086.0	884.0	22.0	10.0	3.0
55–59 	19857.0	95.0	3852.0	225.0	5775.0	3694.0	2541.0	2593.0	1064.0	15.0	8.0	3.0
60–64 	8510.0	84.0	2346.0	120.0	2316.0	1147.0	782.0	1099.0	603.0	13.0	9.0	-
65–69 	2941.0	38.0	937.0	30.0	742.0	314.0	209.0	354.0	303.0	14.0	9.0	-
70 и более	842.0	25.0	249.0	9.0	187.0	81.0	34.0	91.0	160.0	6.0	2.0	-
Возраст не указан	65.0	-	2.0	-	18.0	-	2.0	3.0	1.0	-	-	39.0
Из общей численности занятых - мужчины в возрасте:												
трудоспособном	463031.0	1030.0	69643.0	10726.0	159304.0	88565.0	87161.0	41251.0	5137.0	172.0	92.0	42.0
старше трудоспособного	12293.0	147.0	3532.0	159.0	3245.0	1542.0	1025.0	1544.0	1066.0	33.0	20.0	-
16-29 лет	138680.0	260.0	16408.0	5588.0	44831.0	25415.0	26611.0	17947.0	1553.0	57.0	28.0	10.0
Женщины, занятые в экономике, в возрасте 15 лет и более	425455.0	960.0	87411.0	11178.0	189324.0	60733.0	54213.0	19088.0	2390.0	121.0	62.0	37.0
в том числе в возрасте, лет:												
15–17	1061.0	-	-	-	64.0	68.0	456.0	445.0	26.0	2.0	-	-
18–19 	7392.0	-	-	342.0	2516.0	1157.0	2596.0	742.0	36.0	3.0	2.0	-
20–24 	43830.0	67.0	6927.0	3700.0	18266.0	6228.0	6179.0	2339.0	117.0	5.0	5.0	2.0
25–29	51981.0	153.0	12009.0	2123.0	22289.0	7410.0	5628.0	2218.0	131.0	16.0	10.0	4.0
30–34 	51261.0	135.0	11582.0	1379.0	24562.0	7590.0	4480.0	1397.0	112.0	11.0	7.0	13.0
35–39 	60079.0	124.0	12835.0	1141.0	29072.0	9146.0	6249.0	1345.0	148.0	13.0	6.0	6.0
40–44 	76435.0	138.0	15453.0	1057.0	36007.0	11734.0	9734.0	2113.0	185.0	9.0	7.0	5.0
45–49 	65412.0	113.0	12850.0	693.0	28962.0	9809.0	9633.0	2993.0	344.0	12.0	5.0	3.0
50–54 	48394.0	105.0	9658.0	494.0	20666.0	5979.0	7177.0	3725.0	570.0	16.0	9.0	4.0
55–59 	11875.0	56.0	3677.0	180.0	4488.0	1077.0	1384.0	851.0	160.0	2.0	-	-
60–64 	5374.0	42.0	1687.0	49.0	1780.0	381.0	507.0	608.0	308.0	12.0	8.0	-
65–69 	1813.0	20.0	600.0	16.0	530.0	122.0	151.0	226.0	141.0	7.0	2.0	-
70 и более	548.0	7.0	133.0	4.0	122.0	32.0	39.0	86.0	112.0	13.0	1.0	-
Возраст не указан	54.0	-	2.0	1.0	20.0	1.0	4.0	-	1.0	-	-	25.0
Из общей численности занятых - женщины в возрасте:												
трудоспособном	405784.0	835.0	81314.0	10929.0	182404.0	59119.0	52132.0	17264.0	1663.0	87.0	51.0	37.0
старше трудоспособного	19610.0	125.0	6097.0	249.0	6920.0	1612.0	2081.0	1771.0	721.0	34.0	11.0	-
16-29 лет	104203.0	220.0	18936.0	6165.0	43135.0	14861.0	14859.0	5691.0	304.0	26.0	17.0	6.0
Городское население, занятое в экономике, в возрасте 15 лет и более	561204.0	1850.0	119913.0	17152.0	231239.0	86972.0	75182.0	25208.0	3510.0	116.0	49.0	62.0
в том числе в возрасте, лет:												
15–17	1617.0	-	-	-	108.0	124.0	568.0	741.0	74.0	2.0	-	-
18–19 	12586.0	-	-	560.0	4217.0	2228.0	3941.0	1512.0	124.0	4.0	4.0	-
20–24 	67915.0	129.0	10305.0	5610.0	26693.0	11235.0	9868.0	3847.0	217.0	9.0	4.0	2.0
25–29 	75167.0	311.0	17768.0	3449.0	30036.0	11241.0	8835.0	3269.0	230.0	19.0	10.0	9.0
30–34 	66320.0	217.0	15896.0	2219.0	29263.0	10521.0	6407.0	1619.0	152.0	7.0	4.0	19.0
35–39 	70188.0	220.0	16331.0	1641.0	31757.0	11037.0	7699.0	1331.0	147.0	15.0	5.0	10.0
40–44 	90152.0	221.0	19447.0	1483.0	39843.0	14514.0	12241.0	2126.0	255.0	15.0	9.0	7.0
45–49 	79218.0	217.0	16608.0	980.0	33207.0	12687.0	12108.0	3032.0	362.0	9.0	3.0	8.0
50–54 	61672.0	202.0	13126.0	745.0	24404.0	8947.0	9513.0	4168.0	553.0	9.0	2.0	5.0
55–59 	20878.0	131.0	5504.0	292.0	7228.0	2894.0	2655.0	1766.0	404.0	2.0	1.0	2.0
60–64 	10559.0	117.0	3240.0	131.0	3208.0	1114.0	1000.0	1211.0	531.0	7.0	3.0	-
65–69 	3835.0	55.0	1341.0	33.0	1022.0	345.0	287.0	447.0	298.0	7.0	3.0	-
70 и более	1097.0	30.0	347.0	9.0	253.0	85.0	60.0	139.0	163.0	11.0	1.0	-
Возраст не указан	110.0	-	3.0	1.0	35.0	1.0	3.0	2.0	2.0	-	-	63.0
Из общей численности занятых - население в возрасте:												
трудоспособном	536900.0	1597.0	112258.0	16858.0	223455.0	84603.0	72814.0	22745.0	2417.0	91.0	42.0	62.0
старше трудоспособного	24186.0	253.0	7655.0	294.0	7784.0	2367.0	2368.0	2360.0	1080.0	25.0	7.0	-
16-29 лет	157167.0	440.0	28073.0	9619.0	61054.0	24826.0	23212.0	9266.0	632.0	34.0	18.0	11.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	284137.0	996.0	53979.0	8667.0	107638.0	49489.0	44316.0	16621.0	2345.0	53.0	23.0	33.0
в том числе в возрасте, лет:												
15–17	918.0	-	-	-	56.0	77.0	225.0	495.0	65.0	-	-	-
18–19 	7332.0	-	-	266.0	2385.0	1417.0	2002.0	1148.0	112.0	2.0	2.0	-
20–24 	37079.0	67.0	4496.0	2591.0	14024.0	6973.0	5958.0	2792.0	172.0	6.0	1.0	-
25–29 	39778.0	172.0	8080.0	1823.0	14802.0	6517.0	5812.0	2384.0	176.0	7.0	3.0	5.0
30–34 	34347.0	95.0	7165.0	1215.0	14230.0	6043.0	4339.0	1147.0	102.0	2.0	1.0	9.0
35–39 	34626.0	112.0	7296.0	845.0	14517.0	6020.0	4848.0	893.0	85.0	5.0	1.0	5.0
40–44 	42702.0	96.0	8261.0	754.0	17056.0	7702.0	7304.0	1336.0	178.0	11.0	7.0	4.0
45–49 	36982.0	129.0	7064.0	492.0	14002.0	6613.0	6593.0	1848.0	230.0	6.0	2.0	5.0
50–54 	28989.0	111.0	5956.0	388.0	10118.0	4955.0	4828.0	2318.0	308.0	4.0	1.0	3.0
55–59 	12183.0	80.0	2777.0	171.0	3927.0	2071.0	1634.0	1203.0	316.0	2.0	1.0	2.0
60–64 	6237.0	76.0	1842.0	96.0	1788.0	797.0	581.0	727.0	326.0	4.0	2.0	-
65–69 	2317.0	35.0	816.0	20.0	583.0	246.0	165.0	265.0	184.0	3.0	2.0	-
70 и более	647.0	23.0	226.0	6.0	150.0	58.0	27.0	65.0	91.0	1.0	-	-
Возраст не указан	60.0	-	2.0	-	16.0	-	1.0	2.0	1.0	-	-	38.0
Из общей численности занятых - мужчины в возрасте:												
трудоспособном	274856.0	862.0	51095.0	8545.0	105117.0	48387.0	43543.0	15495.0	1734.0	45.0	19.0	33.0
старше трудоспособного	9201.0	134.0	2884.0	122.0	2521.0	1101.0	773.0	1057.0	601.0	8.0	4.0	-
16-29 лет	85027.0	239.0	12576.0	4680.0	31267.0	14983.0	13997.0	6750.0	515.0	15.0	6.0	5.0
Женщины, занятые в экономике, в возрасте 15 лет и более	277067.0	854.0	65934.0	8485.0	123601.0	37483.0	30866.0	8587.0	1165.0	63.0	26.0	29.0
в том числе в возрасте, лет:												
15–17	699.0	-	-	-	52.0	47.0	343.0	246.0	9.0	2.0	-	-
18–19 	5254.0	-	-	294.0	1832.0	811.0	1939.0	364.0	12.0	2.0	2.0	-
20–24 	30836.0	62.0	5809.0	3019.0	12669.0	4262.0	3910.0	1055.0	45.0	3.0	3.0	2.0
25–29 	35389.0	139.0	9688.0	1626.0	15234.0	4724.0	3023.0	885.0	54.0	12.0	7.0	4.0
30–34 	31973.0	122.0	8731.0	1004.0	15033.0	4478.0	2068.0	472.0	50.0	5.0	3.0	10.0
35–39 	35562.0	108.0	9035.0	796.0	17240.0	5017.0	2851.0	438.0	62.0	10.0	4.0	5.0
40–44 	47450.0	125.0	11186.0	729.0	22787.0	6812.0	4937.0	790.0	77.0	4.0	2.0	3.0
45–49 	42236.0	88.0	9544.0	488.0	19205.0	6074.0	5515.0	1184.0	132.0	3.0	1.0	3.0
50–54 	32683.0	91.0	7170.0	357.0	14286.0	3992.0	4685.0	1850.0	245.0	5.0	1.0	2.0
55–59 	8695.0	51.0	2727.0	121.0	3301.0	823.0	1021.0	563.0	88.0	-	-	-
60–64 	4322.0	41.0	1398.0	35.0	1420.0	317.0	419.0	484.0	205.0	3.0	1.0	-
65–69 	1518.0	20.0	525.0	13.0	439.0	99.0	122.0	182.0	114.0	4.0	1.0	-
70 и более	450.0	7.0	121.0	3.0	103.0	27.0	33.0	74.0	72.0	10.0	1.0	-
Возраст не указан	50.0	-	1.0	1.0	19.0	1.0	2.0	-	1.0	-	-	25.0
Из общей численности занятых - женщины в возрасте:												
трудоспособном	262044.0	735.0	61163.0	8313.0	118338.0	36216.0	29271.0	7250.0	683.0	46.0	23.0	29.0
старше трудоспособного	14985.0	119.0	4771.0	172.0	5263.0	1266.0	1595.0	1303.0	479.0	17.0	3.0	-
16-29 лет	72140.0	201.0	15497.0	4939.0	29787.0	9843.0	9215.0	2516.0	117.0	19.0	12.0	6.0
Сельское население, занятое в экономике, в возрасте 15 лет и более	339758.0	287.0	40673.0	4911.0	120634.0	63870.0	67217.0	36827.0	5111.0	211.0	126.0	17.0
в том числе в возрасте, лет:												
15–17	1711.0	-	-	-	35.0	101.0	299.0	1133.0	137.0	6.0	5.0	-
18–19 	8892.0	-	-	80.0	2158.0	1616.0	2545.0	2305.0	183.0	5.0	1.0	-
20–24 	36779.0	9.0	2696.0	1202.0	12144.0	6728.0	7440.0	6001.0	539.0	19.0	10.0	1.0
25–29 	38460.0	31.0	4575.0	852.0	12575.0	7007.0	7974.0	5035.0	387.0	20.0	12.0	4.0
30–34 	42506.0	32.0	5055.0	701.0	16659.0	8225.0	8051.0	3508.0	255.0	16.0	8.0	4.0
35–39 	51831.0	39.0	6781.0	627.0	20493.0	9910.0	10563.0	3152.0	250.0	15.0	11.0	1.0
