1. ЖЕНЩИНЫ ПО ВОЗРАСТНЫМ ГРУППАМ И ЧИСЛУ РОЖДЕННЫХ ДЕТЕЙ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
	Всего	Женщины, указавшие число рожденных детей	из них женщины с числом рожденных детей								Общее число рожденных детей	Среднее число рожденных детей (на 1000 женщин)	Женщины, не указавшие число рожденных детей
40 – 44	34948.0	34882.0	2244.0	7998.0	17972.0	4914.0	936.0	460.0	187.0	171.0	67181.0	1926.0	66.0
45 – 49	32452.0	32386.0	2098.0	6695.0	16079.0	5189.0	1156.0	714.0	178.0	277.0	65813.0	2032.0	66.0
50 – 54	25525.0	25482.0	1786.0	5786.0	11852.0	3903.0	860.0	752.0	293.0	250.0	52149.0	2047.0	43.0
55 – 59	11857.0	11838.0	1024.0	2785.0	5564.0	1572.0	335.0	337.0	121.0	100.0	23196.0	1959.0	19.0
60 – 64	20753.0	20707.0	1635.0	4850.0	8803.0	2993.0	938.0	843.0	347.0	298.0	43777.0	2114.0	46.0
65 – 69	18603.0	18580.0	1589.0	3836.0	6590.0	3297.0	1294.0	1102.0	464.0	408.0	43584.0	2346.0	23.0
70 и более	43480.0	43422.0	4611.0	8081.0	12083.0	7423.0	4062.0	3229.0	1850.0	2083.0	114459.0	2636.0	58.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	213907.0	213398.0	55997.0	61085.0	72885.0	15993.0	3679.0	1932.0	792.0	1035.0	292134.0	1369.0	509.0
в том числе в возрасте, лет:													
15 – 17	14187.0	14140.0	13949.0	163.0	28.0	-	-	-	-	-	219.0	15.0	47.0
18 – 19	9820.0	9816.0	9338.0	447.0	31.0	-	-	-	-	-	509.0	52.0	4.0
20 – 24	19603.0	19548.0	13850.0	5192.0	478.0	16.0	8.0	-	4.0	-	6252.0	320.0	55.0
25 – 29	16560.0	16518.0	5008.0	9157.0	2157.0	138.0	8.0	15.0	8.0	27.0	14253.0	863.0	42.0
30 – 34	15135.0	15091.0	2003.0	7989.0	4507.0	473.0	79.0	12.0	4.0	24.0	19010.0	1260.0	44.0
35 – 39	18163.0	18131.0	1715.0	6771.0	8379.0	1024.0	166.0	24.0	20.0	32.0	27761.0	1531.0	32.0
40 – 44	23286.0	23220.0	1740.0	6631.0	12352.0	2043.0	233.0	101.0	39.0	81.0	39773.0	1713.0	66.0
45 – 49	22330.0	22268.0	1650.0	5583.0	11961.0	2427.0	378.0	160.0	27.0	82.0	39905.0	1792.0	62.0
50 – 54	18001.0	17966.0	1377.0	4894.0	9231.0	1961.0	263.0	147.0	27.0	66.0	31697.0	1764.0	35.0
55 – 59	8390.0	8371.0	833.0	2258.0	4331.0	745.0	100.0	61.0	12.0	31.0	14173.0	1693.0	19.0
60 – 64	13383.0	13345.0	1127.0	3862.0	6524.0	1358.0	250.0	139.0	39.0	46.0	23266.0	1743.0	38.0
65 – 69	10684.0	10669.0	919.0	2906.0	4643.0	1516.0	356.0	180.0	88.0	61.0	20090.0	1883.0	15.0
70 и более	24365.0	24315.0	2488.0	5232.0	8263.0	4292.0	1838.0	1093.0	524.0	585.0	55226.0	2271.0	50.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	111616.0	111560.0	22246.0	19154.0	33944.0	18228.0	6769.0	5756.0	2752.0	2711.0	235375.0	2110.0	56.0
в том числе в возрасте, лет:													
15 – 17	7316.0	7316.0	7161.0	115.0	40.0	-	-	-	-	-	195.0	27.0	-
18 – 19	3491.0	3487.0	3043.0	397.0	47.0	-	-	-	-	-	491.0	141.0	4.0
20 – 24	8193.0	8181.0	4495.0	3019.0	627.0	36.0	-	-	-	4.0	4409.0	539.0	12.0
25 – 29	7868.0	7868.0	1596.0	3325.0	2503.0	359.0	69.0	8.0	-	8.0	9792.0	1245.0	-
30 – 34	7972.0	7972.0	609.0	2098.0	3996.0	1009.0	196.0	40.0	16.0	8.0	14253.0	1788.0	-
35 – 39	9597.0	9593.0	489.0	1535.0	5093.0	1875.0	341.0	152.0	52.0	56.0	20206.0	2106.0	4.0
40 – 44	11662.0	11662.0	504.0	1367.0	5620.0	2871.0	703.0	359.0	148.0	90.0	27408.0	2350.0	-
45 – 49	10122.0	10118.0	448.0	1112.0	4118.0	2762.0	778.0	554.0	151.0	195.0	25908.0	2561.0	4.0
50 – 54	7524.0	7516.0	409.0	892.0	2621.0	1942.0	597.0	605.0	266.0	184.0	20452.0	2721.0	8.0
55 – 59	3467.0	3467.0	191.0	527.0	1233.0	827.0	235.0	276.0	109.0	69.0	9023.0	2603.0	-
60 – 64	7370.0	7362.0	508.0	988.0	2279.0	1635.0	688.0	704.0	308.0	252.0	20511.0	2786.0	8.0
65 – 69	7919.0	7911.0	670.0	930.0	1947.0	1781.0	938.0	922.0	376.0	347.0	23494.0	2970.0	8.0
70 и более	19115.0	19107.0	2123.0	2849.0	3820.0	3131.0	2224.0	2136.0	1326.0	1498.0	59233.0	3100.0	8.0
Республика Мордовия													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	406782.0	405579.0	88474.0	106291.0	140454.0	38396.0	13833.0	8761.0	4465.0	4905.0	667598.0	1646.0	1203.0
в том числе в возрасте, лет:													
15 – 17	22802.0	22761.0	22575.0	178.0	8.0	-	-	-	-	-	194.0	9.0	41.0
18 – 19	14597.0	14561.0	13510.0	1010.0	41.0	-	-	-	-	-	1092.0	75.0	36.0
20 – 24	31175.0	31091.0	19408.0	10490.0	1141.0	40.0	4.0	-	4.0	4.0	12960.0	417.0	84.0
25 – 29	29427.0	29300.0	6764.0	16976.0	5064.0	350.0	78.0	16.0	8.0	44.0	28970.0	989.0	127.0
30 – 34	28927.0	28820.0	2942.0	14384.0	10254.0	995.0	180.0	29.0	8.0	28.0	38990.0	1353.0	107.0
35 – 39	32795.0	32702.0	2362.0	11692.0	16128.0	1985.0	353.0	91.0	51.0	40.0	52368.0	1601.0	93.0
40 – 44	40085.0	39952.0	2341.0	10545.0	22484.0	3660.0	641.0	157.0	60.0	64.0	70718.0	1770.0	133.0
45 – 49	36894.0	36794.0	2152.0	8430.0	20787.0	4080.0	783.0	336.0	105.0	121.0	68661.0	1866.0	100.0
50 – 54	32719.0	32619.0	2163.0	7654.0	17513.0	3837.0	746.0	445.0	119.0	142.0	61300.0	1879.0	100.0
55 – 59	16728.0	16668.0	1097.0	3649.0	8405.0	2361.0	543.0	363.0	125.0	125.0	33274.0	1996.0	60.0
60 – 64	30408.0	30302.0	2315.0	5965.0	13013.0	5153.0	1750.0	1282.0	408.0	416.0	66596.0	2198.0	106.0
65 – 69	25704.0	25649.0	2309.0	4274.0	9225.0	5066.0	2247.0	1398.0	602.0	528.0	61657.0	2404.0	55.0
70 и более	64521.0	64360.0	8536.0	11044.0	16391.0	10869.0	6508.0	4644.0	2975.0	3393.0	170818.0	2654.0	161.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	248602.0	247620.0	59948.0	77676.0	88307.0	14837.0	3605.0	1651.0	644.0	952.0	332848.0	1344.0	982.0
в том числе в возрасте, лет:													
15 – 17	15204.0	15171.0	15073.0	98.0	-	-	-	-	-	-	98.0	6.0	33.0
18 – 19	11210.0	11174.0	10497.0	653.0	24.0	-	-	-	-	-	701.0	63.0	36.0
20 – 24	22269.0	22197.0	14551.0	7105.0	525.0	8.0	4.0	-	-	4.0	8223.0	370.0	72.0
25 – 29	20183.0	20093.0	5035.0	12474.0	2425.0	98.0	21.0	-	-	40.0	18046.0	898.0	90.0
30 – 34	18594.0	18487.0	2087.0	10862.0	5158.0	293.0	51.0	12.0	4.0	20.0	22489.0	1216.0	107.0
35 – 39	21106.0	21017.0	1722.0	9163.0	9219.0	744.0	129.0	12.0	12.0	16.0	30593.0	1456.0	89.0
40 – 44	26483.0	26362.0	1712.0	8453.0	14472.0	1443.0	226.0	24.0	8.0	24.0	42974.0	1630.0	121.0
45 – 49	25076.0	24992.0	1591.0	6755.0	14518.0	1795.0	185.0	80.0	20.0	48.0	42812.0	1713.0	84.0
50 – 54	22176.0	22101.0	1481.0	6075.0	12488.0	1703.0	191.0	91.0	24.0	48.0	37895.0	1715.0	75.0
55 – 59	10898.0	10850.0	709.0	2909.0	6005.0	1024.0	123.0	48.0	4.0	28.0	18955.0	1747.0	48.0
60 – 64	16793.0	16699.0	1341.0	4475.0	8569.0	1769.0	318.0	168.0	35.0	24.0	29450.0	1764.0	94.0
65 – 69	12167.0	12127.0	1086.0	2904.0	5784.0	1618.0	463.0	152.0	48.0	72.0	22774.0	1878.0	40.0
70 и более	26443.0	26350.0	3063.0	5750.0	9120.0	4342.0	1894.0	1064.0	489.0	628.0	57838.0	2195.0	93.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	158180.0	157959.0	28526.0	28615.0	52147.0	23559.0	10228.0	7110.0	3821.0	3953.0	334750.0	2119.0	221.0
в том числе в возрасте, лет:													
15 – 17	7598.0	7590.0	7502.0	80.0	8.0	-	-	-	-	-	96.0	13.0	8.0
18 – 19	3387.0	3387.0	3013.0	357.0	17.0	-	-	-	-	-	391.0	115.0	-
20 – 24	8906.0	8894.0	4857.0	3385.0	616.0	32.0	-	-	4.0	-	4737.0	533.0	12.0
25 – 29	9244.0	9207.0	1729.0	4502.0	2639.0	252.0	57.0	16.0	8.0	4.0	10924.0	1186.0	37.0
30 – 34	10333.0	10333.0	855.0	3522.0	5096.0	702.0	129.0	17.0	4.0	8.0	16501.0	1597.0	-
35 – 39	11689.0	11685.0	640.0	2529.0	6909.0	1241.0	224.0	79.0	39.0	24.0	21775.0	1864.0	4.0
40 – 44	13602.0	13590.0	629.0	2092.0	8012.0	2217.0	415.0	133.0	52.0	40.0	27744.0	2042.0	12.0
45 – 49	11818.0	11802.0	561.0	1675.0	6269.0	2285.0	598.0	256.0	85.0	73.0	25849.0	2190.0	16.0
50 – 54	10543.0	10518.0	682.0	1579.0	5025.0	2134.0	555.0	354.0	95.0	94.0	23405.0	2225.0	25.0
55 – 59	5830.0	5818.0	388.0	740.0	2400.0	1337.0	420.0	315.0	121.0	97.0	14319.0	2461.0	12.0
60 – 64	13615.0	13603.0	974.0	1490.0	4444.0	3384.0	1432.0	1114.0	373.0	392.0	37146.0	2731.0	12.0
65 – 69	13537.0	13522.0	1223.0	1370.0	3441.0	3448.0	1784.0	1246.0	554.0	456.0	38883.0	2876.0	15.0
70 и более	38078.0	38010.0	5473.0	5294.0	7271.0	6527.0	4614.0	3580.0	2486.0	2765.0	112980.0	2972.0	68.0
Республика Татарстан													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	1692787.0	1685056.0	404050.0	414470.0	565687.0	177417.0	52117.0	39008.0	15583.0	16724.0	2709916.0	1608.0	7731.0
в том числе в возрасте, лет:													
15 – 17	102955.0	102789.0	101932.0	780.0	77.0	-	-	-	-	-	934.0	9.0	166.0
18 – 19	65732.0	65616.0	61704.0	3725.0	171.0	16.0	-	-	-	-	4115.0	63.0	116.0
20 – 24	142375.0	141832.0	94062.0	41779.0	5479.0	325.0	70.0	-	73.0	44.0	54738.0	386.0	543.0
25 – 29	137235.0	136687.0	38454.0	68126.0	26922.0	2410.0	361.0	81.0	68.0	265.0	133720.0	978.0	548.0
30 – 34	125303.0	124850.0	16379.0	50338.0	49427.0	7074.0	1019.0	263.0	133.0	217.0	178406.0	1429.0	453.0
35 – 39	143586.0	143113.0	11277.0	40670.0	73965.0	14038.0	1973.0	654.0	224.0	312.0	245828.0	1718.0	473.0
40 – 44	173915.0	173393.0	11461.0	39659.0	94602.0	22120.0	3320.0	1269.0	404.0	558.0	321892.0	1856.0	522.0
45 – 49	157721.0	157149.0	11044.0	34749.0	81180.0	23703.0	3756.0	1690.0	460.0	567.0	298911.0	1902.0	572.0
50 – 54	131618.0	131152.0	9638.0	31306.0	63595.0	19373.0	3374.0	2760.0	584.0	522.0	251741.0	1919.0	466.0
55 – 59	67625.0	67254.0	5669.0	16845.0	30110.0	9908.0	2048.0	1848.0	480.0	346.0	129962.0	1932.0	371.0
60 – 64	116895.0	116176.0	9462.0	23886.0	46590.0	20798.0	6736.0	5911.0	1619.0	1174.0	254873.0	2194.0	719.0
65 – 69	98956.0	98346.0	8484.0	19189.0	34807.0	18460.0	7133.0	6547.0	2141.0	1585.0	230640.0	2345.0	610.0
70 и более	228871.0	226699.0	24484.0	43418.0	58762.0	39192.0	22327.0	17985.0	9397.0	11134.0	604156.0	2665.0	2172.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	1272952.0	1267727.0	330579.0	353251.0	444383.0	98677.0	21329.0	10116.0	4250.0	5142.0	1741384.0	1374.0	5225.0
в том числе в возрасте, лет:													
15 – 17	81126.0	81005.0	80346.0	594.0	65.0	-	-	-	-	-	724.0	9.0	121.0
18 – 19	56733.0	56634.0	53640.0	2867.0	115.0	12.0	-	-	-	-	3133.0	55.0	99.0
20 – 24	117647.0	117246.0	81001.0	32709.0	3256.0	146.0	37.0	-	69.0	28.0	40417.0	345.0	401.0
25 – 29	108309.0	107863.0	33406.0	56729.0	16309.0	965.0	153.0	20.0	48.0	233.0	95245.0	883.0	446.0
30 – 34	94623.0	94275.0	14060.0	43653.0	32857.0	2925.0	441.0	81.0	93.0	165.0	122248.0	1297.0	348.0
35 – 39	109333.0	108964.0	9279.0	36180.0	55576.0	6619.0	765.0	257.0	116.0	172.0	173666.0	1594.0	369.0
40 – 44	138062.0	137649.0	9577.0	35629.0	77203.0	12724.0	1532.0	448.0	191.0	345.0	240674.0	1748.0	413.0
45 – 49	127255.0	126826.0	9413.0	31471.0	68622.0	14473.0	1749.0	529.0	239.0	330.0	225878.0	1781.0	429.0
50 – 54	105669.0	105276.0	8205.0	28703.0	54001.0	11665.0	1589.0	691.0	175.0	247.0	184686.0	1754.0	393.0
55 – 59	52367.0	52092.0	4780.0	15427.0	25336.0	5270.0	765.0	302.0	98.0	114.0	87980.0	1689.0	275.0
60 – 64	79133.0	78704.0	6989.0	20866.0	37642.0	9896.0	1967.0	888.0	207.0	249.0	141422.0	1797.0	429.0
65 – 69	64131.0	63786.0	5747.0	16053.0	27939.0	9918.0	2204.0	1204.0	376.0	345.0	121518.0	1905.0	345.0
70 и более	138564.0	137407.0	14136.0	32370.0	45462.0	24064.0	10127.0	5696.0	2638.0	2914.0	303793.0	2211.0	1157.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	419835.0	417329.0	73471.0	61219.0	121304.0	78740.0	30788.0	28892.0	11333.0	11582.0	968532.0	2321.0	2506.0
в том числе в возрасте, лет:													
15 – 17	21829.0	21784.0	21586.0	186.0	12.0	-	-	-	-	-	210.0	10.0	45.0
18 – 19	8999.0	8982.0	8064.0	858.0	56.0	4.0	-	-	-	-	982.0	109.0	17.0
20 – 24	24728.0	24586.0	13061.0	9070.0	2223.0	179.0	33.0	-	4.0	16.0	14321.0	582.0	142.0
25 – 29	28926.0	28824.0	5048.0	11397.0	10613.0	1445.0	208.0	61.0	20.0	32.0	38475.0	1335.0	102.0
30 – 34	30680.0	30575.0	2319.0	6685.0	16570.0	4149.0	578.0	182.0	40.0	52.0	56158.0	1837.0	105.0
35 – 39	34253.0	34149.0	1998.0	4490.0	18389.0	7419.0	1208.0	397.0	108.0	140.0	72162.0	2113.0	104.0
40 – 44	35853.0	35744.0	1884.0	4030.0	17399.0	9396.0	1788.0	821.0	213.0	213.0	81218.0	2272.0	109.0
45 – 49	30466.0	30323.0	1631.0	3278.0	12558.0	9230.0	2007.0	1161.0	221.0	237.0	73033.0	2409.0	143.0
50 – 54	25949.0	25876.0	1433.0	2603.0	9594.0	7708.0	1785.0	2069.0	409.0	275.0	67055.0	2591.0	73.0
55 – 59	15258.0	15162.0	889.0	1418.0	4774.0	4638.0	1283.0	1546.0	382.0	232.0	41982.0	2769.0	96.0
60 – 64	37762.0	37472.0	2473.0	3020.0	8948.0	10902.0	4769.0	5023.0	1412.0	925.0	113451.0	3028.0	290.0
65 – 69	34825.0	34560.0	2737.0	3136.0	6868.0	8542.0	4929.0	5343.0	1765.0	1240.0	109122.0	3157.0	265.0
70 и более	90307.0	89292.0	10348.0	11048.0	13300.0	15128.0	12200.0	12289.0	6759.0	8220.0	300363.0	3364.0	1015.0
Удмуртская Республика													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	701815.0	700314.0	157995.0	182531.0	237773.0	74069.0	20622.0	14217.0	6144.0	6963.0	1126191.0	1608.0	1501.0
в том числе в возрасте, лет:													
15 – 17	43573.0	43450.0	42435.0	870.0	145.0	-	-	-	-	-	1160.0	27.0	123.0
18 – 19	28406.0	28267.0	25857.0	2273.0	133.0	4.0	-	-	-	-	2551.0	90.0	139.0
20 – 24	63053.0	62854.0	38305.0	21657.0	2571.0	189.0	28.0	12.0	76.0	16.0	28106.0	447.0	199.0
25 – 29	58987.0	58860.0	14708.0	30949.0	11734.0	1178.0	131.0	32.0	12.0	116.0	59639.0	1013.0	127.0
30 – 34	51646.0	51554.0	5712.0	22433.0	19348.0	3248.0	578.0	95.0	12.0	128.0	74752.0	1450.0	92.0
35 – 39	57082.0	56999.0	3779.0	17073.0	28018.0	6585.0	1055.0	293.0	81.0	115.0	99928.0	1753.0	83.0
40 – 44	74376.0	74285.0	4230.0	16208.0	39173.0	11569.0	1852.0	726.0	236.0	291.0	144002.0	1939.0	91.0
45 – 49	69353.0	69262.0	3928.0	14762.0	35767.0	11104.0	1979.0	1075.0	304.0	343.0	137457.0	1985.0	91.0
50 – 54	57565.0	57448.0	3394.0	13288.0	28922.0	8135.0	1700.0	1211.0	418.0	380.0	113974.0	1984.0	117.0
55 – 59	28546.0	28479.0	1927.0	7549.0	13484.0	3608.0	888.0	545.0	216.0	262.0	54907.0	1928.0	67.0
60 – 64	43724.0	43617.0	3228.0	10213.0	18901.0	6475.0	1884.0	1702.0	575.0	639.0	92047.0	2110.0	107.0
65 – 69	39932.0	39862.0	3090.0	8084.0	14960.0	6863.0	2474.0	2585.0	975.0	831.0	93758.0	2352.0	70.0
70 и более	85572.0	85377.0	7402.0	17172.0	24617.0	15111.0	8053.0	5941.0	3239.0	3842.0	223910.0	2623.0	195.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	506222.0	504936.0	123999.0	149895.0	176335.0	38065.0	8655.0	4018.0	1663.0	2306.0	699837.0	1386.0	1286.0
в том числе в возрасте, лет:													
15 – 17	32005.0	31918.0	31116.0	681.0	121.0	-	-	-	-	-	923.0	29.0	87.0
18 – 19	22586.0	22455.0	20814.0	1551.0	90.0	-	-	-	-	-	1731.0	77.0	131.0
20 – 24	48145.0	47962.0	30982.0	15602.0	1194.0	76.0	20.0	8.0	68.0	12.0	18830.0	393.0	183.0
25 – 29	44430.0	44315.0	12243.0	25023.0	6441.0	425.0	59.0	20.0	8.0	96.0	40328.0	910.0	115.0
30 – 34	37242.0	37158.0	4802.0	18943.0	11945.0	1160.0	188.0	20.0	-	100.0	47965.0	1291.0	84.0
35 – 39	39427.0	39344.0	3129.0	14593.0	18682.0	2466.0	292.0	87.0	24.0	71.0	61627.0	1566.0	83.0
40 – 44	52580.0	52501.0	3452.0	14075.0	28978.0	5031.0	562.0	162.0	75.0	166.0	91952.0	1751.0	79.0
45 – 49	51321.0	51246.0	3306.0	12888.0	28357.0	5519.0	669.0	273.0	67.0	167.0	91935.0	1794.0	75.0
50 – 54	44072.0	43963.0	2756.0	11875.0	23574.0	4454.0	716.0	296.0	125.0	167.0	78822.0	1793.0	109.0
55 – 59	22337.0	22286.0	1638.0	6750.0	11164.0	2051.0	394.0	168.0	47.0	74.0	38498.0	1727.0	51.0
60 – 64	31191.0	31092.0	2462.0	8765.0	15270.0	3407.0	659.0	309.0	76.0	144.0	55329.0	1780.0	99.0
65 – 69	26270.0	26216.0	2204.0	6619.0	11840.0	3840.0	876.0	548.0	158.0	131.0	50052.0	1909.0	54.0
70 и более	54616.0	54480.0	5095.0	12530.0	18679.0	9636.0	4220.0	2127.0	1015.0	1178.0	121845.0	2237.0	136.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	195593.0	195378.0	33996.0	32636.0	61438.0	36004.0	11967.0	10199.0	4481.0	4657.0	426354.0	2182.0	215.0
в том числе в возрасте, лет:													
15 – 17	11568.0	11532.0	11319.0	189.0	24.0	-	-	-	-	-	237.0	21.0	36.0
18 – 19	5820.0	5812.0	5043.0	722.0	43.0	4.0	-	-	-	-	820.0	141.0	8.0
20 – 24	14908.0	14892.0	7323.0	6055.0	1377.0	113.0	8.0	4.0	8.0	4.0	9276.0	623.0	16.0
25 – 29	14557.0	14545.0	2465.0	5926.0	5293.0	753.0	72.0	12.0	4.0	20.0	19311.0	1328.0	12.0
30 – 34	14404.0	14396.0	910.0	3490.0	7403.0	2088.0	390.0	75.0	12.0	28.0	26787.0	1861.0	8.0
35 – 39	17655.0	17655.0	650.0	2480.0	9336.0	4119.0	763.0	206.0	57.0	44.0	38301.0	2169.0	-
40 – 44	21796.0	21784.0	778.0	2133.0	10195.0	6538.0	1290.0	564.0	161.0	125.0	52050.0	2389.0	12.0
45 – 49	18032.0	18016.0	622.0	1874.0	7410.0	5585.0	1310.0	802.0	237.0	176.0	45522.0	2527.0	16.0
50 – 54	13493.0	13485.0	638.0	1413.0	5348.0	3681.0	984.0	915.0	293.0	213.0	35152.0	2607.0	8.0
55 – 59	6209.0	6193.0	289.0	799.0	2320.0	1557.0	494.0	377.0	169.0	188.0	16409.0	2650.0	16.0
60 – 64	12533.0	12525.0	766.0	1448.0	3631.0	3068.0	1225.0	1393.0	499.0	495.0	36718.0	2932.0	8.0
65 – 69	13662.0	13646.0	886.0	1465.0	3120.0	3023.0	1598.0	2037.0	817.0	700.0	43706.0	3203.0	16.0
70 и более	30956.0	30897.0	2307.0	4642.0	5938.0	5475.0	3833.0	3814.0	2224.0	2664.0	102065.0	3303.0	59.0
Чувашская Республика													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	583853.0	582905.0	148697.0	133844.0	180993.0	62712.0	20979.0	18861.0	8186.0	8633.0	980590.0	1682.0	948.0
в том числе в возрасте, лет:													
15 – 17	37164.0	37115.0	36791.0	312.0	12.0	-	-	-	-	-	336.0	9.0	49.0
18 – 19	23350.0	23318.0	22106.0	1168.0	44.0	-	-	-	-	-	1256.0	54.0	32.0
20 – 24	49178.0	49102.0	33180.0	13757.0	1999.0	106.0	16.0	4.0	28.0	12.0	18409.0	375.0	76.0
25 – 29	47596.0	47516.0	13776.0	23008.0	9309.0	1137.0	173.0	45.0	16.0	52.0	46462.0	978.0	80.0
30 – 34	45729.0	45666.0	6014.0	18123.0	17916.0	2840.0	494.0	142.0	53.0	84.0	66111.0	1448.0	63.0
35 – 39	50146.0	50047.0	3911.0	14455.0	24594.0	5602.0	909.0	360.0	94.0	122.0	87412.0	1747.0	99.0
40 – 44	57159.0	57072.0	4114.0	12143.0	28931.0	8957.0	1658.0	831.0	221.0	217.0	110667.0	1939.0	87.0
45 – 49	51066.0	50987.0	3393.0	9919.0	25327.0	8430.0	1903.0	1302.0	348.0	365.0	105041.0	2060.0	79.0
50 – 54	43862.0	43815.0	3056.0	9107.0	20536.0	6974.0	1603.0	1641.0	532.0	366.0	91938.0	2098.0	47.0
55 – 59	22763.0	22720.0	2041.0	4679.0	9906.0	3297.0	1007.0	1179.0	357.0	254.0	48485.0	2134.0	43.0
60 – 64	39425.0	39346.0	3913.0	7156.0	14656.0	6539.0	2644.0	2827.0	958.0	653.0	91745.0	2332.0	79.0
65 – 69	37454.0	37392.0	4457.0	6062.0	11087.0	6474.0	3160.0	3486.0	1483.0	1183.0	95813.0	2562.0	62.0
70 и более	78961.0	78809.0	11945.0	13955.0	16676.0	12356.0	7412.0	7044.0	4096.0	5325.0	216915.0	2752.0	152.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	363307.0	362415.0	103877.0	100875.0	122295.0	25300.0	5174.0	2573.0	982.0	1339.0	471559.0	1301.0	892.0
в том числе в возрасте, лет:													
15 – 17	25164.0	25115.0	24895.0	212.0	8.0	-	-	-	-	-	228.0	9.0	49.0
18 – 19	18289.0	18257.0	17499.0	750.0	8.0	-	-	-	-	-	766.0	42.0	32.0
20 – 24	35447.0	35375.0	25435.0	8994.0	854.0	44.0	12.0	-	24.0	12.0	11110.0	314.0	72.0
25 – 29	32127.0	32063.0	10734.0	17045.0	3952.0	240.0	52.0	4.0	8.0	28.0	26157.0	816.0	64.0
30 – 34	30002.0	29947.0	4756.0	14786.0	9454.0	749.0	134.0	8.0	16.0	44.0	36949.0	1234.0	55.0
35 – 39	33408.0	33309.0	3061.0	12303.0	15722.0	1864.0	207.0	60.0	28.0	64.0	51167.0	1536.0	99.0
40 – 44	39033.0	38954.0	3111.0	10433.0	21040.0	3590.0	467.0	194.0	40.0	79.0	66966.0	1719.0	79.0
45 – 49	35425.0	35350.0	2572.0	8479.0	19695.0	3619.0	575.0	217.0	63.0	130.0	63537.0	1797.0	75.0
50 – 54	29903.0	29856.0	2255.0	7699.0	15950.0	3145.0	405.0	220.0	75.0	107.0	53113.0	1779.0	47.0
55 – 59	14832.0	14789.0	1412.0	3894.0	7711.0	1365.0	190.0	159.0	19.0	39.0	25405.0	1718.0	43.0
60 – 64	21255.0	21180.0	2132.0	5327.0	10454.0	2494.0	464.0	196.0	60.0	53.0	37339.0	1763.0	75.0
65 – 69	16338.0	16280.0	1925.0	3762.0	7275.0	2378.0	549.0	249.0	61.0	81.0	29863.0	1834.0	58.0
70 и более	32084.0	31940.0	4090.0	7191.0	10172.0	5812.0	2119.0	1266.0	588.0	702.0	68959.0	2159.0	144.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	220546.0	220490.0	44820.0	32969.0	58698.0	37412.0	15805.0	16288.0	7204.0	7294.0	509031.0	2309.0	56.0
в том числе в возрасте, лет:													
15 – 17	12000.0	12000.0	11896.0	100.0	4.0	-	-	-	-	-	108.0	9.0	-
18 – 19	5061.0	5061.0	4607.0	418.0	36.0	-	-	-	-	-	490.0	97.0	-
20 – 24	13731.0	13727.0	7745.0	4763.0	1145.0	62.0	4.0	4.0	4.0	-	7299.0	532.0	4.0
25 – 29	15469.0	15453.0	3042.0	5963.0	5357.0	897.0	121.0	41.0	8.0	24.0	20305.0	1314.0	16.0
30 – 34	15727.0	15719.0	1258.0	3337.0	8462.0	2091.0	360.0	134.0	37.0	40.0	29162.0	1855.0	8.0
35 – 39	16738.0	16738.0	850.0	2152.0	8872.0	3738.0	702.0	300.0	66.0	58.0	36245.0	2165.0	-
40 – 44	18126.0	18118.0	1003.0	1710.0	7891.0	5367.0	1191.0	637.0	181.0	138.0	43701.0	2412.0	8.0
45 – 49	15641.0	15637.0	821.0	1440.0	5632.0	4811.0	1328.0	1085.0	285.0	235.0	41504.0	2654.0	4.0
50 – 54	13959.0	13959.0	801.0	1408.0	4586.0	3829.0	1198.0	1421.0	457.0	259.0	38825.0	2781.0	-
55 – 59	7931.0	7931.0	629.0	785.0	2195.0	1932.0	817.0	1020.0	338.0	215.0	23080.0	2910.0	-
60 – 64	18170.0	18166.0	1781.0	1829.0	4202.0	4045.0	2180.0	2631.0	898.0	600.0	54406.0	2995.0	4.0
65 – 69	21116.0	21112.0	2532.0	2300.0	3812.0	4096.0	2611.0	3237.0	1422.0	1102.0	65950.0	3124.0	4.0
70 и более	46877.0	46869.0	7855.0	6764.0	6504.0	6544.0	5293.0	5778.0	3508.0	4623.0	147956.0	3157.0	8.0
Кировская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	690505.0	688605.0	150493.0	189924.0	241900.0	67142.0	18249.0	11142.0	4562.0	5193.0	1072861.0	1558.0	1900.0
в том числе в возрасте, лет:													
15 – 17	38964.0	38870.0	38117.0	656.0	97.0	-	-	-	-	-	850.0	22.0	94.0
