13. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ																			
ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ																			
																			
	Численность населения соответст-вующей националь-ности	Всего указали источников средств к существова-нию	в том числе												Не указавшие источник средств к существова-нию	Из общей численности населения данной национальности указали			
Татары	86371.0	107036.0	40697.0	8564.0	1963.0	23628.0	3235.0	4828.0	441.0	2052.0	212.0	52.0	19937.0	1427.0	97.0	66756.0	18311.0	1172.0	35.0
Коми-пермяки	35511.0	50563.0	18170.0	7909.0	1798.0	7423.0	1460.0	2834.0	179.0	1208.0	78.0	40.0	8743.0	721.0	9.0	21723.0	12561.0	1156.0	62.0
Башкиры	18277.0	22475.0	9101.0	1604.0	597.0	3205.0	614.0	1065.0	110.0	493.0	39.0	21.0	5307.0	319.0	12.0	14307.0	3717.0	231.0	10.0
Удмурты	14781.0	18645.0	8231.0	1947.0	486.0	4218.0	481.0	441.0	78.0	269.0	32.0	12.0	2260.0	190.0	2.0	11161.0	3375.0	238.0	5.0
Украинцы	21174.0	26257.0	11187.0	2233.0	179.0	7959.0	846.0	468.0	97.0	479.0	57.0	21.0	2435.0	296.0	11.0	16420.0	4401.0	333.0	9.0
Белорусы	8626.0	10811.0	4178.0	1000.0	58.0	3871.0	310.0	172.0	34.0	184.0	28.0	11.0	858.0	107.0	4.0	6600.0	1860.0	157.0	5.0
Немцы	8450.0	10421.0	4246.0	912.0	161.0	2551.0	284.0	344.0	38.0	145.0	30.0	11.0	1575.0	124.0	6.0	6609.0	1697.0	134.0	4.0
Чуваши	4024.0	5085.0	2226.0	547.0	42.0	1406.0	165.0	87.0	20.0	152.0	11.0	6.0	357.0	66.0	-	3034.0	921.0	67.0	2.0
Марийцы	2868.0	3659.0	1630.0	366.0	69.0	662.0	107.0	136.0	14.0	148.0	5.0	3.0	482.0	37.0	-	2121.0	705.0	40.0	2.0
Сельское население	697774.0	1138061.0	259777.0	283607.0	11063.0	154520.0	28094.0	132091.0	4533.0	17819.0	1144.0	269.0	228850.0	16294.0	353.0	287380.0	380701.0	28143.0	1197.0
Русские	523931.0	849624.0	197984.0	200279.0	8913.0	110394.0	21152.0	101866.0	3285.0	14862.0	788.0	224.0	178211.0	11666.0	106.0	221487.0	279918.0	21432.0	988.0
Татары	50226.0	81180.0	15498.0	22392.0	611.0	13171.0	2159.0	9489.0	293.0	880.0	65.0	14.0	15416.0	1192.0	12.0	20844.0	27819.0	1508.0	43.0
Коми-пермяки	67994.0	122075.0	24347.0	39777.0	830.0	17561.0	2787.0	13160.0	579.0	527.0	201.0	21.0	20672.0	1613.0	3.0	17756.0	46492.0	3642.0	101.0
Башкиры	22463.0	33107.0	7509.0	7001.0	343.0	4792.0	826.0	3951.0	127.0	330.0	14.0	4.0	7151.0	1059.0	4.0	12316.0	9655.0	472.0	16.0
Удмурты	11491.0	19574.0	5393.0	6044.0	198.0	2822.0	393.0	1606.0	66.0	140.0	16.0	2.0	2744.0	150.0	1.0	4045.0	6842.0	568.0	35.0
Украинцы	4774.0	7230.0	2228.0	1919.0	32.0	1426.0	172.0	306.0	41.0	138.0	9.0	1.0	816.0	142.0	5.0	2446.0	2186.0	136.0	1.0
Белорусы	2363.0	3549.0	823.0	975.0	10.0	1106.0	99.0	111.0	27.0	47.0	13.0	1.0	279.0	58.0	-	1238.0	1066.0	57.0	2.0
Немцы	1702.0	2651.0	740.0	676.0	19.0	553.0	56.0	146.0	19.0	50.0	5.0	1.0	340.0	46.0	-	821.0	815.0	64.0	2.0
Чуваши	3009.0	5064.0	1369.0	1778.0	12.0	1110.0	114.0	126.0	20.0	205.0	6.0	-	289.0	35.0	-	1036.0	1894.0	76.0	3.0
Марийцы	2527.0	3947.0	916.0	1017.0	52.0	590.0	115.0	404.0	19.0	111.0	2.0	-	652.0	69.0	1.0	1161.0	1309.0	56.0	-
Коми–Пермяцкий автономный округ																			
Все население	136076.0	232085.0	45616.0	60927.0	3664.0	31570.0	5346.0	29163.0	1366.0	1395.0	324.0	83.0	49017.0	3614.0	11.0	47329.0	81704.0	6787.0	245.0
Коми-пермяки	80327.0	141673.0	28500.0	43010.0	2126.0	20266.0	3390.0	14985.0	659.0	745.0	222.0	49.0	25821.0	1900.0	2.0	23588.0	52281.0	4308.0	148.0
Русские	51946.0	84706.0	15727.0	16558.0	1477.0	10019.0	1837.0	13807.0	613.0	605.0	90.0	33.0	22378.0	1562.0	-	21731.0	27766.0	2353.0	96.0
Городское население	35740.0	56163.0	13920.0	10359.0	2575.0	7097.0	1404.0	5390.0	287.0	741.0	84.0	51.0	13376.0	879.0	4.0	17233.0	16686.0	1712.0	105.0
Коми-пермяки	19841.0	31049.0	8388.0	6297.0	1377.0	4216.0	902.0	2329.0	130.0	466.0	45.0	31.0	6395.0	473.0	-	9657.0	9218.0	910.0	56.0
Русские	15042.0	23886.0	5155.0	3834.0	1163.0	2686.0	476.0	2991.0	152.0	260.0	36.0	20.0	6735.0	378.0	-	7066.0	7157.0	770.0	49.0
Сельское население	100336.0	175922.0	31696.0	50568.0	1089.0	24473.0	3942.0	23773.0	1079.0	654.0	240.0	32.0	35641.0	2735.0	7.0	30096.0	65018.0	5075.0	140.0
Коми-пермяки	60486.0	110624.0	20112.0	36713.0	749.0	16050.0	2488.0	12656.0	529.0	279.0	177.0	18.0	19426.0	1427.0	2.0	13931.0	43063.0	3398.0	92.0
Русские	36904.0	60820.0	10572.0	12724.0	314.0	7333.0	1361.0	10816.0	461.0	345.0	54.0	13.0	15643.0	1184.0	-	14665.0	20609.0	1583.0	47.0
Самарская область																			
Все население	3239737.0	4036090.0	1510660.0	237551.0	63657.0	723848.0	102118.0	390487.0	19908.0	45157.0	7574.0	3082.0	888019.0	44029.0	20860.0	2436857.0	747559.0	33749.0	712.0
Русские	2708549.0	3377086.0	1266329.0	165324.0	56774.0	604458.0	84556.0	337426.0	15865.0	37993.0	6143.0	2469.0	765603.0	34146.0	2319.0	2063446.0	615293.0	26924.0	567.0
Татары	127931.0	165893.0	59919.0	16730.0	2615.0	24738.0	4524.0	16530.0	1084.0	1678.0	289.0	114.0	35827.0	1845.0	122.0	91826.0	33931.0	2005.0	47.0
Чуваши	101358.0	140538.0	49123.0	23740.0	1424.0	24948.0	3799.0	12698.0	963.0	1129.0	234.0	104.0	21055.0	1321.0	33.0	64181.0	35114.0	1992.0	38.0
Мордва	86000.0	111280.0	42419.0	15475.0	888.0	27086.0	3793.0	6181.0	725.0	925.0	173.0	116.0	12479.0	1020.0	40.0	61759.0	23098.0	1088.0	15.0
Украинцы	60727.0	73176.0	31609.0	4788.0	450.0	21724.0	2315.0	2565.0	334.0	683.0	198.0	91.0	7628.0	791.0	97.0	48786.0	11154.0	678.0	12.0
Азербайджанцы	15046.0	17665.0	5978.0	654.0	85.0	297.0	144.0	1971.0	36.0	202.0	74.0	23.0	7574.0	627.0	102.0	12286.0	2599.0	55.0	4.0
Казахи	14918.0	21636.0	5889.0	3730.0	312.0	1556.0	458.0	3315.0	342.0	205.0	30.0	69.0	5491.0	239.0	7.0	8449.0	6206.0	250.0	6.0
Белорусы	14082.0	17019.0	7099.0	1072.0	90.0	5703.0	559.0	541.0	73.0	167.0	56.0	14.0	1479.0	166.0	12.0	11303.0	2593.0	166.0	8.0
Немцы	9569.0	11667.0	4779.0	773.0	142.0	2267.0	275.0	873.0	74.0	117.0	20.0	9.0	2200.0	138.0	23.0	7524.0	1927.0	91.0	4.0
Башкиры	7885.0	10715.0	3994.0	1525.0	176.0	1156.0	233.0	1121.0	50.0	132.0	13.0	6.0	2168.0	141.0	6.0	5147.0	2629.0	102.0	1.0
Городское население	2611680.0	3127685.0	1274642.0	85170.0	54983.0	567041.0	78371.0	268535.0	11259.0	36102.0	6459.0	1971.0	709483.0	33669.0	20780.0	2075897.0	493692.0	20856.0	455.0
Русские	2259591.0	2736325.0	1099453.0	73264.0	49928.0	494804.0	68398.0	245029.0	9783.0	30841.0	5372.0	1711.0	630869.0	26873.0	2292.0	1797526.0	440928.0	18449.0	396.0
Татары	89621.0	106684.0	46633.0	2661.0	2107.0	14862.0	2676.0	8937.0	396.0	1339.0	253.0	70.0	25426.0	1324.0	120.0	73033.0	15769.0	685.0	14.0
Чуваши	41315.0	48441.0	24515.0	1780.0	760.0	8560.0	1299.0	2545.0	291.0	631.0	88.0	22.0	7363.0	587.0	29.0	34483.0	6454.0	346.0	3.0
Мордва	48731.0	56627.0	27352.0	2485.0	615.0	14359.0	1994.0	2016.0	263.0	561.0	108.0	39.0	6300.0	535.0	38.0	41149.0	7164.0	371.0	9.0
Украинцы	51342.0	60387.0	27774.0	2346.0	409.0	18237.0	1938.0	1804.0	229.0	563.0	167.0	36.0	6251.0	633.0	96.0	42593.0	8175.0	468.0	10.0
Азербайджанцы	13016.0	14860.0	5373.0	242.0	69.0	242.0	106.0	1487.0	24.0	162.0	68.0	19.0	6559.0	509.0	102.0	11006.0	1874.0	30.0	4.0
Казахи	3273.0	3913.0	1804.0	85.0	164.0	176.0	51.0	343.0	21.0	120.0	12.0	3.0	1076.0	58.0	6.0	2646.0	596.0	25.0	-
Белорусы	12296.0	14593.0	6400.0	584.0	82.0	4998.0	477.0	414.0	47.0	129.0	50.0	11.0	1262.0	139.0	12.0	10117.0	2032.0	128.0	7.0
Немцы	7677.0	9030.0	3944.0	314.0	120.0	1878.0	220.0	581.0	48.0	99.0	16.0	7.0	1690.0	113.0	23.0	6352.0	1232.0	66.0	4.0
Башкиры	4092.0	4764.0	2535.0	95.0	123.0	463.0	82.0	298.0	15.0	71.0	13.0	1.0	1003.0	65.0	6.0	3445.0	604.0	37.0	-
Сельское население	628057.0	908405.0	236018.0	152381.0	8674.0	156807.0	23747.0	121952.0	8649.0	9055.0	1115.0	1111.0	178536.0	10360.0	80.0	360960.0	253867.0	12893.0	257.0
Русские	448958.0	640761.0	166876.0	92060.0	6846.0	109654.0	16158.0	92397.0	6082.0	7152.0	771.0	758.0	134734.0	7273.0	27.0	265920.0	174365.0	8475.0	171.0
Татары	38310.0	59209.0	13286.0	14069.0	508.0	9876.0	1848.0	7593.0	688.0	339.0	36.0	44.0	10401.0	521.0	2.0	18793.0	18162.0	1320.0	33.0
Чуваши	60043.0	92097.0	24608.0	21960.0	664.0	16388.0	2500.0	10153.0	672.0	498.0	146.0	82.0	13692.0	734.0	4.0	29698.0	28660.0	1646.0	35.0
Мордва	37269.0	54653.0	15067.0	12990.0	273.0	12727.0	1799.0	4165.0	462.0	364.0	65.0	77.0	6179.0	485.0	2.0	20610.0	15934.0	717.0	6.0
Украинцы	9385.0	12789.0	3835.0	2442.0	41.0	3487.0	377.0	761.0	105.0	120.0	31.0	55.0	1377.0	158.0	1.0	6193.0	2979.0	210.0	2.0
Азербайджанцы	2030.0	2805.0	605.0	412.0	16.0	55.0	38.0	484.0	12.0	40.0	6.0	4.0	1015.0	118.0	-	1280.0	725.0	25.0	-
Казахи	11645.0	17723.0	4085.0	3645.0	148.0	1380.0	407.0	2972.0	321.0	85.0	18.0	66.0	4415.0	181.0	1.0	5803.0	5610.0	225.0	6.0
Белорусы	1786.0	2426.0	699.0	488.0	8.0	705.0	82.0	127.0	26.0	38.0	6.0	3.0	217.0	27.0	-	1186.0	561.0	38.0	1.0
Немцы	1892.0	2637.0	835.0	459.0	22.0	389.0	55.0	292.0	26.0	18.0	4.0	2.0	510.0	25.0	-	1172.0	695.0	25.0	-
Башкиры	3793.0	5951.0	1459.0	1430.0	53.0	693.0	151.0	823.0	35.0	61.0	-	5.0	1165.0	76.0	-	1702.0	2025.0	65.0	1.0
Саратовская область																			
Все население	2668310.0	3335980.0	1078889.0	285060.0	63366.0	627590.0	65512.0	318866.0	19370.0	39037.0	5711.0	3653.0	792351.0	36575.0	15457.0	1992428.0	638072.0	22010.0	343.0
Русские	2293129.0	2861183.0	942170.0	219521.0	57235.0	550847.0	56621.0	268405.0	17008.0	33897.0	4750.0	2932.0	678253.0	29544.0	2286.0	1739080.0	533457.0	18040.0	266.0
Казахи	78320.0	115852.0	26736.0	21490.0	2018.0	9650.0	2062.0	18868.0	478.0	1103.0	66.0	345.0	31912.0	1124.0	28.0	42356.0	34353.0	1542.0	41.0
Украинцы	67257.0	83071.0	28027.0	10712.0	544.0	27606.0	1931.0	3111.0	458.0	682.0	178.0	80.0	8912.0	830.0	27.0	51910.0	14806.0	508.0	6.0
Татары	57577.0	71320.0	23133.0	6754.0	1301.0	11462.0	1570.0	7074.0	445.0	805.0	147.0	56.0	17656.0	917.0	34.0	44167.0	12981.0	389.0	6.0
Армяне	24976.0	30768.0	8009.0	2314.0	324.0	2253.0	374.0	3829.0	155.0	240.0	116.0	23.0	12399.0	732.0	18.0	19277.0	5554.0	125.0	2.0
Мордва	16523.0	20472.0	7127.0	3107.0	186.0	6007.0	560.0	726.0	117.0	163.0	28.0	18.0	2266.0	167.0	6.0	12691.0	3701.0	121.0	4.0
Азербайджанцы	16417.0	20544.0	5096.0	2044.0	163.0	463.0	171.0	2763.0	76.0	230.0	75.0	20.0	8890.0	553.0	16.0	12378.0	3904.0	118.0	1.0
Чуваши	15956.0	21297.0	7292.0	4079.0	212.0	4119.0	438.0	1461.0	103.0	204.0	35.0	15.0	3075.0	264.0	6.0	10803.0	4950.0	194.0	3.0
Белорусы	12675.0	15802.0	5316.0	2259.0	75.0	5350.0	361.0	509.0	81.0	129.0	31.0	25.0	1528.0	138.0	2.0	9650.0	2917.0	106.0	-
Немцы	12093.0	15959.0	4892.0	1853.0	337.0	2020.0	239.0	1978.0	97.0	120.0	32.0	32.0	4122.0	237.0	5.0	8354.0	3599.0	133.0	2.0
Чеченцы	8515.0	11877.0	1622.0	1817.0	134.0	343.0	110.0	2393.0	52.0	181.0	68.0	21.0	4820.0	316.0	11.0	5252.0	3132.0	119.0	1.0
Городское население	1963858.0	2306808.0	849918.0	70430.0	55004.0	454970.0	46605.0	178364.0	15605.0	33987.0	4438.0	1924.0	570080.0	25483.0	15161.0	1601985.0	335501.0	11027.0	184.0
Русские	1761898.0	2084648.0	768762.0	61458.0	50738.0	412129.0	42206.0	163672.0	14191.0	29858.0	3775.0	1723.0	514604.0	21532.0	2156.0	1445121.0	304507.0	9946.0	168.0
Казахи	16716.0	21196.0	6797.0	853.0	1074.0	1327.0	370.0	2600.0	152.0	686.0	31.0	10.0	7001.0	295.0	15.0	12428.0	4053.0	218.0	2.0
Украинцы	45231.0	53103.0	20661.0	3456.0	446.0	18505.0	1315.0	1413.0	347.0	604.0	133.0	44.0	5644.0	535.0	20.0	37579.0	7377.0	251.0	4.0
Татары	37815.0	43953.0	16722.0	1318.0	1064.0	7149.0	988.0	3169.0	343.0	719.0	119.0	33.0	11643.0	686.0	29.0	31808.0	5792.0	183.0	3.0
Армяне	18130.0	21084.0	6214.0	543.0	273.0	1567.0	256.0	2105.0	115.0	219.0	92.0	18.0	9164.0	518.0	14.0	15206.0	2854.0	54.0	2.0
Мордва	8745.0	9863.0	4232.0	433.0	118.0	3170.0	297.0	224.0	80.0	138.0	18.0	10.0	1057.0	86.0	3.0	7669.0	1027.0	44.0	2.0
Азербайджанцы	11095.0	12866.0	3939.0	351.0	115.0	283.0	99.0	1288.0	54.0	200.0	50.0	12.0	6122.0	353.0	13.0	9340.0	1700.0	42.0	-
Чуваши	6696.0	7850.0	3617.0	431.0	137.0	1568.0	171.0	371.0	57.0	140.0	21.0	4.0	1238.0	95.0	4.0	5575.0	1077.0	39.0	1.0
Белорусы	8228.0	9448.0	3870.0	420.0	60.0	3355.0	216.0	246.0	59.0	115.0	26.0	9.0	987.0	85.0	2.0	7060.0	1110.0	56.0	-
Немцы	5039.0	6003.0	2306.0	189.0	235.0	936.0	83.0	454.0	41.0	97.0	22.0	7.0	1555.0	78.0	3.0	4101.0	903.0	32.0	-
Чеченцы	2593.0	3198.0	623.0	62.0	90.0	112.0	29.0	465.0	15.0	117.0	17.0	5.0	1545.0	118.0	7.0	1996.0	568.0	22.0	-
Сельское население	704452.0	1029172.0	228971.0	214630.0	8362.0	172620.0	18907.0	140502.0	3765.0	5050.0	1273.0	1729.0	222271.0	11092.0	296.0	390443.0	302571.0	10983.0	159.0
Русские	531231.0	776535.0	173408.0	158063.0	6497.0	138718.0	14415.0	104733.0	2817.0	4039.0	975.0	1209.0	163649.0	8012.0	130.0	293959.0	228950.0	8094.0	98.0
Казахи	61604.0	94656.0	19939.0	20637.0	944.0	8323.0	1692.0	16268.0	326.0	417.0	35.0	335.0	24911.0	829.0	13.0	29928.0	30300.0	1324.0	39.0
Украинцы	22026.0	29968.0	7366.0	7256.0	98.0	9101.0	616.0	1698.0	111.0	78.0	45.0	36.0	3268.0	295.0	7.0	14331.0	7429.0	257.0	2.0
Татары	19762.0	27367.0	6411.0	5436.0	237.0	4313.0	582.0	3905.0	102.0	86.0	28.0	23.0	6013.0	231.0	5.0	12359.0	7189.0	206.0	3.0
Армяне	6846.0	9684.0	1795.0	1771.0	51.0	686.0	118.0	1724.0	40.0	21.0	24.0	5.0	3235.0	214.0	4.0	4071.0	2700.0	71.0	-
Мордва	7778.0	10609.0	2895.0	2674.0	68.0	2837.0	263.0	502.0	37.0	25.0	10.0	8.0	1209.0	81.0	3.0	5022.0	2674.0	77.0	2.0
Азербайджанцы	5322.0	7678.0	1157.0	1693.0	48.0	180.0	72.0	1475.0	22.0	30.0	25.0	8.0	2768.0	200.0	3.0	3038.0	2204.0	76.0	1.0
Чуваши	9260.0	13447.0	3675.0	3648.0	75.0	2551.0	267.0	1090.0	46.0	64.0	14.0	11.0	1837.0	169.0	2.0	5228.0	3873.0	155.0	2.0
Белорусы	4447.0	6354.0	1446.0	1839.0	15.0	1995.0	145.0	263.0	22.0	14.0	5.0	16.0	541.0	53.0	-	2590.0	1807.0	50.0	-
Немцы	7054.0	9956.0	2586.0	1664.0	102.0	1084.0	156.0	1524.0	56.0	23.0	10.0	25.0	2567.0	159.0	2.0	4253.0	2696.0	101.0	2.0
Чеченцы	5922.0	8679.0	999.0	1755.0	44.0	231.0	81.0	1928.0	37.0	64.0	51.0	16.0	3275.0	198.0	4.0	3256.0	2564.0	97.0	1.0
Ульяновская область																			
Все население	1382811.0	1805552.0	590887.0	209018.0	26371.0	315254.0	51747.0	155625.0	11547.0	19097.0	3255.0	1232.0	411756.0	9763.0	291.0	976345.0	389586.0	16326.0	263.0
Русские	1004588.0	1291212.0	426630.0	124692.0	20205.0	238108.0	37256.0	110759.0	8138.0	14832.0	2455.0	769.0	301019.0	6349.0	188.0	728663.0	264826.0	10750.0	161.0
Татары	168766.0	229325.0	69602.0	35508.0	3312.0	33114.0	6569.0	21750.0	1599.0	1585.0	295.0	195.0	54627.0	1169.0	39.0	110435.0	56019.0	2241.0	32.0
Чуваши	111316.0	155532.0	52798.0	29278.0	1830.0	19355.0	4033.0	13926.0	844.0	983.0	194.0	212.0	31236.0	843.0	19.0	69486.0	39440.0	2319.0	52.0
Мордва	50229.0	69876.0	21270.0	13684.0	507.0	15011.0	2335.0	5314.0	659.0	382.0	128.0	20.0	10191.0	375.0	6.0	31195.0	18409.0	613.0	6.0
Украинцы	15588.0	19410.0	7627.0	2086.0	177.0	5131.0	610.0	697.0	104.0	229.0	47.0	10.0	2583.0	109.0	2.0	11926.0	3500.0	156.0	4.0
Городское население	1011585.0	1236549.0	468413.0	71753.0	23323.0	209023.0	35131.0	89533.0	7974.0	16053.0	2202.0	713.0	305924.0	6507.0	233.0	794770.0	208104.0	8346.0	132.0
Русские	777613.0	949410.0	354429.0	51590.0	18225.0	169504.0	26950.0	69164.0	6120.0	12459.0	1673.0	564.0	234307.0	4425.0	156.0	612031.0	159004.0	6320.0	102.0
Татары	113106.0	141109.0	52130.0	10608.0	2882.0	17975.0	4026.0	11636.0	918.0	1239.0	230.0	81.0	38620.0	764.0	26.0	86172.0	25802.0	1092.0	14.0
Чуваши	62337.0	75862.0	33595.0	5270.0	1372.0	8950.0	2023.0	5051.0	488.0	827.0	108.0	29.0	17697.0	452.0	16.0	49327.0	12454.0	534.0	6.0
Мордва	21575.0	26367.0	11394.0	2113.0	373.0	5062.0	964.0	1438.0	250.0	293.0	51.0	12.0	4284.0	133.0	2.0	16944.0	4468.0	157.0	4.0
Украинцы	12516.0	14948.0	6460.0	922.0	157.0	4067.0	485.0	435.0	82.0	200.0	39.0	5.0	2013.0	83.0	2.0	10177.0	2241.0	95.0	1.0
Сельское население	371226.0	569003.0	122474.0	137265.0	3048.0	106231.0	16616.0	66092.0	3573.0	3044.0	1053.0	519.0	105832.0	3256.0	58.0	181575.0	181482.0	7980.0	131.0
Русские	226975.0	341802.0	72201.0	73102.0	1980.0	68604.0	10306.0	41595.0	2018.0	2373.0	782.0	205.0	66712.0	1924.0	32.0	116632.0	105822.0	4430.0	59.0
Татары	55660.0	88216.0	17472.0	24900.0	430.0	15139.0	2543.0	10114.0	681.0	346.0	65.0	114.0	16007.0	405.0	13.0	24263.0	30217.0	1149.0	18.0
Чуваши	48979.0	79670.0	19203.0	24008.0	458.0	10405.0	2010.0	8875.0	356.0	156.0	86.0	183.0	13539.0	391.0	3.0	20159.0	26986.0	1785.0	46.0
Мордва	28654.0	43509.0	9876.0	11571.0	134.0	9949.0	1371.0	3876.0	409.0	89.0	77.0	8.0	5907.0	242.0	4.0	14251.0	13941.0	456.0	2.0
Украинцы	3072.0	4462.0	1167.0	1164.0	20.0	1064.0	125.0	262.0	22.0	29.0	8.0	5.0	570.0	26.0	-	1749.0	1259.0	61.0	3.0
Уральский федеральный округ																			
Курганская область																			
Все население	1019532.0	1417171.0	391006.0	205889.0	23718.0	242720.0	30248.0	159122.0	8460.0	15023.0	1341.0	1074.0	323455.0	15115.0	345.0	639149.0	362434.0	17284.0	320.0
Русские	932613.0	1291203.0	360021.0	180973.0	22519.0	222384.0	27707.0	144667.0	7652.0	13737.0	1202.0	982.0	296035.0	13324.0	206.0	589622.0	327066.0	15445.0	274.0
Татары	20899.0	31738.0	7573.0	6930.0	335.0	5084.0	654.0	3681.0	244.0	303.0	27.0	15.0	6560.0	332.0	10.0	10720.0	9508.0	643.0	18.0
Башкиры	15343.0	23894.0	4596.0	5413.0	176.0	2985.0	432.0	3756.0	98.0	168.0	5.0	8.0	5903.0	354.0	5.0	7172.0	7784.0	377.0	5.0
Казахи	14804.0	22710.0	4584.0	4606.0	327.0	1762.0	430.0	3855.0	178.0	160.0	13.0	20.0	6493.0	282.0	4.0	7211.0	7276.0	305.0	8.0
Украинцы	11243.0	14927.0	4868.0	2633.0	87.0	4320.0	374.0	623.0	93.0	121.0	25.0	18.0	1622.0	143.0	1.0	7722.0	3357.0	161.0	2.0
Городское население	574381.0	725853.0	251369.0	44715.0	16945.0	128498.0	16771.0	70197.0	4627.0	7364.0	904.0	553.0	177073.0	6837.0	172.0	428852.0	139175.0	6080.0	102.0
Русские	545325.0	690199.0	238393.0	42260.0	16292.0	121119.0	15869.0	67855.0	4387.0	6792.0	821.0	527.0	169629.0	6255.0	87.0	406248.0	133118.0	5776.0	96.0
Татары	5633.0	7004.0	2627.0	495.0	186.0	1320.0	207.0	477.0	53.0	128.0	9.0	1.0	1422.0	79.0	2.0	4322.0	1246.0	62.0	1.0
Башкиры	1386.0	1792.0	668.0	93.0	84.0	177.0	58.0	159.0	8.0	65.0	-	1.0	464.0	15.0	1.0	994.0	375.0	16.0	-
Казахи	2795.0	3653.0	1095.0	200.0	154.0	213.0	74.0	514.0	38.0	72.0	8.0	1.0	1214.0	70.0	-	1963.0	807.0	24.0	1.0
Украинцы	6420.0	7840.0	3075.0	672.0	58.0	2525.0	224.0	260.0	51.0	59.0	15.0	7.0	830.0	64.0	-	5078.0	1264.0	78.0	-
Сельское население	445151.0	691318.0	139637.0	161174.0	6773.0	114222.0	13477.0	88925.0	3833.0	7659.0	437.0	521.0	146382.0	8278.0	173.0	210297.0	223259.0	11204.0	218.0
Русские	387288.0	601004.0	121628.0	138713.0	6227.0	101265.0	11838.0	76812.0	3265.0	6945.0	381.0	455.0	126406.0	7069.0	119.0	183374.0	193948.0	9669.0	178.0
Татары	15266.0	24734.0	4946.0	6435.0	149.0	3764.0	447.0	3204.0	191.0	175.0	18.0	14.0	5138.0	253.0	8.0	6398.0	8262.0	581.0	17.0
Башкиры	13957.0	22102.0	3928.0	5320.0	92.0	2808.0	374.0	3597.0	90.0	103.0	5.0	7.0	5439.0	339.0	4.0	6178.0	7409.0	361.0	5.0
Казахи	12009.0	19057.0	3489.0	4406.0	173.0	1549.0	356.0	3341.0	140.0	88.0	5.0	19.0	5279.0	212.0	4.0	5248.0	6469.0	281.0	7.0
Украинцы	4823.0	7087.0	1793.0	1961.0	29.0	1795.0	150.0	363.0	42.0	62.0	10.0	11.0	792.0	79.0	1.0	2644.0	2093.0	83.0	2.0
Свердловская область																			
Все население	4486214.0	5683097.0	2106054.0	558475.0	83525.0	1013390.0	141284.0	349962.0	28877.0	82371.0	9744.0	3864.0	1245263.0	60288.0	27335.0	3307696.0	1080026.0	69348.0	1809.0
Русские	4002974.0	5108143.0	1877483.0	497901.0	77435.0	897854.0	126261.0	325044.0	26170.0	74023.0	8503.0	3457.0	1142349.0	51663.0	3584.0	2956904.0	977894.0	62969.0	1623.0
Татары	168143.0	211899.0	81440.0	22435.0	2863.0	42258.0	6132.0	10909.0	1109.0	2946.0	370.0	123.0	38895.0	2419.0	108.0	126562.0	39149.0	2261.0	63.0
Украинцы	55478.0	69847.0	29037.0	7493.0	372.0	20581.0	1925.0	1556.0	308.0	756.0	192.0	55.0	6850.0	722.0	70.0	42085.0	12239.0	1052.0	32.0
Башкиры	37296.0	45880.0	20001.0	4089.0	694.0	7463.0	1195.0	2170.0	213.0	683.0	50.0	21.0	8739.0	562.0	31.0	29132.0	7661.0	462.0	10.0
Марийцы	27863.0	38925.0	13541.0	6849.0	455.0	5132.0	1074.0	3212.0	245.0	623.0	41.0	17.0	7365.0	371.0	9.0	17324.0	10010.0	500.0	20.0
Немцы	22540.0	28285.0	11913.0	3098.0	341.0	5597.0	661.0	1058.0	181.0	328.0	96.0	22.0	4732.0	258.0	9.0	17172.0	4979.0	365.0	15.0
Белорусы	18541.0	23607.0	8679.0	2905.0	82.0	8610.0	647.0	389.0	101.0	229.0	51.0	10.0	1709.0	195.0	7.0	13791.0	4418.0	320.0	5.0
Удмурты	17903.0	23404.0	9611.0	3791.0	181.0	5496.0	657.0	691.0	132.0	248.0	25.0	14.0	2333.0	225.0	5.0	12704.0	4890.0	296.0	8.0
Азербайджанцы	15171.0	16801.0	6130.0	572.0	87.0	295.0	122.0	859.0	39.0	224.0	80.0	13.0	7781.0	599.0	66.0	13459.0	1598.0	46.0	2.0
Чуваши	11510.0	14844.0	6174.0	2199.0	73.0	4111.0	429.0	283.0	64.0	177.0	27.0	17.0	1136.0	154.0	6.0	8364.0	2941.0	198.0	1.0
Мордва	9702.0	12038.0	4675.0	1377.0	29.0	4358.0	405.0	142.0	50.0	116.0	28.0	10.0	734.0	114.0	6.0	7521.0	2010.0	163.0	2.0
Евреи	6810.0	8600.0	3214.0	413.0	114.0	3504.0	349.0	84.0	14.0	51.0	56.0	11.0	707.0	83.0	8.0	5153.0	1505.0	139.0	5.0
Манси	259.0	323.0	114.0	26.0	7.0	46.0	9.0	22.0	-	17.0	1.0	-	77.0	4.0	-	202.0	50.0	7.0	-
Городское население	3943529.0	4873136.0	1902576.0	390796.0	77510.0	881221.0	119034.0	262543.0	24087.0	70956.0	9173.0	3607.0	1081548.0	50085.0	26974.0	3017906.0	842247.0	54937.0	1465.0
