3. НАСЕЛЕНИЕ ПО УРОВНЮ ОБРАЗОВАНИЯ, ПОЛУ И ВОЗРАСТНЫМ ГРУППАМ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ 												
												
												
	Всего	Имеющие образование								Не имеющие 
в том числе в возрасте, лет:												
15–17	15733.0	-	-	-	55.0	218.0	1658.0	11862.0	1844.0	94.0	72.0	2.0
18–19 	6841.0	-	-	98.0	969.0	1470.0	2448.0	1667.0	126.0	61.0	55.0	2.0
20–24 	17384.0	4.0	886.0	626.0	4515.0	4932.0	3517.0	2443.0	311.0	140.0	124.0	10.0
25–29 	16660.0	12.0	1582.0	258.0	4438.0	4748.0	3153.0	2124.0	222.0	118.0	101.0	5.0
30–34 	16815.0	15.0	1770.0	153.0	5656.0	5054.0	2858.0	1053.0	123.0	131.0	111.0	2.0
35–39 	21023.0	8.0	2289.0	161.0	7102.0	6389.0	3731.0	1093.0	129.0	120.0	106.0	1.0
40–44 	25453.0	13.0	2627.0	127.0	7357.0	7813.0	5502.0	1667.0	194.0	148.0	131.0	5.0
45–49 	21503.0	8.0	2277.0	114.0	5572.0	6343.0	4375.0	2392.0	294.0	126.0	109.0	2.0
50–54 	15338.0	12.0	1540.0	81.0	3449.0	3986.0	2533.0	3050.0	580.0	103.0	85.0	4.0
55–59 	6730.0	2.0	828.0	59.0	1182.0	1384.0	815.0	1610.0	784.0	65.0	49.0	1.0
60–64 	12604.0	7.0	872.0	53.0	1268.0	1596.0	984.0	3938.0	3728.0	156.0	85.0	2.0
65–69 	12484.0	6.0	586.0	40.0	945.0	1070.0	527.0	2937.0	5903.0	470.0	218.0	-
70 и более	25806.0	5.0	638.0	132.0	1374.0	921.0	599.0	4008.0	15430.0	2697.0	1308.0	2.0
Возраст не указан	13.0	-	-	-	-	-	-	2.0	1.0	-	-	10.0
Из общей численности – население в возрасте:												
трудоспособном	154105.0	74.0	13297.0	1647.0	39673.0	41953.0	30158.0	23552.0	2685.0	1033.0	888.0	33.0
старше трудоспособного	54402.0	18.0	2598.0	255.0	4209.0	3955.0	2542.0	11913.0	25543.0	3364.0	1638.0	5.0
16-29 лет	50751.0	16.0	2468.0	982.0	9977.0	11352.0	10776.0	13717.0	1063.0	381.0	324.0	19.0
Мужчины в возрасте 15 лет и более	101780.0	54.0	6424.0	800.0	19544.0	28645.0	17311.0	18910.0	9203.0	867.0	664.0	22.0
в том числе в возрасте, лет:												
15–17	8317.0	-	-	-	34.0	138.0	815.0	6188.0	1084.0	57.0	42.0	1.0
18–19 	3325.0	-	-	36.0	383.0	705.0	1038.0	1029.0	98.0	34.0	31.0	2.0
20–24 	9158.0	1.0	329.0	205.0	1851.0	2592.0	2114.0	1728.0	250.0	85.0	79.0	3.0
25–29 	8748.0	8.0	525.0	106.0	1865.0	2746.0	1839.0	1434.0	167.0	56.0	50.0	2.0
30–34 	8798.0	6.0	524.0	76.0	2545.0	3105.0	1725.0	667.0	85.0	64.0	57.0	1.0
35–39 	11381.0	3.0	875.0	79.0	3414.0	4043.0	2145.0	684.0	80.0	57.0	53.0	1.0
40–44 	13720.0	9.0	1088.0	64.0	3400.0	5020.0	2960.0	984.0	122.0	69.0	62.0	4.0
45–49 	11319.0	5.0	1039.0	69.0	2588.0	4116.0	2235.0	1037.0	170.0	59.0	53.0	1.0
50–54 	7753.0	8.0	725.0	49.0	1591.0	2707.0	1240.0	1121.0	259.0	49.0	43.0	4.0
55–59 	3222.0	2.0	326.0	29.0	560.0	1016.0	383.0	580.0	302.0	24.0	22.0	-
60–64 	5168.0	5.0	437.0	28.0	551.0	1176.0	396.0	1215.0	1319.0	39.0	28.0	2.0
65–69 	4494.0	4.0	274.0	27.0	347.0	736.0	211.0	981.0	1835.0	79.0	49.0	-
70 и более	6377.0	3.0	282.0	32.0	415.0	545.0	210.0	1262.0	3432.0	195.0	95.0	1.0
Возраст не указан	6.0	-	-	-	-	-	-	1.0	-	-	-	5.0
Из общей численности – мужчины в возрасте:												
трудоспособном	82686.0	42.0	5431.0	713.0	18231.0	26178.0	16494.0	13230.0	1814.0	534.0	474.0	19.0
старше трудоспособного	16039.0	12.0	993.0	87.0	1313.0	2457.0	817.0	3458.0	6586.0	313.0	172.0	3.0
16-29 лет	26493.0	9.0	854.0	347.0	4133.0	6171.0	5806.0	8157.0	796.0	212.0	184.0	8.0
Женщины в возрасте 15 лет и более	112594.0	38.0	9471.0	1102.0	24338.0	17279.0	15389.0	20934.0	20465.0	3562.0	1890.0	16.0
в том числе в возрасте, лет:												
15–17	7416.0	-	-	-	21.0	80.0	843.0	5674.0	760.0	37.0	30.0	1.0
18–19 	3516.0	-	-	62.0	586.0	765.0	1410.0	638.0	28.0	27.0	24.0	-
20–24 	8226.0	3.0	557.0	421.0	2664.0	2340.0	1403.0	715.0	61.0	55.0	45.0	7.0
25–29 	7912.0	4.0	1057.0	152.0	2573.0	2002.0	1314.0	690.0	55.0	62.0	51.0	3.0
30–34 	8017.0	9.0	1246.0	77.0	3111.0	1949.0	1133.0	386.0	38.0	67.0	54.0	1.0
35–39 	9642.0	5.0	1414.0	82.0	3688.0	2346.0	1586.0	409.0	49.0	63.0	53.0	-
40–44 	11733.0	4.0	1539.0	63.0	3957.0	2793.0	2542.0	683.0	72.0	79.0	69.0	1.0
45–49 	10184.0	3.0	1238.0	45.0	2984.0	2227.0	2140.0	1355.0	124.0	67.0	56.0	1.0
50–54 	7585.0	4.0	815.0	32.0	1858.0	1279.0	1293.0	1929.0	321.0	54.0	42.0	-
55–59 	3508.0	-	502.0	30.0	622.0	368.0	432.0	1030.0	482.0	41.0	27.0	1.0
60–64 	7436.0	2.0	435.0	25.0	717.0	420.0	588.0	2723.0	2409.0	117.0	57.0	-
65–69 	7990.0	2.0	312.0	13.0	598.0	334.0	316.0	1956.0	4068.0	391.0	169.0	-
70 и более	19429.0	2.0	356.0	100.0	959.0	376.0	389.0	2746.0	11998.0	2502.0	1213.0	1.0
Возраст не указан	7.0	-	-	-	-	-	-	1.0	1.0	-	-	5.0
Из общей численности – женщины в возрасте:												
трудоспособном	71419.0	32.0	7866.0	934.0	21442.0	15775.0	13664.0	10322.0	871.0	499.0	414.0	14.0
старше трудоспособного	38363.0	6.0	1605.0	168.0	2896.0	1498.0	1725.0	8455.0	18957.0	3051.0	1466.0	2.0
16-29 лет	24258.0	7.0	1614.0	635.0	5844.0	5181.0	4970.0	5560.0	267.0	169.0	140.0	11.0
Республика Мордовия												
Все население в возрасте 15 лет и более	748746.0	1556.0	107076.0	18960.0	177895.0	109357.0	151649.0	94300.0	69094.0	15728.0	10344.0	3131.0
в том числе в возрасте, лет:												
15–17	45850.0	-	-	-	231.0	699.0	10321.0	32387.0	1938.0	131.0	103.0	143.0
18–19 	26946.0	-	-	1388.0	3529.0	2990.0	15590.0	3129.0	112.0	91.0	81.0	117.0
20–24 	62048.0	53.0	9074.0	9243.0	17128.0	10624.0	11533.0	3551.0	326.0	229.0	179.0	287.0
25–29 	61606.0	231.0	14550.0	2101.0	18420.0	11598.0	10266.0	3669.0	272.0	205.0	165.0	294.0
30–34 	59838.0	237.0	12251.0	1274.0	20978.0	11887.0	10387.0	2028.0	251.0	198.0	163.0	347.0
35–39 	66870.0	177.0	12834.0	1068.0	23002.0	13491.0	13775.0	1734.0	256.0	203.0	173.0	330.0
40–44 	80456.0	205.0	14915.0	918.0	25963.0	15755.0	19515.0	2294.0	354.0	209.0	187.0	328.0
45–49 	72384.0	153.0	12654.0	705.0	21824.0	14137.0	18779.0	3124.0	521.0	175.0	150.0	312.0
50–54 	62243.0	140.0	11049.0	662.0	17665.0	10805.0	15936.0	4678.0	870.0	163.0	139.0	275.0
55–59 	29990.0	85.0	5852.0	348.0	6974.0	4518.0	6570.0	3798.0	1606.0	104.0	82.0	135.0
60–64 	51707.0	122.0	5596.0	344.0	8807.0	5747.0	9464.0	12202.0	8735.0	474.0	294.0	216.0
65–69 	41727.0	82.0	3750.0	227.0	5697.0	3486.0	4697.0	9168.0	13100.0	1403.0	833.0	117.0
70 и более	87081.0	71.0	4551.0	682.0	7677.0	3620.0	4816.0	12538.0	40753.0	12143.0	7795.0	230.0
Возраст не указан	64.0	-	-	-	2.0	2.0	3.0	2.0	3.0	-	-	52.0
Из общей численности – население в возрасте:												
трудоспособном	535455.0	1245.0	89741.0	17525.0	151612.0	94947.0	128632.0	43785.0	3923.0	1599.0	1333.0	2446.0
старше трудоспособного	197349.0	311.0	17335.0	1435.0	26283.0	14342.0	23017.0	36309.0	63596.0	14087.0	8976.0	634.0
16-29 лет	180508.0	284.0	23624.0	12732.0	39308.0	25843.0	47710.0	28530.0	1073.0	614.0	493.0	790.0
Мужчины в возрасте 15 лет и более	336929.0	778.0	43106.0	8289.0	75788.0	65657.0	74703.0	43435.0	21740.0	2011.0	1308.0	1422.0
в том числе в возрасте, лет:												
15–17	22878.0	-	-	-	141.0	434.0	4752.0	16369.0	1018.0	84.0	67.0	80.0
18–19 	12232.0	-	-	508.0	1408.0	1408.0	6895.0	1823.0	70.0	54.0	52.0	66.0
20–24 	30079.0	17.0	3612.0	3570.0	7717.0	5851.0	6458.0	2369.0	226.0	128.0	99.0	131.0
25–29 	31362.0	104.0	5533.0	1071.0	8450.0	6524.0	6682.0	2573.0	185.0	107.0	80.0	133.0
30–34 	30277.0	79.0	4547.0	684.0	9602.0	7235.0	6367.0	1355.0	160.0	86.0	74.0	162.0
35–39 	33557.0	79.0	4862.0	591.0	10156.0	8330.0	7987.0	1114.0	172.0	100.0	89.0	166.0
40–44 	39859.0	117.0	5895.0	471.0	11024.0	9741.0	10639.0	1464.0	232.0	109.0	94.0	167.0
45–49 	35155.0	83.0	5275.0	382.0	9243.0	8636.0	9312.0	1703.0	308.0	79.0	67.0	134.0
50–54 	29274.0	87.0	4797.0	370.0	7260.0	6878.0	7150.0	2093.0	435.0	76.0	68.0	128.0
55–59 	13156.0	49.0	2414.0	166.0	2872.0	3029.0	2530.0	1397.0	598.0	37.0	28.0	64.0
60–64 	21177.0	75.0	2644.0	208.0	3596.0	3783.0	3074.0	4248.0	3349.0	126.0	85.0	74.0
65–69 	15912.0	48.0	1706.0	97.0	2154.0	2155.0	1553.0	3260.0	4666.0	229.0	136.0	44.0
70 и более	22011.0	40.0	1821.0	171.0	2165.0	1653.0	1304.0	3667.0	10321.0	796.0	369.0	73.0
Возраст не указан	31.0	-	-	-	-	2.0	2.0	-	-	-	-	27.0
Из общей численности – мужчины в возрасте:												
трудоспособном	269872.0	615.0	36935.0	7813.0	67873.0	58030.0	68772.0	25209.0	2583.0	836.0	697.0	1206.0
старше трудоспособного	59100.0	163.0	6171.0	476.0	7915.0	7591.0	5931.0	11175.0	18336.0	1151.0	590.0	191.0
16-29 лет	88594.0	121.0	9145.0	5149.0	17716.0	14181.0	24787.0	16083.0	678.0	349.0	277.0	385.0
Женщины в возрасте 15 лет и более	411817.0	778.0	63970.0	10671.0	102107.0	43700.0	76946.0	50865.0	47354.0	13717.0	9036.0	1709.0
в том числе в возрасте, лет:												
15–17	22972.0	-	-	-	90.0	265.0	5569.0	16018.0	920.0	47.0	36.0	63.0
18–19 	14714.0	-	-	880.0	2121.0	1582.0	8695.0	1306.0	42.0	37.0	29.0	51.0
20–24 	31969.0	36.0	5462.0	5673.0	9411.0	4773.0	5075.0	1182.0	100.0	101.0	80.0	156.0
25–29	30244.0	127.0	9017.0	1030.0	9970.0	5074.0	3584.0	1096.0	87.0	98.0	85.0	161.0
30–34 	29561.0	158.0	7704.0	590.0	11376.0	4652.0	4020.0	673.0	91.0	112.0	89.0	185.0
35–39 	33313.0	98.0	7972.0	477.0	12846.0	5161.0	5788.0	620.0	84.0	103.0	84.0	164.0
40–44 	40597.0	88.0	9020.0	447.0	14939.0	6014.0	8876.0	830.0	122.0	100.0	93.0	161.0
45–49 	37229.0	70.0	7379.0	323.0	12581.0	5501.0	9467.0	1421.0	213.0	96.0	83.0	178.0
50–54 	32969.0	53.0	6252.0	292.0	10405.0	3927.0	8786.0	2585.0	435.0	87.0	71.0	147.0
55–59 	16834.0	36.0	3438.0	182.0	4102.0	1489.0	4040.0	2401.0	1008.0	67.0	54.0	71.0
60–64 	30530.0	47.0	2952.0	136.0	5211.0	1964.0	6390.0	7954.0	5386.0	348.0	209.0	142.0
65–69 	25815.0	34.0	2044.0	130.0	3543.0	1331.0	3144.0	5908.0	8434.0	1174.0	697.0	73.0
70 и более	65070.0	31.0	2730.0	511.0	5512.0	1967.0	3512.0	8871.0	30432.0	11347.0	7426.0	157.0
Возраст не указан	33.0	-	-	-	2.0	-	1.0	2.0	3.0	-	-	25.0
Из общей численности – женщины в возрасте:												
трудоспособном	265583.0	630.0	52806.0	9712.0	83739.0	36917.0	59860.0	18576.0	1340.0	763.0	636.0	1240.0
старше трудоспособного	138249.0	148.0	11164.0	959.0	18368.0	6751.0	17086.0	25134.0	45260.0	12936.0	8386.0	443.0
16-29 лет	91914.0	163.0	14479.0	7583.0	21592.0	11662.0	22923.0	12447.0	395.0	265.0	216.0	405.0
Городское население в возрасте 15 лет и более	446783.0	1411.0	82189.0	15324.0	117430.0	62920.0	91920.0	47613.0	20784.0	4108.0	2482.0	3084.0
в том числе в возрасте, лет:												
15–17	30135.0	-	-	-	177.0	506.0	8201.0	20179.0	864.0	70.0	51.0	138.0
18–19 	20217.0	-	-	1228.0	2646.0	2072.0	12143.0	1942.0	34.0	36.0	29.0	116.0
20–24 	41934.0	47.0	7136.0	7941.0	11237.0	6546.0	7089.0	1454.0	94.0	105.0	67.0	285.0
25–29 	39605.0	218.0	11621.0	1664.0	12097.0	6740.0	5323.0	1490.0	71.0	94.0	73.0	287.0
30–34 	35795.0	213.0	9298.0	927.0	12960.0	6433.0	4744.0	738.0	81.0	56.0	42.0	345.0
35–39 	39829.0	163.0	9498.0	794.0	14534.0	7222.0	6569.0	603.0	81.0	45.0	35.0	320.0
40–44 	49413.0	182.0	11048.0	673.0	16841.0	8759.0	10610.0	820.0	106.0	53.0	42.0	321.0
45–49 	45982.0	138.0	9624.0	501.0	14651.0	8131.0	11262.0	1191.0	137.0	39.0	36.0	308.0
50–54 	40489.0	126.0	8447.0	497.0	12199.0	6479.0	10193.0	1977.0	266.0	33.0	28.0	272.0
55–59 	19107.0	77.0	4551.0	268.0	4920.0	2714.0	4223.0	1715.0	485.0	20.0	13.0	134.0
60–64 	28294.0	112.0	4557.0	274.0	6309.0	3208.0	5842.0	5209.0	2456.0	111.0	57.0	216.0
65–69 	19708.0	73.0	2930.0	146.0	3865.0	1955.0	2663.0	3931.0	3706.0	325.0	187.0	114.0
70 и более	36275.0	62.0	3479.0	411.0	4994.0	2155.0	3058.0	6364.0	12403.0	3121.0	1822.0	228.0
Возраст не указан	48.0	-	-	-	1.0	-	1.0	2.0	1.0	-	-	43.0
Из общей численности – население в возрасте:												
трудоспособном	341667.0	1130.0	68546.0	14352.0	99326.0	54514.0	77718.0	21930.0	1222.0	522.0	393.0	2407.0
старше трудоспособного	95203.0	281.0	13643.0	972.0	18104.0	8354.0	14202.0	16589.0	18863.0	3567.0	2075.0	628.0
16-29 лет	121978.0	265.0	18757.0	10833.0	26157.0	15812.0	32756.0	15971.0	364.0	286.0	206.0	777.0
Мужчины в возрасте 15 лет и более	196444.0	703.0	32640.0	6599.0	49303.0	34457.0	42508.0	21642.0	6632.0	559.0	333.0	1401.0
в том числе в возрасте, лет:												
15–17	14809.0	-	-	-	105.0	304.0	3700.0	10114.0	463.0	46.0	34.0	77.0
18–19 	8959.0	-	-	453.0	1054.0	958.0	5260.0	1127.0	21.0	20.0	20.0	66.0
20–24 	19418.0	14.0	2787.0	3067.0	5088.0	3423.0	3793.0	994.0	68.0	54.0	31.0	130.0
25–29 	19159.0	99.0	4440.0	842.0	5505.0	3544.0	3437.0	1064.0	45.0	53.0	37.0	130.0
30–34 	16978.0	69.0	3512.0	487.0	5942.0	3512.0	2751.0	473.0	52.0	20.0	14.0	160.0
35–39 	18525.0	73.0	3510.0	428.0	6366.0	4015.0	3553.0	345.0	55.0	19.0	17.0	161.0
40–44 	22747.0	103.0	4201.0	331.0	7000.0	4919.0	5435.0	490.0	76.0	28.0	20.0	164.0
45–49 	20804.0	74.0	3893.0	253.0	5983.0	4436.0	5303.0	627.0	87.0	16.0	15.0	132.0
50–54 	18227.0	78.0	3590.0	275.0	4921.0	3811.0	4367.0	911.0	132.0	15.0	13.0	127.0
55–59 	8181.0	43.0	1874.0	127.0	1984.0	1678.0	1584.0	630.0	187.0	10.0	4.0	64.0
60–64 	11470.0	71.0	2134.0	162.0	2484.0	1897.0	1787.0	1825.0	1007.0	29.0	15.0	74.0
65–69 	7519.0	43.0	1314.0	67.0	1429.0	1084.0	815.0	1330.0	1339.0	55.0	34.0	43.0
70 и более	9648.0	36.0	1385.0	107.0	1442.0	876.0	723.0	1712.0	3100.0	194.0	79.0	73.0
Возраст не указан	22.0	-	-	-	-	-	-	-	-	-	-	22.0
Из общей численности – мужчины в возрасте:												
трудоспособном	162875.0	553.0	27807.0	6263.0	43948.0	30572.0	39183.0	12282.0	810.0	270.0	197.0	1187.0
старше трудоспособного	28637.0	150.0	4833.0	336.0	5355.0	3857.0	3325.0	4867.0	5446.0	278.0	128.0	190.0
16-29 лет	57413.0	113.0	7227.0	4362.0	11752.0	8201.0	16190.0	8806.0	221.0	162.0	114.0	379.0
Женщины в возрасте 15 лет и более	250339.0	708.0	49549.0	8725.0	68127.0	28463.0	49412.0	25971.0	14152.0	3549.0	2149.0	1683.0
в том числе в возрасте, лет:												
15–17	15326.0	-	-	-	72.0	202.0	4501.0	10065.0	401.0	24.0	17.0	61.0
18–19 	11258.0	-	-	775.0	1592.0	1114.0	6883.0	815.0	13.0	16.0	9.0	50.0
20–24 	22516.0	33.0	4349.0	4874.0	6149.0	3123.0	3296.0	460.0	26.0	51.0	36.0	155.0
25–29 	20446.0	119.0	7181.0	822.0	6592.0	3196.0	1886.0	426.0	26.0	41.0	36.0	157.0
30–34 	18817.0	144.0	5786.0	440.0	7018.0	2921.0	1993.0	265.0	29.0	36.0	28.0	185.0
35–39 	21304.0	90.0	5988.0	366.0	8168.0	3207.0	3016.0	258.0	26.0	26.0	18.0	159.0
40–44 	26666.0	79.0	6847.0	342.0	9841.0	3840.0	5175.0	330.0	30.0	25.0	22.0	157.0
45–49 	25178.0	64.0	5731.0	248.0	8668.0	3695.0	5959.0	564.0	50.0	23.0	21.0	176.0
50–54 	22262.0	48.0	4857.0	222.0	7278.0	2668.0	5826.0	1066.0	134.0	18.0	15.0	145.0
55–59 	10926.0	34.0	2677.0	141.0	2936.0	1036.0	2639.0	1085.0	298.0	10.0	9.0	70.0
60–64 	16824.0	41.0	2423.0	112.0	3825.0	1311.0	4055.0	3384.0	1449.0	82.0	42.0	142.0
65–69 	12189.0	30.0	1616.0	79.0	2436.0	871.0	1848.0	2601.0	2367.0	270.0	153.0	71.0
70 и более	26627.0	26.0	2094.0	304.0	3552.0	1279.0	2335.0	4652.0	9303.0	2927.0	1743.0	155.0
Возраст не указан	26.0	-	-	-	1.0	-	1.0	2.0	1.0	-	-	21.0
Из общей численности – женщины в возрасте:												
трудоспособном	178792.0	577.0	40739.0	8089.0	55378.0	23942.0	38535.0	9648.0	412.0	252.0	196.0	1220.0
старше трудоспособного	66566.0	131.0	8810.0	636.0	12749.0	4497.0	10877.0	11722.0	13417.0	3289.0	1947.0	438.0
16-29 лет	64565.0	152.0	11530.0	6471.0	14405.0	7611.0	16566.0	7165.0	143.0	124.0	92.0	398.0
Сельское население в возрасте 15 лет и более	301963.0	145.0	24887.0	3636.0	60465.0	46437.0	59729.0	46687.0	48310.0	11620.0	7862.0	47.0
в том числе в возрасте, лет:												
15–17	15715.0	-	-	-	54.0	193.0	2120.0	12208.0	1074.0	61.0	52.0	5.0
18–19 	6729.0	-	-	160.0	883.0	918.0	3447.0	1187.0	78.0	55.0	52.0	1.0
20–24 	20114.0	6.0	1938.0	1302.0	5891.0	4078.0	4444.0	2097.0	232.0	124.0	112.0	2.0
25–29 	22001.0	13.0	2929.0	437.0	6323.0	4858.0	4943.0	2179.0	201.0	111.0	92.0	7.0
30–34 	24043.0	24.0	2953.0	347.0	8018.0	5454.0	5643.0	1290.0	170.0	142.0	121.0	2.0
35–39 	27041.0	14.0	3336.0	274.0	8468.0	6269.0	7206.0	1131.0	175.0	158.0	138.0	10.0
40–44 	31043.0	23.0	3867.0	245.0	9122.0	6996.0	8905.0	1474.0	248.0	156.0	145.0	7.0
45–49 	26402.0	15.0	3030.0	204.0	7173.0	6006.0	7517.0	1933.0	384.0	136.0	114.0	4.0
50–54 	21754.0	14.0	2602.0	165.0	5466.0	4326.0	5743.0	2701.0	604.0	130.0	111.0	3.0
55–59 	10883.0	8.0	1301.0	80.0	2054.0	1804.0	2347.0	2083.0	1121.0	84.0	69.0	1.0
60–64 	23413.0	10.0	1039.0	70.0	2498.0	2539.0	3622.0	6993.0	6279.0	363.0	237.0	-
65–69 	22019.0	9.0	820.0	81.0	1832.0	1531.0	2034.0	5237.0	9394.0	1078.0	646.0	3.0
70 и более	50806.0	9.0	1072.0	271.0	2683.0	1465.0	1758.0	6174.0	28350.0	9022.0	5973.0	2.0
Возраст не указан	16.0	-	-	-	1.0	2.0	2.0	-	2.0	-	-	9.0
Из общей численности – население в возрасте:												
трудоспособном	193788.0	115.0	21195.0	3173.0	52286.0	40433.0	50914.0	21855.0	2701.0	1077.0	940.0	39.0
старше трудоспособного	102146.0	30.0	3692.0	463.0	8179.0	5988.0	8815.0	19720.0	44733.0	10520.0	6901.0	6.0
16-29 лет	58530.0	19.0	4867.0	1899.0	13151.0	10031.0	14954.0	12559.0	709.0	328.0	287.0	13.0
Мужчины в возрасте 15 лет и более	140485.0	75.0	10466.0	1690.0	26485.0	31200.0	32195.0	21793.0	15108.0	1452.0	975.0	21.0
в том числе в возрасте, лет:												
15–17	8069.0	-	-	-	36.0	130.0	1052.0	6255.0	555.0	38.0	33.0	3.0
18–19 	3273.0	-	-	55.0	354.0	450.0	1635.0	696.0	49.0	34.0	32.0	-
20–24 	10661.0	3.0	825.0	503.0	2629.0	2428.0	2665.0	1375.0	158.0	74.0	68.0	1.0
25–29 	12203.0	5.0	1093.0	229.0	2945.0	2980.0	3245.0	1509.0	140.0	54.0	43.0	3.0
30–34 	13299.0	10.0	1035.0	197.0	3660.0	3723.0	3616.0	882.0	108.0	66.0	60.0	2.0
35–39 	15032.0	6.0	1352.0	163.0	3790.0	4315.0	4434.0	769.0	117.0	81.0	72.0	5.0
40–44 	17112.0	14.0	1694.0	140.0	4024.0	4822.0	5204.0	974.0	156.0	81.0	74.0	3.0
45–49 	14351.0	9.0	1382.0	129.0	3260.0	4200.0	4009.0	1076.0	221.0	63.0	52.0	2.0
50–54 	11047.0	9.0	1207.0	95.0	2339.0	3067.0	2783.0	1182.0	303.0	61.0	55.0	1.0
55–59 	4975.0	6.0	540.0	39.0	888.0	1351.0	946.0	767.0	411.0	27.0	24.0	-
60–64 	9707.0	4.0	510.0	46.0	1112.0	1886.0	1287.0	2423.0	2342.0	97.0	70.0	-
65–69 	8393.0	5.0	392.0	30.0	725.0	1071.0	738.0	1930.0	3327.0	174.0	102.0	1.0
70 и более	12363.0	4.0	436.0	64.0	723.0	777.0	581.0	1955.0	7221.0	602.0	290.0	-
Возраст не указан	9.0	-	-	-	-	2.0	2.0	-	-	-	-	5.0
Из общей численности – мужчины в возрасте:												
трудоспособном	106997.0	62.0	9128.0	1550.0	23925.0	27458.0	29589.0	12927.0	1773.0	566.0	500.0	19.0
старше трудоспособного	30463.0	13.0	1338.0	140.0	2560.0	3734.0	2606.0	6308.0	12890.0	873.0	462.0	1.0
16-29 лет	31181.0	8.0	1918.0	787.0	5964.0	5980.0	8597.0	7277.0	457.0	187.0	163.0	6.0
Женщины в возрасте 15 лет и более	161478.0	70.0	14421.0	1946.0	33980.0	15237.0	27534.0	24894.0	33202.0	10168.0	6887.0	26.0
в том числе в возрасте, лет:												
15–17	7646.0	-	-	-	18.0	63.0	1068.0	5953.0	519.0	23.0	19.0	2.0
18–19 	3456.0	-	-	105.0	529.0	468.0	1812.0	491.0	29.0	21.0	20.0	1.0
20–24 	9453.0	3.0	1113.0	799.0	3262.0	1650.0	1779.0	722.0	74.0	50.0	44.0	1.0
25–29 	9798.0	8.0	1836.0	208.0	3378.0	1878.0	1698.0	670.0	61.0	57.0	49.0	4.0
30–34 	10744.0	14.0	1918.0	150.0	4358.0	1731.0	2027.0	408.0	62.0	76.0	61.0	-
35–39 	12009.0	8.0	1984.0	111.0	4678.0	1954.0	2772.0	362.0	58.0	77.0	66.0	5.0
40–44 	13931.0	9.0	2173.0	105.0	5098.0	2174.0	3701.0	500.0	92.0	75.0	71.0	4.0
45–49 	12051.0	6.0	1648.0	75.0	3913.0	1806.0	3508.0	857.0	163.0	73.0	62.0	2.0
50–54 	10707.0	5.0	1395.0	70.0	3127.0	1259.0	2960.0	1519.0	301.0	69.0	56.0	2.0
55–59 	5908.0	2.0	761.0	41.0	1166.0	453.0	1401.0	1316.0	710.0	57.0	45.0	1.0
60–64 	13706.0	6.0	529.0	24.0	1386.0	653.0	2335.0	4570.0	3937.0	266.0	167.0	-
65–69 	13626.0	4.0	428.0	51.0	1107.0	460.0	1296.0	3307.0	6067.0	904.0	544.0	2.0
70 и более	38443.0	5.0	636.0	207.0	1960.0	688.0	1177.0	4219.0	21129.0	8420.0	5683.0	2.0
Возраст не указан	7.0	-	-	-	1.0	-	-	-	2.0	-	-	4.0
Из общей численности – женщины в возрасте:												
трудоспособном	86791.0	53.0	12067.0	1623.0	28361.0	12975.0	21325.0	8928.0	928.0	511.0	440.0	20.0
старше трудоспособного	71683.0	17.0	2354.0	323.0	5619.0	2254.0	6209.0	13412.0	31843.0	9647.0	6439.0	5.0
16-29 лет	27349.0	11.0	2949.0	1112.0	7187.0	4051.0	6357.0	5282.0	252.0	141.0	124.0	7.0
Республика Татарстан												
Все население в возрасте 15 лет и более	3097443.0	7336.0	438519.0	97486.0	804469.0	407956.0	623040.0	438072.0	248505.0	31386.0	19972.0	674.0
в том числе в возрасте, лет:												
15–17	210358.0	-	-	1.0	2109.0	3184.0	49910.0	144705.0	9882.0	523.0	417.0	44.0
18–19 	125492.0	-	-	11659.0	17393.0	11622.0	72094.0	11903.0	460.0	331.0	274.0	30.0
20–24 	274956.0	432.0	34962.0	41549.0	78543.0	38496.0	63020.0	16101.0	1124.0	669.0	538.0	60.0
25–29 	271004.0	1148.0	58278.0	13108.0	89619.0	42882.0	49398.0	14798.0	1100.0	601.0	498.0	72.0
30–34 	247374.0	828.0	50483.0	7615.0	94010.0	42992.0	42275.0	7566.0	907.0	627.0	540.0	71.0
35–39 	281844.0	700.0	52893.0	5668.0	105496.0	51312.0	56455.0	7474.0	1083.0	698.0	597.0	65.0
40–44 	338474.0	797.0	59628.0	4887.0	117982.0	60745.0	81488.0	10731.0	1400.0	746.0	626.0	70.0
45–49 	296164.0	798.0	51674.0	3609.0	98982.0	52828.0	69884.0	15584.0	2061.0	681.0	549.0	63.0
50–54 	244353.0	749.0	43365.0	2852.0	77022.0	38787.0	54148.0	23348.0	3543.0	482.0	386.0	57.0
55–59 	122130.0	476.0	24234.0	1667.0	32418.0	16691.0	22596.0	18310.0	5364.0	350.0	255.0	24.0
60–64 	199840.0	547.0	25829.0	1689.0	36590.0	20617.0	28174.0	55386.0	29830.0	1143.0	725.0	35.0
65–69 	162912.0	372.0	16804.0	969.0	23777.0	12879.0	15281.0	43060.0	47085.0	2661.0	1573.0	24.0
70 и более	322542.0	489.0	20369.0	2213.0	30528.0	14921.0	18317.0	69106.0	144666.0	21874.0	12994.0	59.0
