2.5. ЗАНЯТОЕ НАСЕЛЕНИЕ ПО УРОВНЮ ОБРАЗОВАНИЯ И ПОЛУ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ 									
(на 1000 занятых в возрасте 15 лет и более)									
									
	Имеющие образование								Не имеющие начального общего образования
2002.0	8.0	244.0	54.0	179.0	148.0	257.0	79.0	26.0	4.0
Женщины									
1989.0	...	47.0	11.0	168.0	60.0	294.0	183.0	139.0	98.0
2002.0	9.0	336.0	64.0	253.0	116.0	150.0	46.0	21.0	4.0
Кабардино–Балкарская Республика									
Городское и сельское население									
1989.0	...	136.0	16.0	254.0	121.0	252.0	137.0	69.0	15.0
2002.0	6.0	273.0	28.0	356.0	121.0	158.0	49.0	8.0	1.0
Мужчины									
1989.0	...	136.0	17.0	209.0	149.0	256.0	143.0	76.0	14.0
2002.0	6.0	258.0	28.0	318.0	147.0	174.0	59.0	9.0	1.0
Женщины									
1989.0	...	137.0	15.0	304.0	88.0	248.0	131.0	61.0	16.0
2002.0	5.0	289.0	29.0	398.0	93.0	141.0	38.0	7.0	-
Городское население									
1989.0	...	167.0	19.0	279.0	109.0	244.0	120.0	52.0	10.0
2002.0	7.0	306.0	32.0	363.0	107.0	140.0	38.0	6.0	1.0
Мужчины									
1989.0	...	167.0	20.0	229.0	134.0	253.0	131.0	57.0	9.0
2002.0	8.0	296.0	32.0	332.0	127.0	150.0	47.0	7.0	1.0
Женщины									
1989.0	...	167.0	18.0	330.0	83.0	236.0	108.0	47.0	11.0
2002.0	5.0	318.0	31.0	395.0	87.0	128.0	30.0	5.0	1.0
Сельское население									
1989.0	...	80.0	11.0	207.0	142.0	267.0	169.0	100.0	24.0
2002.0	3.0	200.0	20.0	341.0	149.0	200.0	72.0	14.0	1.0
Мужчины									
1989.0	...	86.0	11.0	176.0	173.0	262.0	162.0	108.0	22.0
2002.0	4.0	187.0	19.0	293.0	182.0	219.0	80.0	15.0	1.0
Женщины									
1989.0	...	72.0	10.0	250.0	100.0	273.0	177.0	91.0	27.0
2002.0	3.0	217.0	23.0	405.0	105.0	173.0	60.0	13.0	1.0
Республика Калмыкия									
Городское и сельское население									
1989.0	...	117.0	16.0	234.0	102.0	270.0	131.0	104.0	26.0
2002.0	3.0	247.0	29.0	349.0	106.0	195.0	58.0	12.0	1.0
Мужчины									
1989.0	...	97.0	16.0	167.0	127.0	304.0	147.0	118.0	24.0
2002.0	3.0	199.0	28.0	283.0	133.0	254.0	81.0	18.0	1.0
Женщины									
1989.0	...	141.0	16.0	314.0	72.0	229.0	113.0	87.0	28.0
2002.0	3.0	294.0	30.0	414.0	80.0	136.0	35.0	7.0	1.0
Городское население									
1989.0	...	166.0	22.0	279.0	95.0	240.0	104.0	76.0	18.0
2002.0	6.0	330.0	37.0	380.0	77.0	133.0	31.0	5.0	1.0
Мужчины									
1989.0	...	144.0	23.0	209.0	125.0	271.0	121.0	90.0	17.0
2002.0	6.0	285.0	39.0	345.0	97.0	177.0	43.0	7.0	1.0
Женщины									
1989.0	...	188.0	19.0	349.0	66.0	209.0	87.0	63.0	19.0
2002.0	5.0	368.0	36.0	409.0	60.0	99.0	20.0	3.0	-
Сельское население									
1989.0	...	75.0	11.0	195.0	107.0	295.0	155.0	129.0	33.0
2002.0	1.0	171.0	22.0	321.0	133.0	250.0	82.0	19.0	1.0
Мужчины									
1989.0	...	62.0	11.0	134.0	128.0	328.0	167.0	140.0	30.0
2002.0	1.0	131.0	19.0	233.0	162.0	317.0	110.0	26.0	1.0
Женщины									
1989.0	...	92.0	12.0	277.0	79.0	251.0	140.0	113.0	36.0
2002.0	1.0	216.0	25.0	418.0	101.0	175.0	52.0	11.0	1.0
Карачаево-Черкесская Республика									
Городское и сельское население									
1989.0	...	128.0	15.0	218.0	102.0	298.0	131.0	87.0	21.0
2002.0	6.0	287.0	30.0	331.0	110.0	186.0	43.0	7.0	-
Мужчины									
1989.0	...	125.0	15.0	183.0	129.0	300.0	137.0	94.0	17.0
2002.0	7.0	252.0	29.0	300.0	132.0	216.0	54.0	10.0	-
Женщины									
1989.0	...	131.0	15.0	255.0	73.0	296.0	125.0	80.0	25.0
2002.0	6.0	323.0	30.0	363.0	87.0	156.0	30.0	5.0	-
Городское население									
1989.0	...	159.0	17.0	255.0	121.0	259.0	117.0	58.0	14.0
2002.0	7.0	315.0	33.0	353.0	97.0	157.0	33.0	5.0	-
Мужчины									
1989.0	...	155.0	18.0	213.0	154.0	259.0	126.0	65.0	10.0
2002.0	7.0	288.0	33.0	332.0	116.0	175.0	42.0	7.0	-
Женщины									
1989.0	...	164.0	16.0	297.0	89.0	258.0	108.0	52.0	16.0
2002.0	7.0	341.0	32.0	373.0	80.0	139.0	24.0	4.0	-
Сельское население									
1989.0	...	97.0	12.0	179.0	82.0	339.0	145.0	117.0	29.0
2002.0	6.0	250.0	27.0	302.0	126.0	224.0	55.0	10.0	-
Мужчины									
1989.0	...	98.0	12.0	155.0	105.0	339.0	146.0	122.0	23.0
2002.0	6.0	210.0	25.0	263.0	152.0	261.0	68.0	14.0	1.0
Женщины									
1989.0	...	95.0	13.0	208.0	54.0	339.0	144.0	112.0	35.0
2002.0	5.0	298.0	28.0	348.0	94.0	180.0	41.0	6.0	-
Республика Северная Осетия – Алания									
Городское и сельское население									
1989.0	...	178.0	21.0	254.0	107.0	225.0	129.0	71.0	15.0
2002.0	6.0	313.0	32.0	329.0	115.0	139.0	54.0	12.0	-
Мужчины									
1989.0	...	169.0	21.0	203.0	125.0	240.0	144.0	83.0	15.0
2002.0	6.0	273.0	33.0	290.0	137.0	171.0	75.0	15.0	-
Женщины									
1989.0	...	188.0	20.0	306.0	89.0	209.0	114.0	58.0	16.0
2002.0	6.0	360.0	31.0	376.0	87.0	101.0	30.0	8.0	1.0
Городское население									
1989.0	...	217.0	24.0	278.0	90.0	216.0	116.0	49.0	10.0
2002.0	7.0	349.0	34.0	327.0	97.0	130.0	47.0	9.0	-
Мужчины									
1989.0	...	210.0	25.0	228.0	105.0	233.0	133.0	57.0	9.0
2002.0	7.0	307.0	36.0	294.0	117.0	160.0	68.0	11.0	-
Женщины									
1989.0	...	224.0	23.0	325.0	75.0	200.0	101.0	41.0	11.0
2002.0	7.0	395.0	32.0	365.0	74.0	95.0	25.0	7.0	-
Сельское население									
1989.0	...	84.0	11.0	195.0	149.0	246.0	161.0	125.0	29.0
2002.0	3.0	205.0	26.0	336.0	169.0	167.0	73.0	20.0	1.0
Мужчины									
1989.0	...	79.0	12.0	148.0	167.0	257.0	170.0	140.0	27.0
2002.0	3.0	173.0	26.0	277.0	198.0	204.0	93.0	25.0	1.0
Женщины									
1989.0	...	89.0	11.0	253.0	126.0	234.0	151.0	106.0	30.0
2002.0	3.0	245.0	27.0	411.0	131.0	119.0	49.0	14.0	1.0
Чеченская Республика									
Городское и сельское население									
1989.0	...	114.0	16.0	203.0	97.0	267.0	152.0	102.0	49.0
2002.0	5.0	213.0	37.0	250.0	91.0	288.0	88.0	19.0	4.0
Мужчины									
1989.0	...	119.0	18.0	181.0	116.0	285.0	150.0	99.0	32.0
2002.0	5.0	199.0	31.0	228.0	100.0	315.0	98.0	17.0	3.0
Женщины									
1989.0	...	107.0	14.0	228.0	75.0	247.0	154.0	106.0	69.0
2002.0	6.0	244.0	50.0	298.0	72.0	229.0	66.0	22.0	7.0
Городское население									
1989.0	...	180.0	20.0	263.0	112.0	206.0	124.0	68.0	27.0
2002.0	7.0	267.0	48.0	244.0	89.0	259.0	64.0	14.0	3.0
Мужчины									
1989.0	...	187.0	23.0	235.0	131.0	216.0	125.0	67.0	16.0
2002.0	7.0	259.0	44.0	231.0	96.0	272.0	72.0	13.0	2.0
Женщины									
1989.0	...	173.0	17.0	292.0	92.0	196.0	123.0	69.0	38.0
2002.0	8.0	281.0	57.0	267.0	76.0	237.0	49.0	15.0	5.0
Сельское население									
1989.0	...	57.0	12.0	152.0	84.0	319.0	176.0	131.0	69.0
2002.0	4.0	180.0	30.0	254.0	91.0	307.0	103.0	21.0	5.0
Мужчины									
1989.0	...	66.0	13.0	139.0	105.0	339.0	170.0	124.0	44.0
2002.0	4.0	165.0	24.0	226.0	101.0	341.0	113.0	19.0	3.0
Женщины									
1989.0	...	47.0	11.0	168.0	60.0	294.0	183.0	139.0	98.0
2002.0	5.0	216.0	45.0	321.0	68.0	224.0	79.0	28.0	8.0
Краснодарский край									
Городское и сельское население									
1989.0	...	122.0	11.0	238.0	151.0	234.0	149.0	83.0	12.0
2002.0	3.0	212.0	27.0	329.0	160.0	195.0	65.0	9.0	-
Мужчины									
1989.0	...	115.0	11.0	192.0	193.0	234.0	148.0	95.0	12.0
2002.0	4.0	189.0	25.0	290.0	191.0	210.0	79.0	12.0	-
Женщины									
1989.0	...	131.0	11.0	289.0	104.0	233.0	150.0	70.0	12.0
2002.0	3.0	237.0	29.0	372.0	125.0	178.0	50.0	6.0	-
Городское население									
1989.0	...	165.0	15.0	272.0	125.0	242.0	124.0	50.0	7.0
2002.0	5.0	269.0	33.0	347.0	121.0	174.0	46.0	5.0	-
Мужчины									
1989.0	...	158.0	15.0	226.0	161.0	245.0	131.0	58.0	6.0
2002.0	5.0	247.0	32.0	319.0	143.0	189.0	58.0	7.0	-
Женщины									
1989.0	...	171.0	14.0	320.0	88.0	240.0	118.0	42.0	7.0
2002.0	4.0	292.0	35.0	377.0	97.0	158.0	33.0	4.0	-
Сельское население									
1989.0	...	68.0	7.0	193.0	184.0	223.0	181.0	125.0	19.0
2002.0	2.0	133.0	18.0	303.0	213.0	224.0	92.0	14.0	1.0
Мужчины									
1989.0	...	62.0	7.0	150.0	231.0	222.0	170.0	139.0	19.0
2002.0	2.0	114.0	16.0	253.0	252.0	238.0	106.0	18.0	1.0
Женщины									
1989.0	...	74.0	7.0	245.0	128.0	224.0	195.0	108.0	19.0
2002.0	2.0	156.0	21.0	364.0	167.0	205.0	76.0	9.0	-
Ставропольский край									
Городское и сельское население									
1989.0	...	127.0	12.0	238.0	133.0	235.0	148.0	91.0	16.0
2002.0	3.0	220.0	29.0	332.0	135.0	199.0	70.0	11.0	1.0
Мужчины									
1989.0	...	116.0	12.0	183.0	168.0	244.0	155.0	105.0	17.0
2002.0	3.0	192.0	27.0	288.0	161.0	223.0	89.0	15.0	2.0
Женщины									
1989.0	...	138.0	12.0	299.0	95.0	225.0	141.0	74.0	16.0
2002.0	4.0	251.0	31.0	382.0	106.0	169.0	49.0	7.0	1.0
Городское население									
1989.0	...	174.0	16.0	275.0	122.0	234.0	116.0	54.0	9.0
2002.0	5.0	273.0	35.0	349.0	109.0	175.0	47.0	6.0	1.0
Мужчины									
1989.0	...	166.0	17.0	220.0	156.0	243.0	126.0	64.0	8.0
2002.0	5.0	248.0	34.0	317.0	130.0	196.0	61.0	8.0	1.0
Женщины									
1989.0	...	183.0	15.0	329.0	88.0	226.0	106.0	44.0	9.0
2002.0	5.0	301.0	36.0	383.0	87.0	153.0	30.0	4.0	1.0
Сельское население									
1989.0	...	66.0	7.0	193.0	148.0	235.0	189.0	136.0	26.0
2002.0	1.0	131.0	18.0	304.0	179.0	236.0	109.0	20.0	2.0
Мужчины									
1989.0	...	59.0	7.0	142.0	182.0	245.0	187.0	152.0	26.0
2002.0	1.0	108.0	16.0	245.0	209.0	265.0	130.0	24.0	2.0
Женщины									
1989.0	...	75.0	7.0	256.0	105.0	223.0	191.0	117.0	26.0
2002.0	1.0	161.0	21.0	379.0	140.0	201.0	82.0	13.0	2.0
Астраханская область									
Городское и сельское население									
1989.0	...	124.0	11.0	286.0	138.0	209.0	133.0	83.0	16.0
2002.0	4.0	206.0	24.0	413.0	124.0	154.0	62.0	12.0	1.0
Мужчины									
1989.0	...	117.0	11.0	230.0	167.0	224.0	141.0	94.0	16.0
2002.0	4.0	184.0	23.0	372.0	147.0	177.0	77.0	15.0	1.0
Женщины									
1989.0	...	132.0	12.0	350.0	104.0	191.0	125.0	69.0	17.0
2002.0	4.0	230.0	26.0	457.0	101.0	128.0	45.0	8.0	1.0
Городское население									
1989.0	...	154.0	13.0	317.0	127.0	193.0	123.0	62.0	11.0
2002.0	4.0	240.0	27.0	430.0	106.0	133.0	50.0	8.0	1.0
Мужчины									
1989.0	...	151.0	13.0	269.0	155.0	201.0	130.0	70.0	11.0
2002.0	4.0	220.0	26.0	403.0	125.0	148.0	62.0	10.0	1.0
Женщины									
1989.0	...	155.0	14.0	369.0	97.0	185.0	114.0	54.0	12.0
2002.0	4.0	261.0	29.0	460.0	85.0	117.0	37.0	6.0	-
Сельское население									
1989.0	...	56.0	7.0	215.0	162.0	245.0	158.0	129.0	28.0
2002.0	1.0	107.0	16.0	360.0	179.0	215.0	97.0	23.0	2.0
Мужчины									
1989.0	...	47.0	7.0	153.0	191.0	271.0	161.0	143.0	27.0
2002.0	1.0	83.0	14.0	284.0	208.0	258.0	120.0	30.0	2.0
Женщины									
1989.0	...	69.0	8.0	301.0	122.0	208.0	154.0	109.0	29.0
2002.0	1.0	136.0	18.0	450.0	145.0	164.0	70.0	15.0	1.0
Волгоградская область									
Городское и сельское население									
1989.0	...	128.0	12.0	251.0	153.0	241.0	130.0	74.0	11.0
2002.0	4.0	221.0	27.0	371.0	147.0	171.0	50.0	8.0	1.0
Мужчины									
1989.0	...	118.0	12.0	203.0	182.0	253.0	134.0	87.0	11.0
2002.0	4.0	198.0	26.0	334.0	170.0	192.0	65.0	11.0	-
Женщины									
1989.0	...	139.0	12.0	304.0	120.0	228.0	126.0	60.0	11.0
2002.0	3.0	245.0	29.0	412.0	120.0	150.0	36.0	5.0	-
Городское население									
1989.0	...	148.0	14.0	271.0	149.0	242.0	112.0	56.0	8.0
2002.0	4.0	244.0	30.0	381.0	136.0	160.0	39.0	6.0	-
Мужчины									
1989.0	...	140.0	14.0	223.0	178.0	256.0	118.0	64.0	7.0
2002.0	4.0	223.0	29.0	351.0	158.0	175.0	51.0	8.0	1.0
Женщины									
1989.0	...	156.0	13.0	321.0	120.0	228.0	106.0	47.0	9.0
2002.0	4.0	265.0	31.0	412.0	113.0	143.0	28.0	4.0	-
Сельское население									
1989.0	...	56.0	7.0	181.0	164.0	235.0	196.0	139.0	22.0
2002.0	1.0	118.0	14.0	329.0	191.0	228.0	102.0	17.0	-
Мужчины									
1989.0	...	48.0	7.0	139.0	195.0	244.0	186.0	158.0	23.0
2002.0	1.0	97.0	12.0	265.0	218.0	261.0	123.0	22.0	1.0
Женщины									
1989.0	...	67.0	8.0	236.0	122.0	223.0	209.0	114.0	21.0
2002.0	1.0	144.0	17.0	409.0	157.0	186.0	76.0	10.0	-
Ростовская область									
Городское и сельское население									
1989.0	...	141.0	14.0	257.0	138.0	218.0	147.0	74.0	11.0
2002.0	4.0	238.0	30.0	356.0	141.0	163.0	58.0	9.0	1.0
Мужчины									
1989.0	...	136.0	15.0	219.0	169.0	222.0	146.0	83.0	10.0
2002.0	4.0	218.0	29.0	321.0	166.0	178.0	72.0	11.0	1.0
Женщины									
1989.0	...	145.0	13.0	297.0	105.0	214.0	148.0	66.0	12.0
2002.0	4.0	260.0	31.0	395.0	113.0	148.0	43.0	6.0	-
Городское население									
1989.0	...	168.0	17.0	281.0	125.0	226.0	123.0	52.0	8.0
2002.0	5.0	280.0	35.0	369.0	117.0	149.0	39.0	6.0	-
Мужчины									
1989.0	...	165.0	18.0	246.0	154.0	229.0	126.0	56.0	6.0
2002.0	6.0	262.0	35.0	344.0	137.0	159.0	50.0	7.0	-
Женщины									
1989.0	...	172.0	15.0	316.0	97.0	222.0	121.0	48.0	9.0
2002.0	5.0	298.0	35.0	395.0	95.0	139.0	29.0	4.0	-
Сельское население									
1989.0	...	65.0	7.0	191.0	171.0	197.0	211.0	137.0	21.0
2002.0	2.0	127.0	16.0	323.0	203.0	202.0	109.0	17.0	1.0
Мужчины									
1989.0	...	63.0	7.0	151.0	207.0	203.0	197.0	152.0	20.0
2002.0	2.0	111.0	14.0	265.0	236.0	224.0	126.0	21.0	1.0
Женщины									
1989.0	...	66.0	8.0	239.0	128.0	190.0	227.0	120.0	22.0
2002.0	2.0	147.0	18.0	397.0	163.0	173.0	87.0	12.0	1.0
Приволжский федеральный округ									
Городское и сельское население									
1989.0	...	120.0	11.0	226.0	191.0	217.0	143.0	81.0	11.0
2002.0	3.0	198.0	26.0	358.0	178.0	172.0	57.0	8.0	-
Мужчины									
1989.0	...	110.0	12.0	176.0	233.0	222.0	144.0	93.0	10.0
2002.0	3.0	175.0	24.0	316.0	212.0	187.0	72.0	11.0	-
Женщины									
1989.0	...	130.0	11.0	279.0	146.0	213.0	141.0	68.0	12.0
2002.0	3.0	221.0	27.0	402.0	143.0	156.0	43.0	5.0	-
Городское население									
1989.0	...	141.0	13.0	246.0	188.0	222.0	123.0	59.0	8.0
2002.0	4.0	225.0	29.0	374.0	155.0	163.0	44.0	6.0	-
Мужчины									
1989.0	...	133.0	14.0	198.0	225.0	228.0	129.0	66.0	7.0
2002.0	4.0	206.0	29.0	341.0	181.0	176.0	56.0	7.0	-
Женщины									
1989.0	...	148.0	12.0	295.0	149.0	216.0	118.0	53.0	9.0
2002.0	4.0	245.0	30.0	406.0	130.0	149.0	32.0	4.0	-
Сельское население									
1989.0	...	60.0	7.0	168.0	201.0	205.0	198.0	141.0	20.0
2002.0	1.0	112.0	14.0	309.0	250.0	199.0	99.0	15.0	1.0
Мужчины									
1989.0	...	51.0	7.0	119.0	254.0	205.0	184.0	160.0	20.0
2002.0	1.0	90.0	11.0	245.0	302.0	215.0	115.0	20.0	1.0
Женщины									
1989.0	...	72.0	8.0	229.0	133.0	204.0	215.0	119.0	20.0
2002.0	1.0	138.0	17.0	387.0	189.0	179.0	79.0	9.0	1.0
Республика Башкортостан									
Городское и сельское население									
1989.0	...	102.0	11.0	220.0	241.0	201.0	135.0	79.0	11.0
2002.0	3.0	172.0	25.0	381.0	229.0	135.0	47.0	8.0	-
Мужчины									
1989.0	...	93.0	11.0	177.0	287.0	198.0	131.0	92.0	11.0
2002.0	3.0	149.0	22.0	346.0	273.0	141.0	55.0	11.0	-
Женщины									
1989.0	...	112.0	11.0	269.0	189.0	204.0	141.0	64.0	10.0
2002.0	3.0	198.0	28.0	418.0	183.0	128.0	37.0	5.0	-
Городское население									
1989.0	...	121.0	13.0	251.0	232.0	207.0	114.0	55.0	7.0
2002.0	4.0	200.0	29.0	416.0	185.0	125.0	35.0	6.0	-
Мужчины									
1989.0	...	115.0	13.0	209.0	269.0	210.0	117.0	61.0	6.0
2002.0	4.0	179.0	27.0	393.0	213.0	134.0	43.0	7.0	-
Женщины									
1989.0	...	128.0	12.0	295.0	195.0	203.0	111.0	48.0	8.0
2002.0	3.0	222.0	31.0	439.0	157.0	117.0	27.0	4.0	-
Сельское население									
1989.0	...	61.0	7.0	155.0	258.0	189.0	181.0	131.0	18.0
2002.0	1.0	110.0	16.0	301.0	330.0	156.0	73.0	13.0	-
Мужчины									
1989.0	...	52.0	7.0	117.0	321.0	176.0	156.0	151.0	20.0
2002.0	1.0	88.0	12.0	249.0	394.0	157.0	80.0	18.0	1.0
Женщины									
1989.0	...	72.0	8.0	207.0	176.0	206.0	213.0	104.0	14.0
2002.0	1.0	138.0	19.0	365.0	249.0	155.0	65.0	8.0	-
Республика Марий Эл									
Городское и сельское население									
1989.0	...	128.0	11.0	213.0	219.0	207.0	139.0	73.0	10.0
2002.0	3.0	210.0	20.0	345.0	211.0	153.0	52.0	6.0	-
Мужчины									
1989.0	...	114.0	11.0	167.0	273.0	211.0	138.0	79.0	7.0
2002.0	3.0	179.0	19.0	306.0	254.0	166.0	65.0	8.0	-
Женщины									
1989.0	...	143.0	10.0	262.0	162.0	204.0	140.0	67.0	12.0
2002.0	3.0	241.0	21.0	382.0	169.0	140.0	40.0	4.0	-
Городское население									
1989.0	...	160.0	13.0	241.0	202.0	208.0	116.0	53.0	7.0
2002.0	4.0	248.0	24.0	363.0	176.0	142.0	39.0	4.0	-
Мужчины									
1989.0	...	151.0	15.0	195.0	242.0	210.0	123.0	59.0	5.0
2002.0	4.0	220.0	24.0	331.0	208.0	156.0	52.0	5.0	-
Женщины									
1989.0	...	170.0	12.0	284.0	164.0	205.0	109.0	47.0	9.0
2002.0	3.0	274.0	25.0	394.0	146.0	130.0	25.0	3.0	-
Сельское население									
1989.0	...	69.0	6.0	163.0	250.0	207.0	182.0	109.0	14.0
2002.0	1.0	125.0	10.0	303.0	290.0	177.0	83.0	11.0	-
Мужчины									
1989.0	...	54.0	6.0	122.0	323.0	212.0	162.0	110.0	11.0
2002.0	1.0	93.0	8.0	256.0	350.0	188.0	91.0	13.0	-
Женщины									
1989.0	...	88.0	7.0	215.0	156.0	201.0	207.0	108.0	18.0
2002.0	-	161.0	12.0	354.0	224.0	166.0	75.0	8.0	-
Республика Мордовия									
Городское и сельское население									
1989.0	...	122.0	14.0	219.0	152.0	291.0	111.0	78.0	13.0
2002.0	4.0	222.0	22.0	325.0	187.0	198.0	37.0	5.0	-
Мужчины									
1989.0	...	102.0	14.0	175.0	204.0	294.0	113.0	87.0	11.0
2002.0	4.0	181.0	22.0	289.0	230.0	220.0	47.0	7.0	-
Женщины									
1989.0	...	143.0	15.0	267.0	95.0	287.0	109.0	68.0	16.0
2002.0	3.0	262.0	23.0	361.0	144.0	176.0	27.0	4.0	-
Городское население									
1989.0	...	156.0	18.0	250.0	147.0	290.0	86.0	45.0	8.0
2002.0	5.0	261.0	26.0	333.0	169.0	178.0	25.0	3.0	-
Мужчины									
1989.0	...	139.0	18.0	212.0	188.0	297.0	91.0	49.0	6.0
2002.0	5.0	223.0	27.0	310.0	202.0	197.0	32.0	4.0	-
Женщины									
1989.0	...	172.0	18.0	287.0	108.0	283.0	82.0	40.0	10.0
2002.0	5.0	294.0	25.0	354.0	140.0	161.0	19.0	2.0	-
Сельское население									
1989.0	...	69.0	9.0	171.0	159.0	292.0	150.0	128.0	22.0
2002.0	1.0	148.0	14.0	310.0	221.0	236.0	60.0	9.0	1.0
Мужчины									
1989.0	...	54.0	8.0	126.0	224.0	291.0	142.0	136.0	19.0
2002.0	1.0	111.0	13.0	254.0	278.0	260.0	71.0	12.0	-
Женщины									
1989.0	...	89.0	10.0	230.0	73.0	295.0	160.0	118.0	25.0
2002.0	1.0	192.0	16.0	377.0	151.0	208.0	48.0	6.0	1.0
Республика Татарстан									
Городское и сельское население									
1989.0	...	124.0	12.0	210.0	195.0	249.0	132.0	69.0	9.0
2002.0	4.0	198.0	29.0	343.0	168.0	204.0	48.0	6.0	-
Мужчины									
1989.0	...	113.0	13.0	164.0	233.0	253.0	134.0	81.0	9.0
2002.0	4.0	177.0	27.0	303.0	198.0	222.0	61.0	8.0	-
Женщины									
1989.0	...	135.0	12.0	258.0	155.0	244.0	131.0	56.0	9.0
2002.0	3.0	219.0	32.0	385.0	138.0	184.0	35.0	4.0	-
Городское население									
1989.0	...	145.0	14.0	231.0	196.0	252.0	109.0	47.0	6.0
2002.0	4.0	225.0	33.0	362.0	147.0	188.0	37.0	4.0	-
Мужчины									
1989.0	...	135.0	15.0	184.0	227.0	264.0	116.0	54.0	5.0
2002.0	5.0	206.0	32.0	328.0	165.0	209.0	50.0	5.0	-
Женщины									
1989.0	...	154.0	13.0	277.0	166.0	240.0	103.0	41.0	6.0
2002.0	4.0	243.0	35.0	395.0	128.0	167.0	25.0	3.0	-
Сельское население									
1989.0	...	56.0	7.0	143.0	191.0	238.0	207.0	138.0	20.0
2002.0	1.0	108.0	15.0	280.0	242.0	257.0	83.0	13.0	1.0
Мужчины									
1989.0	...	50.0	7.0	107.0	250.0	222.0	184.0	158.0	22.0
2002.0	1.0	91.0	12.0	225.0	296.0	264.0	93.0	17.0	1.0
Женщины									
1989.0	...	65.0	7.0	188.0	115.0	259.0	237.0	113.0	16.0
2002.0	1.0	128.0	19.0	348.0	177.0	249.0	70.0	8.0	-
Удмуртская Республика									
Городское и сельское население									
1989.0	...	120.0	11.0	206.0	182.0	269.0	136.0	67.0	9.0
2002.0	2.0	188.0	23.0	321.0	181.0	220.0	59.0	6.0	-
Мужчины									
1989.0	...	108.0	11.0	143.0	223.0	288.0	141.0	78.0	8.0
2002.0	3.0	162.0	21.0	265.0	218.0	247.0	76.0	8.0	-
Женщины									
1989.0	...	131.0	11.0	271.0	140.0	250.0	130.0	57.0	10.0
2002.0	2.0	214.0	24.0	377.0	145.0	192.0	42.0	4.0	-
Городское население									
1989.0	...	139.0	12.0	221.0	176.0	277.0	119.0	50.0	6.0
2002.0	3.0	217.0	27.0	337.0	162.0	207.0	43.0	4.0	-
Мужчины									
1989.0	...	132.0	13.0	162.0	214.0	291.0	127.0	56.0	5.0
2002.0	4.0	196.0	26.0	294.0	193.0	226.0	56.0	5.0	-
Женщины									
1989.0	...	146.0	11.0	278.0	140.0	263.0	111.0	44.0	7.0
2002.0	3.0	238.0	28.0	376.0	132.0	190.0	30.0	3.0	-
Сельское население									
1989.0	...	68.0	8.0	167.0	198.0	249.0	179.0	114.0	17.0
2002.0	1.0	109.0	12.0	280.0	231.0	253.0	104.0	10.0	-
Мужчины									
1989.0	...	53.0	7.0	98.0	244.0	280.0	173.0	128.0	17.0
2002.0	1.0	78.0	9.0	193.0	278.0	299.0	126.0	15.0	1.0
Женщины									
1989.0	...	88.0	9.0	253.0	140.0	210.0	186.0	96.0	18.0
2002.0	1.0	143.0	15.0	378.0	180.0	201.0	77.0	5.0	-
Чувашская Республика									
Городское и сельское население									
1989.0	...	104.0	11.0	210.0	193.0	247.0	153.0	72.0	10.0
2002.0	2.0	191.0	24.0	331.0	198.0	194.0	53.0	7.0	-
Мужчины									
1989.0	...	97.0	11.0	160.0	242.0	259.0	147.0	76.0	8.0
2002.0	3.0	166.0	22.0	284.0	233.0	220.0	64.0	8.0	-
Женщины									
1989.0	...	111.0	10.0	262.0	142.0	235.0	159.0	69.0	12.0
2002.0	2.0	215.0	26.0	377.0	164.0	168.0	43.0	5.0	-
Городское население									
1989.0	...	128.0	13.0	252.0	192.0	258.0	106.0	44.0	7.0
2002.0	3.0	229.0	30.0	371.0	153.0	176.0	34.0	4.0	-
Мужчины									
1989.0	...	126.0	14.0	202.0	230.0	275.0	104.0	45.0	4.0
2002.0	4.0	208.0	29.0	338.0	175.0	199.0	42.0	5.0	-
Женщины									
1989.0	...	131.0	12.0	301.0	156.0	241.0	107.0	43.0	9.0
2002.0	3.0	246.0	30.0	400.0	135.0	155.0	28.0	3.0	-
Сельское население									
1989.0	...	62.0	6.0	139.0	193.0	229.0	234.0	121.0	16.0
2002.0	1.0	116.0	13.0	250.0	285.0	230.0	93.0	12.0	-
Мужчины									
1989.0	...	53.0	7.0	98.0	258.0	235.0	212.0	124.0	13.0
2002.0	1.0	92.0	11.0	189.0	331.0	257.0	103.0	15.0	1.0
Женщины									
1989.0	...	72.0	6.0	189.0	115.0	222.0	260.0	117.0	19.0
2002.0	1.0	144.0	15.0	323.0	230.0	197.0	81.0	9.0	-
Кировская область									
Городское и сельское население									
1989.0	...	104.0	10.0	216.0	216.0	201.0	143.0	96.0	14.0
2002.0	2.0	163.0	21.0	346.0	216.0	175.0	67.0	10.0	-
Мужчины									
1989.0	...	94.0	9.0	147.0	270.0	215.0	145.0	109.0	11.0
2002.0	2.0	137.0	19.0	276.0	270.0	197.0	84.0	14.0	1.0
Женщины									
1989.0	...	115.0	10.0	293.0	157.0	185.0	141.0	82.0	17.0
2002.0	2.0	189.0	24.0	415.0	164.0	153.0	48.0	5.0	-
Городское население									
1989.0	...	122.0	10.0	230.0	210.0	211.0	129.0	78.0	10.0
2002.0	3.0	186.0	25.0	358.0	194.0	176.0	52.0	6.0	-
Мужчины									
1989.0	...	116.0	11.0	163.0	260.0	225.0	134.0	84.0	7.0
