1.8. НАСЕЛЕНИЕ ПО ПОЛУ И ВОЗРАСТНЫМ ГРУППАМ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ									
									
	Городское и сельское население в возрасте			Городское население в возрасте			Сельское население в возрасте		
2002.0	462180.0	1679897.0	550159.0	320641.0	1295437.0	405504.0	141539.0	384460.0	144655.0
Мужчины									
1989.0	352514.0	817795.0	127087.0	249940.0	615796.0	92712.0	102574.0	201999.0	34375.0
2002.0	236570.0	840109.0	172462.0	164043.0	639988.0	123840.0	72527.0	200121.0	48622.0
Женщины									
1989.0	340793.0	774034.0	366219.0	241398.0	608475.0	262673.0	99395.0	165559.0	103546.0
2002.0	225610.0	839788.0	377697.0	156598.0	655449.0	281664.0	69012.0	184339.0	96033.0
Омская область									
Мужчины и женщины									
1989.0	590243.0	1207985.0	343678.0	368316.0	855001.0	225236.0	221927.0	352984.0	118442.0
2002.0	393333.0	1289614.0	395735.0	242736.0	916009.0	269218.0	150597.0	373605.0	126517.0
Мужчины									
1989.0	299224.0	619958.0	88326.0	186783.0	429112.0	58314.0	112441.0	190846.0	30012.0
2002.0	201575.0	639536.0	124504.0	124382.0	447896.0	82001.0	77193.0	191640.0	42503.0
Женщины									
1989.0	291019.0	588027.0	255352.0	181533.0	425889.0	166922.0	109486.0	162138.0	88430.0
2002.0	191758.0	650078.0	271231.0	118354.0	468113.0	187217.0	73404.0	181965.0	84014.0
Томская область									
Мужчины и женщины									
1989.0	270721.0	587863.0	143056.0	174494.0	422444.0	93562.0	96227.0	165419.0	49494.0
2002.0	187607.0	682127.0	176300.0	116466.0	479424.0	112647.0	71141.0	202703.0	63653.0
Мужчины									
1989.0	137777.0	313209.0	37019.0	88874.0	221762.0	24035.0	48903.0	91447.0	12984.0
2002.0	95883.0	341507.0	55981.0	59396.0	237106.0	34580.0	36487.0	104401.0	21401.0
Женщины									
1989.0	132944.0	274654.0	106037.0	85620.0	200682.0	69527.0	47324.0	73972.0	36510.0
2002.0	91724.0	340620.0	120319.0	57070.0	242318.0	78067.0	34654.0	98302.0	42252.0
Читинская область									
Мужчины и женщины									
1989.0	425349.0	777024.0	172966.0	257491.0	524795.0	112427.0	167858.0	252229.0	60539.0
2002.0	263858.0	715007.0	176015.0	154654.0	472050.0	111465.0	109204.0	242957.0	64550.0
Мужчины									
1989.0	215885.0	413086.0	48350.0	130908.0	275329.0	31385.0	84977.0	137757.0	16965.0
2002.0	134257.0	366914.0	57296.0	78564.0	238659.0	34683.0	55693.0	128255.0	22613.0
Женщины									
1989.0	209464.0	363938.0	124616.0	126583.0	249466.0	81042.0	82881.0	114472.0	43574.0
2002.0	129601.0	348093.0	118719.0	76090.0	233391.0	76782.0	53511.0	114702.0	41937.0
Агинский Бурятский автономный округ									
Мужчины и женщины									
1989.0	29894.0	39338.0	7956.0	8617.0	14189.0	2328.0	21277.0	25149.0	5628.0
2002.0	22164.0	41433.0	8615.0	7560.0	15122.0	2828.0	14604.0	26311.0	5787.0
Мужчины									
1989.0	15086.0	21136.0	2175.0	4290.0	7608.0	649.0	10796.0	13528.0	1526.0
2002.0	11311.0	20898.0	2917.0	3894.0	7174.0	950.0	7417.0	13724.0	1967.0
Женщины									
1989.0	14808.0	18202.0	5781.0	4327.0	6581.0	1679.0	10481.0	11621.0	4102.0
2002.0	10853.0	20535.0	5698.0	3666.0	7948.0	1878.0	7187.0	12587.0	3820.0
Дальневосточный федеральный округ									
Мужчины и женщины									
1989.0	2235868.0	4888192.0	825570.0	1614335.0	3781136.0	631581.0	621533.0	1107056.0	193989.0
2002.0	1321460.0	4336427.0	1031447.0	933246.0	3348668.0	796363.0	388214.0	987759.0	235084.0
Мужчины									
1989.0	1137044.0	2613880.0	233123.0	820471.0	2003193.0	174950.0	316573.0	610687.0	58173.0
2002.0	675896.0	2255438.0	321816.0	477020.0	1719128.0	242618.0	198876.0	536310.0	79198.0
Женщины									
1989.0	1098824.0	2274312.0	592447.0	793864.0	1777943.0	456631.0	304960.0	496369.0	135816.0
2002.0	645564.0	2080989.0	709631.0	456226.0	1629540.0	553745.0	189338.0	451449.0	155886.0
Республика Саха (Якутия)									
Мужчины и женщины									
1989.0	356177.0	667386.0	70352.0	224466.0	467693.0	39659.0	131711.0	199693.0	30693.0
2002.0	251721.0	602750.0	94650.0	140188.0	409607.0	60071.0	111533.0	193143.0	34579.0
Мужчины									
1989.0	181059.0	351493.0	19001.0	114310.0	246097.0	9671.0	66749.0	105396.0	9330.0
2002.0	128660.0	304841.0	30632.0	71472.0	206264.0	18349.0	57188.0	98577.0	12283.0
Женщины									
1989.0	175118.0	315893.0	51351.0	110156.0	221596.0	29988.0	64962.0	94297.0	21363.0
2002.0	123061.0	297909.0	64018.0	68716.0	203343.0	41722.0	54345.0	94566.0	22296.0
Приморский край									
Мужчины и женщины									
1989.0	592873.0	1373804.0	289194.0	437289.0	1084622.0	221892.0	155584.0	289182.0	67302.0
2002.0	371385.0	1328848.0	369792.0	276182.0	1054026.0	290680.0	95203.0	274822.0	79112.0
Мужчины									
1989.0	301081.0	733669.0	83712.0	221864.0	573291.0	62871.0	79217.0	160378.0	20841.0
2002.0	190339.0	695529.0	116255.0	141641.0	544790.0	89844.0	48698.0	150739.0	26411.0
Женщины									
1989.0	291792.0	640135.0	205482.0	215425.0	511331.0	159021.0	76367.0	128804.0	46461.0
2002.0	181046.0	633319.0	253537.0	134541.0	509236.0	200836.0	46505.0	124083.0	52701.0
Хабаровский край									
Мужчины и женщины									
1989.0	428072.0	974128.0	195543.0	327802.0	788066.0	164871.0	100270.0	186062.0	30672.0
2002.0	260162.0	934557.0	241576.0	199320.0	753872.0	203892.0	60842.0	180685.0	37684.0
Мужчины									
1989.0	217988.0	520537.0	55647.0	166822.0	415209.0	46477.0	51166.0	105328.0	9170.0
2002.0	132812.0	486742.0	74523.0	101764.0	385290.0	61985.0	31048.0	101452.0	12538.0
Женщины									
1989.0	210084.0	453591.0	139896.0	160980.0	372857.0	118394.0	49104.0	80734.0	21502.0
2002.0	127350.0	447815.0	167053.0	97556.0	368582.0	141907.0	29794.0	79233.0	25146.0
Амурская область									
Мужчины и женщины									
1989.0	303471.0	620879.0	125894.0	195943.0	430822.0	87451.0	107528.0	190057.0	38443.0
2002.0	182067.0	574424.0	146021.0	112922.0	388395.0	92759.0	69145.0	186029.0	53262.0
Мужчины									
1989.0	153702.0	333668.0	37199.0	98978.0	226903.0	25790.0	54724.0	106765.0	11409.0
2002.0	93187.0	295288.0	46829.0	57601.0	194726.0	28738.0	35586.0	100562.0	18091.0
Женщины									
1989.0	149769.0	287211.0	88695.0	96965.0	203919.0	61661.0	52804.0	83292.0	27034.0
2002.0	88880.0	279136.0	99192.0	55321.0	193669.0	64021.0	33559.0	85467.0	35171.0
Камчатская область									
Мужчины и женщины									
1989.0	133019.0	313842.0	25071.0	105134.0	259065.0	20270.0	27885.0	54777.0	4801.0
2002.0	67453.0	247072.0	43968.0	52861.0	202100.0	35545.0	14592.0	44972.0	8423.0
Мужчины									
1989.0	67692.0	172539.0	5719.0	53455.0	143293.0	4465.0	14237.0	29246.0	1254.0
2002.0	34305.0	135095.0	13184.0	26870.0	110444.0	10442.0	7435.0	24651.0	2742.0
Женщины									
1989.0	65327.0	141303.0	19352.0	51679.0	115772.0	15805.0	13648.0	25531.0	3547.0
2002.0	33148.0	111977.0	30784.0	25991.0	91656.0	25103.0	7157.0	20321.0	5681.0
Корякский автономный округ									
Мужчины и женщины									
1989.0	12533.0	25352.0	2055.0	4549.0	10108.0	652.0	7984.0	15244.0	1403.0
2002.0	6161.0	16412.0	2573.0	1551.0	4283.0	675.0	4610.0	12129.0	1898.0
Мужчины									
1989.0	6445.0	13629.0	593.0	2318.0	5458.0	166.0	4127.0	8171.0	427.0
2002.0	3098.0	8868.0	852.0	747.0	2149.0	205.0	2351.0	6719.0	647.0
Женщины									
1989.0	6088.0	11723.0	1462.0	2231.0	4650.0	486.0	3857.0	7073.0	976.0
2002.0	3063.0	7544.0	1721.0	804.0	2134.0	470.0	2259.0	5410.0	1251.0
Магаданская область									
Мужчины и женщины									
1989.0	112621.0	261360.0	17683.0	93992.0	219185.0	15093.0	18629.0	42175.0	2590.0
2002.0	34769.0	127485.0	20308.0	32073.0	117741.0	18749.0	2696.0	9744.0	1559.0
Мужчины									
1989.0	57449.0	140060.0	4402.0	47887.0	114736.0	3670.0	9562.0	25324.0	732.0
2002.0	17847.0	65947.0	5861.0	16428.0	60379.0	5326.0	1419.0	5568.0	535.0
Женщины									
1989.0	55172.0	121300.0	13281.0	46105.0	104449.0	11423.0	9067.0	16851.0	1858.0
2002.0	16922.0	61538.0	14447.0	15645.0	57362.0	13423.0	1277.0	4176.0	1024.0
Сахалинская область									
Мужчины и женщины									
1989.0	193182.0	445631.0	71429.0	154774.0	369239.0	60260.0	38408.0	76392.0	11169.0
2002.0	101520.0	362986.0	81183.0	87596.0	314865.0	70678.0	13924.0	48121.0	10505.0
Мужчины									
1989.0	98491.0	239506.0	18634.0	78867.0	197916.0	15567.0	19624.0	41590.0	3067.0
2002.0	52033.0	188499.0	23877.0	44801.0	161623.0	20518.0	7232.0	26876.0	3359.0
Женщины									
1989.0	94691.0	206125.0	52795.0	75907.0	171323.0	44693.0	18784.0	34802.0	8102.0
2002.0	49487.0	174487.0	57306.0	42795.0	153242.0	50160.0	6692.0	21245.0	7146.0
Еврейская автономная область									
Мужчины и женщины									
1989.0	66244.0	120611.0	27230.0	39842.0	80432.0	20204.0	26402.0	40179.0	7026.0
2002.0	39917.0	120601.0	30333.0	25200.0	81417.0	21699.0	14717.0	39184.0	8634.0
Мужчины									
1989.0	33768.0	62775.0	8032.0	20235.0	41361.0	6040.0	13533.0	21414.0	1992.0
2002.0	20339.0	62764.0	9481.0	12904.0	40716.0	6680.0	7435.0	22048.0	2801.0
Женщины									
1989.0	32476.0	57836.0	19198.0	19607.0	39071.0	14164.0	12869.0	18765.0	5034.0
2002.0	19578.0	57837.0	20852.0	12296.0	40701.0	15019.0	7282.0	17136.0	5833.0
Чукотский автономный округ									
Мужчины и женщины									
1989.0	50209.0	110551.0	3174.0	35093.0	82012.0	1881.0	15116.0	28539.0	1293.0
2002.0	12466.0	37704.0	3616.0	6904.0	26645.0	2290.0	5562.0	11059.0	1326.0
Мужчины									
1989.0	25814.0	59633.0	777.0	18053.0	44387.0	399.0	7761.0	15246.0	378.0
2002.0	6374.0	20733.0	1174.0	3539.0	14896.0	736.0	2835.0	5837.0	438.0
Женщины									
1989.0	24395.0	50918.0	2397.0	17040.0	37625.0	1482.0	7355.0	13293.0	915.0
2002.0	6092.0	16971.0	2442.0	3365.0	11749.0	1554.0	2727.0	5222.0	888.0
