6. ЗАНЯТОЕ В ЭКОНОМИКЕ НАСЕЛЕНИЕ ЧАСТНЫХ ДОМОХОЗЯЙСТВ В ВОЗРАСТЕ 15-64 ЛЕТ ПО ТЕРРИТОРИИ НАХОЖДЕНИЯ РАБОТЫ И ПОЛОЖЕНИЮ В ЗАНЯТИИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
	Всего		в том числе по положению в занятии					
Приволжский федеральный округ								
Городское и сельское население, занятое в экономике	13255158.0	12598277.0	656247.0	192547.0	382700.0	57889.0	23111.0	634.0
в том числе:								
на территории своего субъекта	13019196.0	12375911.0	642720.0	189577.0	374301.0	56435.0	22407.0	565.0
на территории другого субъекта	166059.0	157931.0	8128.0	1865.0	5315.0	589.0	359.0	-
на территории других стран	3872.0	3444.0	428.0	108.0	262.0	39.0	19.0	-
Мужчины, занятые в экономике	6637161.0	6251412.0	385422.0	124449.0	213364.0	34829.0	12780.0	327.0
в том числе:								
на территории своего субъекта	6453841.0	6077866.0	375688.0	122173.0	207380.0	33821.0	12314.0	287.0
на территории другого субъекта	143832.0	137529.0	6303.0	1518.0	4057.0	451.0	277.0	-
на территории других стран	2522.0	2188.0	334.0	96.0	191.0	33.0	14.0	-
Женщины, занятые в экономике	6617997.0	6346865.0	270825.0	68098.0	169336.0	23060.0	10331.0	307.0
в том числе:								
на территории своего субъекта	6565355.0	6298045.0	267032.0	67404.0	166921.0	22614.0	10093.0	278.0
на территории другого субъекта	22227.0	20402.0	1825.0	347.0	1258.0	138.0	82.0	-
на территории других стран	1350.0	1256.0	94.0	12.0	71.0	6.0	5.0	-
Городское население, занятое в экономике	10013546.0	9473607.0	539398.0	168665.0	321002.0	31113.0	18618.0	541.0
в том числе:								
на территории своего субъекта	9843412.0	9314837.0	528099.0	166039.0	314063.0	29956.0	18041.0	476.0
на территории другого субъекта	112543.0	105872.0	6671.0	1616.0	4351.0	436.0	268.0	-
на территории других стран	3438.0	3053.0	385.0	108.0	224.0	34.0	19.0	-
Сельское население, занятое в экономике	3241612.0	3124670.0	116849.0	23882.0	61698.0	26776.0	4493.0	93.0
в том числе:								
на территории своего субъекта	3175784.0	3061074.0	114621.0	23538.0	60238.0	26479.0	4366.0	89.0
на территории другого субъекта	53516.0	52059.0	1457.0	249.0	964.0	153.0	91.0	-
на территории других стран	434.0	391.0	43.0	-	38.0	5.0	-	-
Республика Башкортостан								
Городское и сельское население, занятое в экономике	1672385.0	1589542.0	82838.0	26056.0	48657.0	4521.0	3604.0	5.0
в том числе:								
на территории своего субъекта	1630678.0	1549048.0	81625.0	25731.0	47927.0	4391.0	3576.0	5.0
на территории другого субъекта	37438.0	36541.0	897.0	239.0	562.0	73.0	23.0	-
на территории других стран	405.0	375.0	30.0	8.0	22.0	-	-	-
Мужчины, занятые в экономике	860750.0	811879.0	48869.0	16607.0	27592.0	2652.0	2018.0	2.0
в том числе:								
на территории своего субъекта	823260.0	775342.0	47916.0	16358.0	27008.0	2560.0	1990.0	2.0
на территории другого субъекта	34578.0	33828.0	750.0	194.0	482.0	51.0	23.0	-
на территории других стран	224.0	203.0	21.0	8.0	13.0	-	-	-
Женщины, занятые в экономике	811635.0	777663.0	33969.0	9449.0	21065.0	1869.0	1586.0	3.0
в том числе:								
на территории своего субъекта	807418.0	773706.0	33709.0	9373.0	20919.0	1831.0	1586.0	3.0
на территории другого субъекта	2860.0	2713.0	147.0	45.0	80.0	22.0	-	-
на территории других стран	181.0	172.0	9.0	-	9.0	-	-	-
Городское население, занятое в экономике	1154321.0	1087369.0	66951.0	22287.0	38978.0	3042.0	2644.0	1.0
в том числе:								
на территории своего субъекта	1127123.0	1061109.0	66013.0	21997.0	38400.0	2991.0	2625.0	1.0
на территории другого субъекта	24287.0	23572.0	715.0	220.0	450.0	31.0	14.0	-
на территории других стран	381.0	351.0	30.0	8.0	22.0	-	-	-
Сельское население, занятое в экономике	518064.0	502173.0	15887.0	3769.0	9679.0	1479.0	960.0	4.0
в том числе:								
на территории своего субъекта	503555.0	487939.0	15612.0	3734.0	9527.0	1400.0	951.0	4.0
на территории другого субъекта	13151.0	12969.0	182.0	19.0	112.0	42.0	9.0	-
на территории других стран	24.0	24.0	-	-	-	-	-	-
Республика Марий Эл								
Городское и сельское население, занятое в экономике	299661.0	286397.0	13261.0	4116.0	8393.0	538.0	214.0	3.0
в том числе:								
на территории своего субъекта	286721.0	274134.0	12584.0	3990.0	7875.0	520.0	199.0	3.0
на территории другого субъекта	12248.0	11626.0	622.0	122.0	474.0	11.0	15.0	-
на территории других стран	128.0	119.0	9.0	-	9.0	-	-	-
Мужчины, занятые в экономике	145748.0	138461.0	7285.0	2495.0	4360.0	308.0	122.0	2.0
в том числе:								
на территории своего субъекта	135975.0	129158.0	6815.0	2418.0	3993.0	297.0	107.0	2.0
на территории другого субъекта	9361.0	8918.0	443.0	73.0	344.0	11.0	15.0	-
на территории других стран	57.0	52.0	5.0	-	5.0	-	-	-
Женщины, занятые в экономике	153913.0	147936.0	5976.0	1621.0	4033.0	230.0	92.0	1.0
в том числе:								
на территории своего субъекта	150746.0	144976.0	5769.0	1572.0	3882.0	223.0	92.0	1.0
на территории другого субъекта	2887.0	2708.0	179.0	49.0	130.0	-	-	-
на территории других стран	71.0	67.0	4.0	-	4.0	-	-	-
Городское население, занятое в экономике	207000.0	195727.0	11270.0	3605.0	7161.0	314.0	190.0	3.0
в том числе:								
на территории своего субъекта	197474.0	186748.0	10723.0	3506.0	6742.0	300.0	175.0	3.0
на территории другого субъекта	8986.0	8489.0	497.0	95.0	380.0	7.0	15.0	-
на территории других стран	120.0	111.0	9.0	-	9.0	-	-	-
Сельское население, занятое в экономике	92661.0	90670.0	1991.0	511.0	1232.0	224.0	24.0	-
в том числе:								
на территории своего субъекта	89247.0	87386.0	1861.0	484.0	1133.0	220.0	24.0	-
на территории другого субъекта	3262.0	3137.0	125.0	27.0	94.0	4.0	-	-
на территории других стран	8.0	8.0	-	-	-	-	-	-
Республика Мордовия								
Городское и сельское население, занятое в экономике	349073.0	329667.0	19404.0	3558.0	9648.0	6026.0	172.0	2.0
в том числе:								
на территории своего субъекта	341602.0	322736.0	18864.0	3478.0	9266.0	5971.0	149.0	2.0
на территории другого субъекта	7091.0	6607.0	484.0	71.0	346.0	44.0	23.0	-
на территории других стран	58.0	53.0	5.0	-	5.0	-	-	-
Мужчины, занятые в экономике	170433.0	159099.0	11333.0	2196.0	5016.0	4015.0	106.0	1.0
в том числе:								
на территории своего субъекта	165027.0	154048.0	10978.0	2140.0	4769.0	3978.0	91.0	1.0
на территории другого субъекта	5158.0	4835.0	323.0	47.0	231.0	30.0	15.0	-
на территории других стран	29.0	29.0	-	-	-	-	-	-
Женщины, занятые в экономике	178640.0	170568.0	8071.0	1362.0	4632.0	2011.0	66.0	1.0
в том числе:								
на территории своего субъекта	176575.0	168688.0	7886.0	1338.0	4497.0	1993.0	58.0	1.0
на территории другого субъекта	1933.0	1772.0	161.0	24.0	115.0	14.0	8.0	-
на территории других стран	29.0	24.0	5.0	-	5.0	-	-	-
Городское население, занятое в экономике	234302.0	223144.0	11156.0	3011.0	7648.0	389.0	108.0	2.0
в том числе:								
на территории своего субъекта	230158.0	219321.0	10835.0	2936.0	7430.0	369.0	100.0	2.0
на территории другого субъекта	3913.0	3623.0	290.0	71.0	198.0	13.0	8.0	-
на территории других стран	58.0	53.0	5.0	-	5.0	-	-	-
Сельское население, занятое в экономике	114771.0	106523.0	8248.0	547.0	2000.0	5637.0	64.0	-
в том числе:								
на территории своего субъекта	111444.0	103415.0	8029.0	542.0	1836.0	5602.0	49.0	-
на территории другого субъекта	3178.0	2984.0	194.0	-	148.0	31.0	15.0	-
на территории других стран	-	-	-	-	-	-	-	-
Республика Татарстан								
Городское и сельское население, занятое в экономике	1685719.0	1602474.0	83234.0	20897.0	43624.0	14486.0	4227.0	11.0
в том числе:								
на территории своего субъекта	1672772.0	1590552.0	82209.0	20577.0	43086.0	14402.0	4144.0	11.0
на территории другого субъекта	8431.0	7824.0	607.0	229.0	304.0	34.0	40.0	-
на территории других стран	317.0	272.0	45.0	15.0	25.0	5.0	-	-
Мужчины, занятые в экономике	849750.0	799657.0	50088.0	13876.0	24581.0	9322.0	2309.0	5.0
в том числе:								
на территории своего субъекта	839822.0	790501.0	49316.0	13625.0	24171.0	9260.0	2260.0	5.0
на территории другого субъекта	7158.0	6654.0	504.0	195.0	248.0	34.0	27.0	-
на территории других стран	188.0	151.0	37.0	15.0	17.0	5.0	-	-
Женщины, занятые в экономике	835969.0	802817.0	33146.0	7021.0	19043.0	5164.0	1918.0	6.0
в том числе:								
на территории своего субъекта	832950.0	800051.0	32893.0	6952.0	18915.0	5142.0	1884.0	6.0
на территории другого субъекта	1273.0	1170.0	103.0	34.0	56.0	-	13.0	-
на территории других стран	129.0	121.0	8.0	-	8.0	-	-	-
Городское население, занятое в экономике	1297881.0	1232524.0	65346.0	19213.0	38385.0	4399.0	3349.0	11.0
в том числе:								
на территории своего субъекта	1287217.0	1222789.0	64417.0	18907.0	37904.0	4332.0	3274.0	11.0
на территории другого субъекта	7056.0	6490.0	566.0	215.0	277.0	34.0	40.0	-
на территории других стран	309.0	268.0	41.0	15.0	21.0	5.0	-	-
Сельское население, занятое в экономике	387838.0	369950.0	17888.0	1684.0	5239.0	10087.0	878.0	-
в том числе:								
на территории своего субъекта	385555.0	367763.0	17792.0	1670.0	5182.0	10070.0	870.0	-
на территории другого субъекта	1375.0	1334.0	41.0	14.0	27.0	-	-	-
на территории других стран	8.0	4.0	4.0	-	4.0	-	-	-
Удмуртская Республика								
Городское и сельское население, занятое в экономике	724578.0	693580.0	30993.0	9922.0	19402.0	736.0	933.0	5.0
в том числе:								
на территории своего субъекта	714929.0	684438.0	30486.0	9761.0	19106.0	695.0	924.0	5.0
на территории другого субъекта	8137.0	7814.0	323.0	112.0	187.0	24.0	-	-
на территории других стран	128.0	109.0	19.0	15.0	4.0	-	-	-
Мужчины, занятые в экономике	355896.0	337232.0	18661.0	6681.0	11042.0	435.0	503.0	3.0
в том числе:								
на территории своего субъекта	348134.0	329861.0	18270.0	6540.0	10825.0	411.0	494.0	3.0
на территории другого субъекта	6738.0	6503.0	235.0	92.0	130.0	13.0	-	-
на территории других стран	68.0	49.0	19.0	15.0	4.0	-	-	-
Женщины, занятые в экономике	368682.0	356348.0	12332.0	3241.0	8360.0	301.0	430.0	2.0
в том числе:								
на территории своего субъекта	366795.0	354577.0	12216.0	3221.0	8281.0	284.0	430.0	2.0
на территории другого субъекта	1399.0	1311.0	88.0	20.0	57.0	11.0	-	-
на территории других стран	60.0	60.0	-	-	-	-	-	-
Городское население, занятое в экономике	528913.0	502853.0	26055.0	8565.0	16089.0	600.0	801.0	5.0
в том числе:								
на территории своего субъекта	522318.0	496725.0	25588.0	8408.0	15823.0	565.0	792.0	5.0
на территории другого субъекта	5368.0	5070.0	298.0	108.0	166.0	24.0	-	-
на территории других стран	104.0	85.0	19.0	15.0	4.0	-	-	-
Сельское население, занятое в экономике	195665.0	190727.0	4938.0	1357.0	3313.0	136.0	132.0	-
в том числе:								
на территории своего субъекта	192611.0	187713.0	4898.0	1353.0	3283.0	130.0	132.0	-
на территории другого субъекта	2769.0	2744.0	25.0	4.0	21.0	-	-	-
на территории других стран	24.0	24.0	-	-	-	-	-	-
Чувашская Республика								
Городское и сельское население, занятое в экономике	548915.0	521287.0	27627.0	7004.0	18376.0	1540.0	707.0	1.0
в том числе:								
на территории своего субъекта	526164.0	500174.0	25989.0	6818.0	17177.0	1387.0	607.0	1.0
на территории другого субъекта	21327.0	19814.0	1513.0	159.0	1120.0	147.0	87.0	-
на территории других стран	193.0	168.0	25.0	12.0	13.0	-	-	-
Мужчины, занятые в экономике	270152.0	254827.0	15324.0	4294.0	9705.0	947.0	378.0	1.0
в том числе:								
на территории своего субъекта	251293.0	237136.0	14156.0	4147.0	8861.0	843.0	305.0	1.0
на территории другого субъекта	18002.0	16930.0	1072.0	120.0	787.0	98.0	67.0	-
на территории других стран	97.0	72.0	25.0	12.0	13.0	-	-	-
Женщины, занятые в экономике	278763.0	266460.0	12303.0	2710.0	8671.0	593.0	329.0	-
в том числе:								
на территории своего субъекта	274871.0	263038.0	11833.0	2671.0	8316.0	544.0	302.0	-
на территории другого субъекта	3325.0	2884.0	441.0	39.0	333.0	49.0	20.0	-
на территории других стран	96.0	96.0	-	-	-	-	-	-
Городское население, занятое в экономике	364005.0	340761.0	23243.0	6350.0	15557.0	776.0	560.0	1.0
в том числе:								
на территории своего субъекта	350226.0	328309.0	21916.0	6180.0	14569.0	677.0	490.0	1.0
на территории другого субъекта	12829.0	11608.0	1221.0	143.0	922.0	99.0	57.0	-
на территории других стран	185.0	160.0	25.0	12.0	13.0	-	-	-
Сельское население, занятое в экономике	184910.0	180526.0	4384.0	654.0	2819.0	764.0	147.0	-
в том числе:								
на территории своего субъекта	175938.0	171865.0	4073.0	638.0	2608.0	710.0	117.0	-
на территории другого субъекта	8498.0	8206.0	292.0	16.0	198.0	48.0	30.0	-
на территории других стран	8.0	8.0	-	-	-	-	-	-
Кировская область								
Городское и сельское население, занятое в экономике	667050.0	634517.0	32531.0	8760.0	20708.0	2565.0	498.0	2.0
в том числе:								
на территории своего субъекта	655886.0	624212.0	31672.0	8570.0	20127.0	2517.0	458.0	2.0
на территории другого субъекта	9758.0	9062.0	696.0	144.0	481.0	38.0	33.0	-
на территории других стран	126.0	109.0	17.0	4.0	13.0	-	-	-
Мужчины, занятые в экономике	326811.0	307494.0	19316.0	5760.0	11631.0	1622.0	303.0	1.0
в том числе:								
на территории своего субъекта	317188.0	298541.0	18646.0	5597.0	11191.0	1583.0	275.0	1.0
на территории другого субъекта	8764.0	8219.0	545.0	125.0	370.0	29.0	21.0	-
на территории других стран	80.0	63.0	17.0	4.0	13.0	-	-	-
Женщины, занятые в экономике	340239.0	327023.0	13215.0	3000.0	9077.0	943.0	195.0	1.0
в том числе:								
на территории своего субъекта	338698.0	325671.0	13026.0	2973.0	8936.0	934.0	183.0	1.0
на территории другого субъекта	994.0	843.0	151.0	19.0	111.0	9.0	12.0	-
на территории других стран	46.0	46.0	-	-	-	-	-	-
Городское население, занятое в экономике	502249.0	475100.0	27147.0	7850.0	18125.0	752.0	420.0	2.0
в том числе:								
на территории своего субъекта	494067.0	467687.0	26378.0	7686.0	17594.0	718.0	380.0	2.0
на территории другого субъекта	6989.0	6379.0	610.0	122.0	431.0	24.0	33.0	-
на территории других стран	122.0	105.0	17.0	4.0	13.0	-	-	-
Сельское население, занятое в экономике	164801.0	159417.0	5384.0	910.0	2583.0	1813.0	78.0	-
в том числе:								
на территории своего субъекта	161819.0	156525.0	5294.0	884.0	2533.0	1799.0	78.0	-
на территории другого субъекта	2769.0	2683.0	86.0	22.0	50.0	14.0	-	-
на территории других стран	4.0	4.0	-	-	-	-	-	-
Нижегородская область								
Городское и сельское население, занятое в экономике	1570198.0	1504497.0	65691.0	22477.0	36237.0	4738.0	2239.0	10.0
в том числе:								
на территории своего субъекта	1554697.0	1490035.0	64657.0	22201.0	35641.0	4629.0	2186.0	5.0
на территории другого субъекта	11179.0	10488.0	691.0	205.0	371.0	82.0	33.0	-
на территории других стран	461.0	381.0	80.0	16.0	52.0	7.0	5.0	-
Мужчины, занятые в экономике	768351.0	729524.0	38823.0	14660.0	20269.0	2664.0	1230.0	4.0
в том числе:								
на территории своего субъекта	756173.0	718150.0	38019.0	14428.0	19819.0	2570.0	1202.0	4.0
на территории другого субъекта	9610.0	9030.0	580.0	177.0	306.0	74.0	23.0	-
на территории других стран	347.0	287.0	60.0	12.0	41.0	7.0	-	-
Женщины, занятые в экономике	801847.0	774973.0	26868.0	7817.0	15968.0	2074.0	1009.0	6.0
в том числе:								
на территории своего субъекта	798524.0	771885.0	26638.0	7773.0	15822.0	2059.0	984.0	1.0
на территории другого субъекта	1569.0	1458.0	111.0	28.0	65.0	8.0	10.0	-
на территории других стран	114.0	94.0	20.0	4.0	11.0	-	5.0	-
Городское население, занятое в экономике	1300206.0	1241323.0	58876.0	20737.0	32066.0	4168.0	1905.0	7.0
в том числе:								
на территории своего субъекта	1288081.0	1230101.0	57978.0	20494.0	31554.0	4066.0	1864.0	2.0
на территории другого субъекта	8395.0	7801.0	594.0	184.0	307.0	82.0	21.0	-
на территории других стран	412.0	332.0	80.0	16.0	52.0	7.0	5.0	-
Сельское население, занятое в экономике	269992.0	263174.0	6815.0	1740.0	4171.0	570.0	334.0	3.0
в том числе:								
на территории своего субъекта	266616.0	259934.0	6679.0	1707.0	4087.0	563.0	322.0	3.0
на территории другого субъекта	2784.0	2687.0	97.0	21.0	64.0	-	12.0	-
на территории других стран	49.0	49.0	-	-	-	-	-	-
Оренбургская область								
Городское и сельское население, занятое в экономике	877206.0	829483.0	47691.0	13626.0	30588.0	2107.0	1370.0	32.0
в том числе:								
на территории своего субъекта	869357.0	822169.0	47161.0	13472.0	30272.0	2085.0	1332.0	27.0
на территории другого субъекта	4213.0	4011.0	202.0	69.0	128.0	-	5.0	-
на территории других стран	438.0	397.0	41.0	8.0	23.0	5.0	5.0	-
Мужчины, занятые в экономике	454224.0	427088.0	27118.0	8425.0	16784.0	1176.0	733.0	18.0
в том числе:								
на территории своего субъекта	448113.0	421348.0	26752.0	8319.0	16566.0	1159.0	708.0	13.0
на территории другого субъекта	3807.0	3658.0	149.0	49.0	95.0	-	5.0	-
на территории других стран	361.0	333.0	28.0	4.0	14.0	5.0	5.0	-
Женщины, занятые в экономике	422982.0	402395.0	20573.0	5201.0	13804.0	931.0	637.0	14.0
в том числе:								
на территории своего субъекта	421244.0	400821.0	20409.0	5153.0	13706.0	926.0	624.0	14.0
на территории другого субъекта	406.0	353.0	53.0	20.0	33.0	-	-	-
на территории других стран	77.0	64.0	13.0	4.0	9.0	-	-	-
Городское население, занятое в экономике	547414.0	513901.0	33494.0	9985.0	21039.0	1489.0	981.0	19.0
в том числе:								
на территории своего субъекта	542980.0	509853.0	33113.0	9867.0	20821.0	1482.0	943.0	14.0
на территории другого субъекта	2136.0	1990.0	146.0	49.0	92.0	-	5.0	-
на территории других стран	277.0	249.0	28.0	8.0	15.0	-	5.0	-
Сельское население, занятое в экономике	329792.0	315582.0	14197.0	3641.0	9549.0	618.0	389.0	13.0
в том числе:								
на территории своего субъекта	326377.0	312316.0	14048.0	3605.0	9451.0	603.0	389.0	13.0
на территории другого субъекта	2077.0	2021.0	56.0	20.0	36.0	-	-	-
на территории других стран	161.0	148.0	13.0	-	8.0	5.0	-	-
Пензенская область								
Городское и сельское население, занятое в экономике	561906.0	529892.0	31966.0	9190.0	20742.0	1503.0	531.0	48.0
в том числе:								
на территории своего субъекта	546940.0	516009.0	30883.0	8974.0	19970.0	1439.0	500.0	48.0
на территории другого субъекта	10069.0	9369.0	700.0	138.0	490.0	58.0	14.0	-
на территории других стран	129.0	115.0	14.0	4.0	10.0	-	-	-
Мужчины, занятые в экономике	279306.0	261016.0	18258.0	5719.0	11454.0	799.0	286.0	32.0
в том числе:								
на территории своего субъекта	268315.0	250780.0	17503.0	5555.0	10916.0	754.0	278.0	32.0
на территории другого субъекта	8397.0	7868.0	529.0	110.0	372.0	39.0	8.0	-
на территории других стран	84.0	70.0	14.0	4.0	10.0	-	-	-
Женщины, занятые в экономике	282600.0	268876.0	13708.0	3471.0	9288.0	704.0	245.0	16.0
в том числе:								
на территории своего субъекта	278625.0	265229.0	13380.0	3419.0	9054.0	685.0	222.0	16.0
на территории другого субъекта	1672.0	1501.0	171.0	28.0	118.0	19.0	6.0	-
на территории других стран	45.0	45.0	-	-	-	-	-	-
Городское население, занятое в экономике	407780.0	381139.0	26607.0	7927.0	17145.0	1120.0	415.0	34.0
в том числе:								
на территории своего субъекта	397601.0	371841.0	25726.0	7745.0	16518.0	1070.0	393.0	34.0
на территории другого субъекта	6717.0	6136.0	581.0	112.0	415.0	44.0	10.0	-
на территории других стран	120.0	106.0	14.0	4.0	10.0	-	-	-
Сельское население, занятое в экономике	154126.0	148753.0	5359.0	1263.0	3597.0	383.0	116.0	14.0
в том числе:								
на территории своего субъекта	149339.0	144168.0	5157.0	1229.0	3452.0	369.0	107.0	14.0
на территории другого субъекта	3352.0	3233.0	119.0	26.0	75.0	14.0	4.0	-
на территории других стран	9.0	9.0	-	-	-	-	-	-
Пермская область								
Городское и сельское население, занятое в экономике	1213888.0	1155296.0	58439.0	19374.0	32858.0	3837.0	2370.0	153.0
в том числе:								
на территории своего субъекта	1201934.0	1144085.0	57707.0	19195.0	32383.0	3800.0	2329.0	142.0
на территории другого субъекта	4969.0	4752.0	217.0	72.0	138.0	-	7.0	-
на территории других стран	253.0	223.0	30.0	-	21.0	-	9.0	-
Мужчины, занятые в экономике	593213.0	559212.0	33923.0	12211.0	18138.0	2270.0	1304.0	78.0
в том числе:								
на территории своего субъекта	584885.0	551462.0	33351.0	12062.0	17767.0	2252.0	1270.0	72.0
на территории другого субъекта	4355.0	4161.0	194.0	64.0	125.0	-	5.0	-
на территории других стран	127.0	105.0	22.0	-	13.0	-	9.0	-
Женщины, занятые в экономике	620675.0	596084.0	24516.0	7163.0	14720.0	1567.0	1066.0	75.0
в том числе:								
на территории своего субъекта	617049.0	592623.0	24356.0	7133.0	14616.0	1548.0	1059.0	70.0
на территории другого субъекта	614.0	591.0	23.0	8.0	13.0	-	2.0	-
на территории других стран	126.0	118.0	8.0	-	8.0	-	-	-
Городское население, занятое в экономике	963712.0	913393.0	50192.0	17355.0	28442.0	2336.0	2059.0	127.0
в том числе:								
на территории своего субъекта	953728.0	904065.0	49547.0	17184.0	28041.0	2304.0	2018.0	116.0
на территории другого субъекта	3754.0	3569.0	185.0	64.0	114.0	-	7.0	-
на территории других стран	227.0	206.0	21.0	-	12.0	-	9.0	-
Сельское население, занятое в экономике	250176.0	241903.0	8247.0	2019.0	4416.0	1501.0	311.0	26.0
в том числе:								
на территории своего субъекта	248206.0	240020.0	8160.0	2011.0	4342.0	1496.0	311.0	26.0
на территории другого субъекта	1215.0	1183.0	32.0	8.0	24.0	-	-	-
на территории других стран	26.0	17.0	9.0	-	9.0	-	-	-
Коми–Пермяцкий автономный округ								
Городское и сельское население, занятое в экономике	45469.0	44211.0	1258.0	411.0	729.0	66.0	52.0	-
в том числе:								
на территории своего субъекта	45102.0	43864.0	1238.0	408.0	715.0	66.0	49.0	-
на территории другого субъекта	346.0	329.0	17.0	3.0	12.0	-	2.0	-
на территории других стран	4.0	4.0	-	-	-	-	-	-
Мужчины, занятые в экономике	22645.0	21908.0	737.0	258.0	388.0	60.0	31.0	-
в том числе:								
на территории своего субъекта	22340.0	21620.0	720.0	255.0	375.0	60.0	30.0	-
на территории другого субъекта	293.0	279.0	14.0	3.0	11.0	-	-	-
на территории других стран	3.0	3.0	-	-	-	-	-	-
Женщины, занятые в экономике	22824.0	22303.0	521.0	153.0	341.0	6.0	21.0	-
в том числе:								
на территории своего субъекта	22762.0	22244.0	518.0	153.0	340.0	6.0	19.0	-
на территории другого субъекта	53.0	50.0	3.0	-	1.0	-	2.0	-
на территории других стран	1.0	1.0	-	-	-	-	-	-
Городское население, занятое в экономике	13851.0	13174.0	677.0	203.0	449.0	9.0	16.0	-
в том числе:								
на территории своего субъекта	13728.0	13068.0	660.0	200.0	438.0	9.0	13.0	-
на территории другого субъекта	114.0	99.0	15.0	3.0	10.0	-	2.0	-
на территории других стран	3.0	3.0	-	-	-	-	-	-
Сельское население, занятое в экономике	31618.0	31037.0	581.0	208.0	280.0	57.0	36.0	-
в том числе:								
на территории своего субъекта	31374.0	30796.0	578.0	208.0	277.0	57.0	36.0	-
на территории другого субъекта	232.0	230.0	2.0	-	2.0	-	-	-
на территории других стран	1.0	1.0	-	-	-	-	-	-
Самарская область								
Городское и сельское население, занятое в экономике	1456616.0	1381173.0	75364.0	22148.0	43060.0	6815.0	3341.0	79.0
в том числе:								
на территории своего субъекта	1434293.0	1359997.0	74226.0	21857.0	42633.0	6483.0	3253.0	70.0
на территории другого субъекта	12212.0	11822.0	390.0	144.0	170.0	44.0	32.0	-
на территории других стран	569.0	520.0	49.0	18.0	21.0	10.0	-	-
Мужчины, занятые в экономике	736579.0	692636.0	43903.0	14553.0	23778.0	3696.0	1876.0	40.0
в том числе:								
на территории своего субъекта	719448.0	676344.0	43064.0	14330.0	23451.0	3471.0	1812.0	40.0
на территории другого субъекта	11220.0	10884.0	336.0	123.0	137.0	44.0	32.0	-
на территории других стран	418.0	377.0	41.0	18.0	13.0	10.0	-	-
Женщины, занятые в экономике	720037.0	688537.0	31461.0	7595.0	19282.0	3119.0	1465.0	39.0
в том числе:								
на территории своего субъекта	714845.0	683653.0	31162.0	7527.0	19182.0	3012.0	1441.0	30.0
на территории другого субъекта	992.0	938.0	54.0	21.0	33.0	-	-	-
на территории других стран	151.0	143.0	8.0	-	8.0	-	-	-
Городское население, занятое в экономике	1225526.0	1158711.0	66746.0	19818.0	38169.0	5905.0	2854.0	69.0
в том числе:								
на территории своего субъекта	1207245.0	1141483.0	65702.0	19557.0	37791.0	5588.0	2766.0	60.0
на территории другого субъекта	9081.0	8722.0	359.0	129.0	154.0	44.0	32.0	-
на территории других стран	524.0	479.0	45.0	18.0	17.0	10.0	-	-
Сельское население, занятое в экономике	231090.0	222462.0	8618.0	2330.0	4891.0	910.0	487.0	10.0
в том числе:								
на территории своего субъекта	227048.0	218514.0	8524.0	2300.0	4842.0	895.0	487.0	10.0
на территории другого субъекта	3131.0	3100.0	31.0	15.0	16.0	-	-	-
на территории других стран	45.0	41.0	4.0	-	4.0	-	-	-
Саратовская область								
Городское и сельское население, занятое в экономике	1050813.0	991653.0	58918.0	17258.0	34164.0	5409.0	2087.0	242.0
в том числе:								
на территории своего субъекта	1021743.0	964413.0	57123.0	16970.0	33048.0	5135.0	1970.0	207.0
на территории другого субъекта	8756.0	8361.0	395.0	63.0	287.0	24.0	21.0	-
на территории других стран	483.0	423.0	60.0	4.0	44.0	12.0	-	-
Мужчины, занятые в экономике	536367.0	500789.0	35456.0	11515.0	19709.0	3072.0	1160.0	122.0
в том числе:								
на территории своего субъекта	518306.0	483839.0	34370.0	11313.0	19066.0	2890.0	1101.0	97.0
на территории другого субъекта	7707.0	7402.0	305.0	63.0	214.0	18.0	10.0	-
на территории других стран	326.0	281.0	45.0	4.0	35.0	6.0	-	-
Женщины, занятые в экономике	514446.0	490864.0	23462.0	5743.0	14455.0	2337.0	927.0	120.0
в том числе:								
на территории своего субъекта	503437.0	480574.0	22753.0	5657.0	13982.0	2245.0	869.0	110.0
на территории другого субъекта	1049.0	959.0	90.0	-	73.0	6.0	11.0	-
на территории других стран	157.0	142.0	15.0	-	9.0	6.0	-	-
Городское население, занятое в экономике	824261.0	776086.0	47949.0	14641.0	27957.0	3679.0	1672.0	226.0
в том числе:								
на территории своего субъекта	800896.0	754318.0	46387.0	14383.0	26998.0	3428.0	1578.0	191.0
на территории другого субъекта	6168.0	5819.0	349.0	52.0	252.0	24.0	21.0	-
на территории других стран	427.0	380.0	47.0	4.0	31.0	12.0	-	-
Сельское население, занятое в экономике	226552.0	215567.0	10969.0	2617.0	6207.0	1730.0	415.0	16.0
в том числе:								
на территории своего субъекта	220847.0	210095.0	10736.0	2587.0	6050.0	1707.0	392.0	16.0
на территории другого субъекта	2588.0	2542.0	46.0	11.0	35.0	-	-	-
на территории других стран	56.0	43.0	13.0	-	13.0	-	-	-
Ульяновская область								
Городское и сельское население, занятое в экономике	577150.0	548819.0	28290.0	8161.0	16243.0	3068.0	818.0	41.0
в том числе:								
на территории своего субъекта	561480.0	533909.0	27534.0	7983.0	15790.0	2981.0	780.0	37.0
