3. ЖЕНЩИНЫ, ЗАНЯТЫЕ В ЭКОНОМИКЕ, ПО ВОЗРАСТНЫМ ГРУППАМ И ЧИСЛУ РОЖДЕННЫХ ДЕТЕЙ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
	Всего	Женщины, указавшие число рожденных детей	из них женщины с числом рожденных детей								Общее число рожденных детей	Среднее число рожденных детей (на 1000 женщин)	Женщины, не указавшие число рожденных детей
35 – 39	82974.0	82962.0	6777.0	27277.0	42765.0	5271.0	519.0	101.0	57.0	195.0	133025.0	1603.0	12.0
40 – 44	104843.0	104827.0	6910.0	25983.0	58751.0	11148.0	1267.0	312.0	100.0	356.0	186909.0	1783.0	16.0
45 – 49	90553.0	90549.0	5905.0	20250.0	49222.0	12793.0	1460.0	457.0	161.0	301.0	168451.0	1860.0	4.0
50 – 54	66654.0	66638.0	4475.0	15877.0	35763.0	8887.0	1007.0	341.0	84.0	204.0	121893.0	1829.0	16.0
55 – 59	16775.0	16767.0	1423.0	4725.0	8525.0	1723.0	227.0	44.0	32.0	68.0	28804.0	1718.0	8.0
60 – 64	7332.0	7332.0	629.0	2134.0	3662.0	720.0	103.0	34.0	23.0	27.0	12547.0	1711.0	-
65 – 69	2553.0	2553.0	190.0	681.0	1277.0	296.0	53.0	12.0	12.0	32.0	4711.0	1845.0	-
70 и более	752.0	752.0	78.0	220.0	320.0	91.0	22.0	13.0	4.0	4.0	1338.0	1779.0	-
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	231283.0	231283.0	30510.0	39363.0	92365.0	49879.0	11920.0	4938.0	1182.0	1126.0	461904.0	1997.0	-
в том числе в возрасте, лет:													
15 – 17	535.0	535.0	523.0	12.0	-	-	-	-	-	-	12.0	22.0	-
18 – 19	4100.0	4100.0	3831.0	247.0	22.0	-	-	-	-	-	291.0	71.0	-
20 – 24	21295.0	21295.0	13209.0	6438.0	1442.0	160.0	8.0	4.0	17.0	17.0	10075.0	473.0	-
25 – 29	25661.0	25661.0	5135.0	10452.0	8590.0	1224.0	183.0	20.0	8.0	49.0	32563.0	1269.0	-
30 – 34	31141.0	31141.0	2023.0	6740.0	16865.0	4496.0	780.0	141.0	36.0	60.0	58475.0	1878.0	-
35 – 39	39908.0	39908.0	1501.0	5084.0	21197.0	9372.0	1851.0	582.0	134.0	187.0	88196.0	2210.0	-
40 – 44	46034.0	46034.0	1664.0	4439.0	20910.0	13868.0	3361.0	1271.0	281.0	240.0	111188.0	2415.0	-
45 – 49	36102.0	36102.0	1349.0	3213.0	13463.0	11923.0	3193.0	2042.0	510.0	409.0	95056.0	2633.0	-
50 – 54	22429.0	22429.0	1031.0	2291.0	8306.0	7658.0	2198.0	676.0	149.0	120.0	55919.0	2493.0	-
55 – 59	2947.0	2947.0	180.0	327.0	1178.0	901.0	239.0	92.0	13.0	17.0	7023.0	2383.0	-
60 – 64	763.0	763.0	46.0	70.0	298.0	195.0	47.0	79.0	14.0	14.0	2016.0	2642.0	-
65 – 69	252.0	252.0	11.0	23.0	74.0	69.0	46.0	17.0	6.0	6.0	725.0	2877.0	-
70 и более	116.0	116.0	7.0	27.0	20.0	13.0	14.0	14.0	14.0	7.0	365.0	3147.0	-
Республика Марий Эл													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	154420.0	154297.0	27650.0	46686.0	61316.0	14081.0	2528.0	1163.0	376.0	497.0	233651.0	1514.0	123.0
в том числе в возрасте, лет:													
15 – 17	297.0	297.0	282.0	9.0	6.0	-	-	-	-	-	21.0	71.0	-
18 – 19	2666.0	2666.0	2502.0	140.0	24.0	-	-	-	-	-	188.0	71.0	-
20 – 24	15659.0	15643.0	10994.0	4118.0	495.0	20.0	8.0	-	4.0	4.0	5252.0	336.0	16.0
25 – 29	17838.0	17819.0	5313.0	9352.0	2871.0	209.0	32.0	7.0	8.0	27.0	16149.0	906.0	19.0
30 – 34	17765.0	17749.0	2125.0	8284.0	6293.0	877.0	126.0	16.0	12.0	16.0	24281.0	1368.0	16.0
35 – 39	22262.0	22250.0	1609.0	6935.0	11114.0	2097.0	274.0	121.0	40.0	60.0	37863.0	1702.0	12.0
40 – 44	28640.0	28624.0	1662.0	6658.0	15399.0	3718.0	627.0	319.0	118.0	123.0	54398.0	1900.0	16.0
45 – 49	26135.0	26119.0	1498.0	5462.0	13489.0	4021.0	834.0	485.0	130.0	200.0	52588.0	2013.0	16.0
50 – 54	17476.0	17460.0	1155.0	4160.0	8749.0	2577.0	543.0	168.0	53.0	55.0	33172.0	1900.0	16.0
55 – 59	3722.0	3722.0	332.0	933.0	1979.0	388.0	61.0	21.0	4.0	4.0	6456.0	1735.0	-
60 – 64	1453.0	1441.0	121.0	492.0	687.0	106.0	4.0	19.0	4.0	8.0	2387.0	1656.0	12.0
65 – 69	373.0	373.0	38.0	113.0	168.0	40.0	7.0	4.0	3.0	-	635.0	1702.0	-
70 и более	134.0	134.0	19.0	30.0	42.0	28.0	12.0	3.0	-	-	261.0	1948.0	-
Городские населенные пункты													
Женщины в возрасте 15 лет и более	109464.0	109361.0	21522.0	37518.0	42693.0	6273.0	773.0	285.0	81.0	216.0	148426.0	1357.0	103.0
в том числе в возрасте, лет:													
15 – 17	216.0	216.0	212.0	4.0	-	-	-	-	-	-	4.0	19.0	-
18 – 19	1877.0	1877.0	1768.0	97.0	12.0	-	-	-	-	-	121.0	64.0	-
20 – 24	11204.0	11188.0	8270.0	2666.0	236.0	4.0	8.0	-	4.0	-	3206.0	287.0	16.0
25 – 29	12683.0	12664.0	4167.0	7041.0	1372.0	46.0	4.0	7.0	8.0	19.0	10171.0	803.0	19.0
30 – 34	12245.0	12229.0	1710.0	6715.0	3464.0	284.0	32.0	4.0	4.0	16.0	14791.0	1210.0	16.0
35 – 39	15073.0	15065.0	1323.0	5794.0	7066.0	750.0	88.0	16.0	12.0	16.0	22812.0	1514.0	8.0
40 – 44	19643.0	19627.0	1385.0	5605.0	10800.0	1541.0	152.0	66.0	19.0	59.0	33349.0	1699.0	16.0
45 – 49	18589.0	18577.0	1251.0	4613.0	10285.0	1930.0	286.0	122.0	23.0	67.0	33398.0	1798.0	12.0
50 – 54	13171.0	13163.0	957.0	3577.0	7025.0	1343.0	167.0	55.0	8.0	31.0	22884.0	1739.0	8.0
55 – 59	3056.0	3056.0	314.0	826.0	1628.0	250.0	26.0	8.0	-	4.0	5004.0	1637.0	-
60 – 64	1287.0	1279.0	117.0	446.0	621.0	83.0	4.0	4.0	-	4.0	2001.0	1565.0	8.0
65 – 69	314.0	314.0	29.0	109.0	147.0	23.0	3.0	-	3.0	-	502.0	1599.0	-
70 и более	106.0	106.0	19.0	25.0	37.0	19.0	3.0	3.0	-	-	183.0	1726.0	-
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	44956.0	44936.0	6128.0	9168.0	18623.0	7808.0	1755.0	878.0	295.0	281.0	85225.0	1897.0	20.0
в том числе в возрасте, лет:													
15 – 17	81.0	81.0	70.0	5.0	6.0	-	-	-	-	-	17.0	210.0	-
18 – 19	789.0	789.0	734.0	43.0	12.0	-	-	-	-	-	67.0	85.0	-
20 – 24	4455.0	4455.0	2724.0	1452.0	259.0	16.0	-	-	-	4.0	2046.0	459.0	-
25 – 29	5155.0	5155.0	1146.0	2311.0	1499.0	163.0	28.0	-	-	8.0	5978.0	1160.0	-
30 – 34	5520.0	5520.0	415.0	1569.0	2829.0	593.0	94.0	12.0	8.0	-	9490.0	1719.0	-
35 – 39	7189.0	7185.0	286.0	1141.0	4048.0	1347.0	186.0	105.0	28.0	44.0	15051.0	2095.0	4.0
40 – 44	8997.0	8997.0	277.0	1053.0	4599.0	2177.0	475.0	253.0	99.0	64.0	21049.0	2340.0	-
45 – 49	7546.0	7542.0	247.0	849.0	3204.0	2091.0	548.0	363.0	107.0	133.0	19190.0	2544.0	4.0
50 – 54	4305.0	4297.0	198.0	583.0	1724.0	1234.0	376.0	113.0	45.0	24.0	10288.0	2394.0	8.0
55 – 59	666.0	666.0	18.0	107.0	351.0	138.0	35.0	13.0	4.0	-	1452.0	2180.0	-
60 – 64	166.0	162.0	4.0	46.0	66.0	23.0	-	15.0	4.0	4.0	386.0	2383.0	4.0
65 – 69	59.0	59.0	9.0	4.0	21.0	17.0	4.0	4.0	-	-	133.0	2254.0	-
70 и более	28.0	28.0	-	5.0	5.0	9.0	9.0	-	-	-	78.0	2786.0	-
Республика Мордовия													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	179280.0	179049.0	26599.0	62136.0	76501.0	11175.0	1708.0	509.0	161.0	260.0	260997.0	1458.0	231.0
в том числе в возрасте, лет:													
15 – 17	214.0	214.0	201.0	12.0	1.0	-	-	-	-	-	14.0	65.0	-
18 – 19	2350.0	2346.0	2224.0	118.0	4.0	-	-	-	-	-	126.0	54.0	4.0
20 – 24	15469.0	15449.0	9942.0	5038.0	449.0	16.0	-	-	-	4.0	6012.0	389.0	20.0
25 – 29	21031.0	20989.0	5217.0	12565.0	2950.0	179.0	37.0	-	8.0	33.0	19479.0	928.0	42.0
30 – 34	22240.0	22216.0	2185.0	11772.0	7535.0	590.0	101.0	5.0	-	28.0	29241.0	1316.0	24.0
35 – 39	26427.0	26415.0	1817.0	9819.0	13109.0	1406.0	180.0	40.0	12.0	32.0	41483.0	1570.0	12.0
40 – 44	33296.0	33256.0	1828.0	8928.0	19091.0	2785.0	448.0	104.0	36.0	36.0	58289.0	1753.0	40.0
45 – 49	29537.0	29493.0	1546.0	6908.0	17254.0	3002.0	455.0	197.0	57.0	74.0	54120.0	1835.0	44.0
50 – 54	21877.0	21836.0	1253.0	5244.0	12321.0	2490.0	352.0	111.0	29.0	36.0	39773.0	1821.0	41.0
55 – 59	4647.0	4643.0	243.0	1113.0	2699.0	496.0	46.0	25.0	9.0	12.0	8446.0	1819.0	4.0
60 – 64	1552.0	1552.0	92.0	455.0	775.0	137.0	58.0	20.0	10.0	5.0	2843.0	1832.0	-
65 – 69	494.0	494.0	35.0	136.0	243.0	58.0	22.0	-	-	-	884.0	1789.0	-
70 и более	146.0	146.0	16.0	28.0	70.0	16.0	9.0	7.0	-	-	287.0	1966.0	-
Городские населенные пункты													
Женщины в возрасте 15 лет и более	124553.0	124388.0	20135.0	48547.0	50180.0	4700.0	492.0	145.0	40.0	149.0	167081.0	1343.0	165.0
в том числе в возрасте, лет:													
15 – 17	134.0	134.0	123.0	11.0	-	-	-	-	-	-	11.0	82.0	-
18 – 19	1742.0	1738.0	1658.0	76.0	4.0	-	-	-	-	-	84.0	48.0	4.0
20 – 24	10994.0	10978.0	7323.0	3435.0	212.0	4.0	-	-	-	4.0	3899.0	355.0	16.0
25 – 29	15011.0	14986.0	4023.0	9414.0	1462.0	46.0	8.0	-	-	33.0	12789.0	853.0	25.0
30 – 34	14808.0	14784.0	1683.0	9017.0	3875.0	165.0	24.0	-	-	20.0	17502.0	1184.0	24.0
35 – 39	17541.0	17533.0	1418.0	7819.0	7652.0	550.0	70.0	8.0	4.0	12.0	25201.0	1437.0	8.0
40 – 44	22676.0	22644.0	1442.0	7268.0	12610.0	1125.0	159.0	20.0	8.0	12.0	36739.0	1622.0	32.0
45 – 49	20798.0	20766.0	1233.0	5689.0	12308.0	1318.0	109.0	61.0	12.0	36.0	35336.0	1702.0	32.0
50 – 54	15510.0	15490.0	936.0	4313.0	8989.0	1100.0	72.0	40.0	16.0	24.0	26367.0	1702.0	20.0
55 – 59	3539.0	3535.0	183.0	941.0	2108.0	267.0	16.0	12.0	-	8.0	6138.0	1736.0	4.0
60 – 64	1297.0	1297.0	82.0	413.0	692.0	90.0	16.0	4.0	-	-	2151.0	1658.0	-
65 – 69	399.0	399.0	22.0	130.0	212.0	26.0	9.0	-	-	-	668.0	1674.0	-
70 и более	104.0	104.0	9.0	21.0	56.0	9.0	9.0	-	-	-	196.0	1885.0	-
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	54727.0	54661.0	6464.0	13589.0	26321.0	6475.0	1216.0	364.0	121.0	111.0	93916.0	1718.0	66.0
в том числе в возрасте, лет:													
15 – 17	80.0	80.0	78.0	1.0	1.0	-	-	-	-	-	3.0	38.0	-
18 – 19	608.0	608.0	566.0	42.0	-	-	-	-	-	-	42.0	69.0	-
20 – 24	4475.0	4471.0	2619.0	1603.0	237.0	12.0	-	-	-	-	2113.0	473.0	4.0
25 – 29	6020.0	6003.0	1194.0	3151.0	1488.0	133.0	29.0	-	8.0	-	6690.0	1114.0	17.0
30 – 34	7432.0	7432.0	502.0	2755.0	3660.0	425.0	77.0	5.0	-	8.0	11739.0	1580.0	-
35 – 39	8886.0	8882.0	399.0	2000.0	5457.0	856.0	110.0	32.0	8.0	20.0	16282.0	1833.0	4.0
40 – 44	10620.0	10612.0	386.0	1660.0	6481.0	1660.0	289.0	84.0	28.0	24.0	21550.0	2031.0	8.0
45 – 49	8739.0	8727.0	313.0	1219.0	4946.0	1684.0	346.0	136.0	45.0	38.0	18784.0	2152.0	12.0
50 – 54	6367.0	6346.0	317.0	931.0	3332.0	1390.0	280.0	71.0	13.0	12.0	13406.0	2113.0	21.0
55 – 59	1108.0	1108.0	60.0	172.0	591.0	229.0	30.0	13.0	9.0	4.0	2308.0	2083.0	-
60 – 64	255.0	255.0	10.0	42.0	83.0	47.0	42.0	16.0	10.0	5.0	692.0	2714.0	-
65 – 69	95.0	95.0	13.0	6.0	31.0	32.0	13.0	-	-	-	216.0	2274.0	-
70 и более	42.0	42.0	7.0	7.0	14.0	7.0	-	7.0	-	-	91.0	2167.0	-
Республика Татарстан													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	840027.0	837171.0	159219.0	245486.0	340597.0	74417.0	10733.0	3937.0	1049.0	1733.0	1232994.0	1473.0	2856.0
в том числе в возрасте, лет:													
15 – 17	2387.0	2383.0	2312.0	63.0	8.0	-	-	-	-	-	79.0	33.0	4.0
18 – 19	15911.0	15880.0	15033.0	788.0	47.0	12.0	-	-	-	-	918.0	58.0	31.0
20 – 24	83439.0	83028.0	59519.0	20966.0	2276.0	168.0	12.0	-	59.0	28.0	26620.0	321.0	411.0
25 – 29	102182.0	101760.0	32190.0	50593.0	17215.0	1304.0	217.0	21.0	40.0	180.0	91699.0	901.0	422.0
30 – 34	99522.0	99194.0	13499.0	41324.0	38567.0	4868.0	565.0	126.0	61.0	184.0	137825.0	1389.0	328.0
35 – 39	120338.0	119949.0	8977.0	34733.0	63137.0	11031.0	1350.0	397.0	114.0	210.0	203871.0	1700.0	389.0
40 – 44	149796.0	149402.0	9065.0	34137.0	83501.0	18528.0	2609.0	895.0	274.0	393.0	276517.0	1851.0	394.0
45 – 49	133529.0	133109.0	8672.0	29214.0	70432.0	19774.0	2982.0	1310.0	290.0	435.0	253049.0	1901.0	420.0
50 – 54	97760.0	97426.0	6812.0	23335.0	49012.0	14727.0	2311.0	891.0	117.0	221.0	181809.0	1866.0	334.0
55 – 59	22205.0	22125.0	2016.0	6494.0	10466.0	2558.0	343.0	156.0	55.0	37.0	37869.0	1712.0	80.0
60 – 64	8900.0	8861.0	738.0	2600.0	4216.0	968.0	204.0	67.0	35.0	33.0	15544.0	1754.0	39.0
65 – 69	2926.0	2926.0	263.0	891.0	1306.0	338.0	87.0	29.0	-	12.0	5134.0	1755.0	-
70 и более	1132.0	1128.0	123.0	348.0	414.0	141.0	53.0	45.0	4.0	-	2060.0	1826.0	4.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	665185.0	662897.0	135544.0	213547.0	265626.0	40649.0	4668.0	1217.0	520.0	1126.0	904011.0	1364.0	2288.0
в том числе в возрасте, лет:													
15 – 17	1798.0	1794.0	1761.0	29.0	4.0	-	-	-	-	-	37.0	21.0	4.0
18 – 19	12830.0	12804.0	12143.0	616.0	33.0	12.0	-	-	-	-	718.0	56.0	26.0
20 – 24	67239.0	66942.0	49904.0	15715.0	1181.0	67.0	4.0	-	59.0	12.0	18732.0	280.0	297.0
25 – 29	80365.0	80013.0	28032.0	41813.0	9497.0	389.0	86.0	-	28.0	168.0	63941.0	799.0	352.0
30 – 34	74325.0	74070.0	11757.0	35768.0	24356.0	1749.0	230.0	29.0	41.0	140.0	92201.0	1245.0	255.0
35 – 39	91186.0	90870.0	7679.0	30880.0	46760.0	4822.0	462.0	101.0	57.0	109.0	142436.0	1567.0	316.0
40 – 44	118983.0	118662.0	7836.0	30787.0	67947.0	10333.0	1126.0	277.0	112.0	244.0	206305.0	1739.0	321.0
45 – 49	107974.0	107653.0	7591.0	26601.0	59600.0	11837.0	1301.0	366.0	116.0	241.0	191001.0	1774.0	321.0
50 – 54	79459.0	79174.0	5985.0	21463.0	41526.0	8621.0	1033.0	326.0	60.0	160.0	137848.0	1741.0	285.0
55 – 59	19397.0	19321.0	1826.0	6205.0	9304.0	1690.0	200.0	52.0	20.0	24.0	31255.0	1618.0	76.0
60 – 64	8012.0	7981.0	700.0	2474.0	3851.0	742.0	141.0	34.0	23.0	16.0	13398.0	1679.0	31.0
65 – 69	2671.0	2671.0	242.0	865.0	1200.0	287.0	49.0	16.0	-	12.0	4526.0	1694.0	-
70 и более	946.0	942.0	88.0	331.0	367.0	100.0	36.0	16.0	4.0	-	1613.0	1712.0	4.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	174842.0	174274.0	23675.0	31939.0	74971.0	33768.0	6065.0	2720.0	529.0	607.0	328983.0	1888.0	568.0
в том числе в возрасте, лет:													
15 – 17	589.0	589.0	551.0	34.0	4.0	-	-	-	-	-	42.0	71.0	-
18 – 19	3081.0	3076.0	2890.0	172.0	14.0	-	-	-	-	-	200.0	65.0	5.0
20 – 24	16200.0	16086.0	9615.0	5251.0	1095.0	101.0	8.0	-	-	16.0	7888.0	490.0	114.0
25 – 29	21817.0	21747.0	4158.0	8780.0	7718.0	915.0	131.0	21.0	12.0	12.0	27758.0	1276.0	70.0
30 – 34	25197.0	25124.0	1742.0	5556.0	14211.0	3119.0	335.0	97.0	20.0	44.0	45624.0	1816.0	73.0
35 – 39	29152.0	29079.0	1298.0	3853.0	16377.0	6209.0	888.0	296.0	57.0	101.0	61435.0	2113.0	73.0
40 – 44	30813.0	30740.0	1229.0	3350.0	15554.0	8195.0	1483.0	618.0	162.0	149.0	70212.0	2284.0	73.0
45 – 49	25555.0	25456.0	1081.0	2613.0	10832.0	7937.0	1681.0	944.0	174.0	194.0	62048.0	2437.0	99.0
50 – 54	18301.0	18252.0	827.0	1872.0	7486.0	6106.0	1278.0	565.0	57.0	61.0	43961.0	2409.0	49.0
55 – 59	2808.0	2804.0	190.0	289.0	1162.0	868.0	143.0	104.0	35.0	13.0	6614.0	2359.0	4.0
60 – 64	888.0	880.0	38.0	126.0	365.0	226.0	63.0	33.0	12.0	17.0	2146.0	2439.0	8.0
65 – 69	255.0	255.0	21.0	26.0	106.0	51.0	38.0	13.0	-	-	608.0	2384.0	-
70 и более	186.0	186.0	35.0	17.0	47.0	41.0	17.0	29.0	-	-	447.0	2403.0	-
Удмуртская Республика													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	370317.0	369806.0	64706.0	113901.0	147082.0	35008.0	5572.0	2047.0	583.0	907.0	556168.0	1504.0	511.0
в том числе в возрасте, лет:													
15 – 17	1232.0	1232.0	1189.0	35.0	8.0	-	-	-	-	-	51.0	41.0	-
18 – 19	8349.0	8324.0	7729.0	559.0	36.0	-	-	-	-	-	631.0	76.0	25.0
20 – 24	40557.0	40425.0	25773.0	13100.0	1415.0	61.0	20.0	-	44.0	12.0	16541.0	409.0	132.0
25 – 29	46820.0	46749.0	12383.0	25049.0	8454.0	680.0	75.0	16.0	12.0	80.0	45089.0	964.0	71.0
30 – 34	42971.0	42907.0	4733.0	19431.0	15887.0	2323.0	354.0	75.0	4.0	100.0	60777.0	1416.0	64.0
35 – 39	48878.0	48838.0	2989.0	14866.0	24578.0	5348.0	764.0	173.0	44.0	76.0	84831.0	1737.0	40.0
40 – 44	64748.0	64696.0	3406.0	14154.0	35066.0	9767.0	1456.0	509.0	138.0	200.0	124324.0	1922.0	52.0
45 – 49	58897.0	58865.0	3012.0	12486.0	31338.0	9295.0	1535.0	762.0	209.0	228.0	116024.0	1971.0	32.0
50 – 54	42635.0	42576.0	2356.0	9974.0	22552.0	5946.0	1110.0	376.0	107.0	155.0	81079.0	1904.0	59.0
55 – 59	9700.0	9680.0	686.0	2620.0	5092.0	1020.0	179.0	47.0	8.0	28.0	17079.0	1764.0	20.0
60 – 64	3895.0	3887.0	292.0	1192.0	1960.0	348.0	43.0	32.0	8.0	12.0	6628.0	1705.0	8.0
65 – 69	1233.0	1233.0	109.0	345.0	534.0	171.0	28.0	33.0	9.0	4.0	2289.0	1856.0	-
70 и более	402.0	394.0	49.0	90.0	162.0	49.0	8.0	24.0	-	12.0	825.0	2094.0	8.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	276244.0	275797.0	53316.0	95845.0	107388.0	16022.0	1898.0	535.0	211.0	582.0	374758.0	1359.0	447.0
в том числе в возрасте, лет:													
15 – 17	919.0	919.0	884.0	31.0	4.0	-	-	-	-	-	39.0	42.0	-
18 – 19	6369.0	6348.0	5941.0	382.0	25.0	-	-	-	-	-	432.0	68.0	21.0
20 – 24	31089.0	30973.0	20805.0	9409.0	667.0	24.0	20.0	-	36.0	12.0	11195.0	361.0	116.0
25 – 29	35651.0	35588.0	10493.0	20238.0	4512.0	218.0	43.0	12.0	8.0	64.0	30704.0	863.0	63.0
30 – 34	31117.0	31057.0	4076.0	16469.0	9578.0	758.0	80.0	12.0	-	84.0	38955.0	1254.0	60.0
35 – 39	33926.0	33886.0	2582.0	12853.0	16261.0	1911.0	183.0	40.0	12.0	44.0	52440.0	1548.0	40.0
40 – 44	46150.0	46102.0	2882.0	12407.0	26007.0	4116.0	416.0	111.0	44.0	119.0	80181.0	1739.0	48.0
45 – 49	44164.0	44144.0	2636.0	11036.0	25027.0	4603.0	511.0	171.0	52.0	108.0	78942.0	1788.0	20.0
50 – 54	33793.0	33738.0	1979.0	9077.0	18657.0	3290.0	467.0	126.0	43.0	99.0	59778.0	1772.0	55.0
55 – 59	8247.0	8231.0	627.0	2436.0	4313.0	663.0	128.0	32.0	4.0	28.0	13963.0	1696.0	16.0
60 – 64	3408.0	3400.0	271.0	1100.0	1708.0	256.0	34.0	15.0	8.0	8.0	5603.0	1648.0	8.0
65 – 69	1080.0	1080.0	99.0	325.0	490.0	142.0	8.0	8.0	4.0	4.0	1859.0	1721.0	-
70 и более	331.0	331.0	41.0	82.0	139.0	41.0	8.0	8.0	-	12.0	667.0	2015.0	-
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	94073.0	94009.0	11390.0	18056.0	39694.0	18986.0	3674.0	1512.0	372.0	325.0	181410.0	1930.0	64.0
в том числе в возрасте, лет:													
15 – 17	313.0	313.0	305.0	4.0	4.0	-	-	-	-	-	12.0	38.0	-
18 – 19	1980.0	1976.0	1788.0	177.0	11.0	-	-	-	-	-	199.0	101.0	4.0
20 – 24	9468.0	9452.0	4968.0	3691.0	748.0	37.0	-	-	8.0	-	5346.0	566.0	16.0
25 – 29	11169.0	11161.0	1890.0	4811.0	3942.0	462.0	32.0	4.0	4.0	16.0	14385.0	1289.0	8.0
30 – 34	11854.0	11850.0	657.0	2962.0	6309.0	1565.0	274.0	63.0	4.0	16.0	21822.0	1842.0	4.0
35 – 39	14952.0	14952.0	407.0	2013.0	8317.0	3437.0	581.0	133.0	32.0	32.0	32391.0	2166.0	-
40 – 44	18598.0	18594.0	524.0	1747.0	9059.0	5651.0	1040.0	398.0	94.0	81.0	44143.0	2374.0	4.0
45 – 49	14733.0	14721.0	376.0	1450.0	6311.0	4692.0	1024.0	591.0	157.0	120.0	37082.0	2519.0	12.0
50 – 54	8842.0	8838.0	377.0	897.0	3895.0	2656.0	643.0	250.0	64.0	56.0	21301.0	2410.0	4.0
55 – 59	1453.0	1449.0	59.0	184.0	779.0	357.0	51.0	15.0	4.0	-	3116.0	2150.0	4.0
60 – 64	487.0	487.0	21.0	92.0	252.0	92.0	9.0	17.0	-	4.0	1025.0	2105.0	-
65 – 69	153.0	153.0	10.0	20.0	44.0	29.0	20.0	25.0	5.0	-	430.0	2810.0	-
70 и более	71.0	63.0	8.0	8.0	23.0	8.0	-	16.0	-	-	158.0	2508.0	8.0
Чувашская Республика													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	279863.0	279658.0	52750.0	78499.0	110116.0	28653.0	5312.0	2799.0	733.0	796.0	430634.0	1540.0	205.0
в том числе в возрасте, лет:													
15 – 17	640.0	640.0	619.0	12.0	6.0	3.0	-	-	-	-	33.0	52.0	-
18 – 19	4955.0	4955.0	4760.0	186.0	9.0	-	-	-	-	-	204.0	41.0	-
20 – 24	27242.0	27234.0	19558.0	6677.0	928.0	47.0	4.0	4.0	4.0	12.0	8818.0	324.0	8.0
25 – 29	34682.0	34638.0	10913.0	16836.0	5998.0	748.0	94.0	21.0	4.0	24.0	31769.0	917.0	44.0
30 – 34	36198.0	36174.0	4860.0	14565.0	14181.0	2047.0	317.0	98.0	41.0	65.0	51559.0	1425.0	24.0
35 – 39	42136.0	42108.0	3036.0	12384.0	21088.0	4569.0	631.0	250.0	61.0	89.0	73098.0	1736.0	28.0
40 – 44	49099.0	49067.0	3210.0	10346.0	25477.0	7742.0	1317.0	642.0	166.0	167.0	95285.0	1942.0	32.0
45 – 49	42923.0	42895.0	2598.0	8243.0	21986.0	7017.0	1479.0	1056.0	261.0	255.0	88084.0	2053.0	28.0
50 – 54	31504.0	31488.0	2165.0	6620.0	15611.0	5196.0	1105.0	506.0	147.0	138.0	62390.0	1981.0	16.0
55 – 59	6811.0	6799.0	583.0	1707.0	3281.0	851.0	241.0	94.0	34.0	8.0	12548.0	1846.0	12.0
60 – 64	2573.0	2569.0	261.0	643.0	1202.0	292.0	93.0	62.0	4.0	12.0	4733.0	1842.0	4.0
65 – 69	812.0	808.0	106.0	210.0	283.0	104.0	25.0	55.0	5.0	20.0	1643.0	2033.0	4.0
70 и более	288.0	283.0	81.0	70.0	66.0	37.0	6.0	11.0	6.0	6.0	470.0	1661.0	5.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	194833.0	194652.0	41173.0	64303.0	75975.0	11047.0	1287.0	411.0	128.0	328.0	259965.0	1336.0	181.0
в том числе в возрасте, лет:													
15 – 17	444.0	444.0	435.0	9.0	-	-	-	-	-	-	9.0	20.0	-
18 – 19	3618.0	3618.0	3507.0	111.0	-	-	-	-	-	-	111.0	31.0	-
20 – 24	19615.0	19607.0	14784.0	4416.0	379.0	8.0	4.0	-	4.0	12.0	5322.0	271.0	8.0
25 – 29	24055.0	24027.0	8715.0	12741.0	2389.0	138.0	24.0	-	4.0	16.0	18177.0	757.0	28.0
30 – 34	24073.0	24053.0	3993.0	12088.0	7346.0	502.0	72.0	4.0	12.0	36.0	28938.0	1203.0	20.0
35 – 39	28317.0	28289.0	2518.0	10689.0	13451.0	1447.0	100.0	24.0	12.0	48.0	42908.0	1517.0	28.0
40 – 44	33877.0	33849.0	2585.0	9040.0	18655.0	3025.0	332.0	128.0	28.0	56.0	57985.0	1713.0	28.0
45 – 49	30162.0	30134.0	2119.0	7139.0	17267.0	2961.0	409.0	119.0	24.0	96.0	53711.0	1782.0	28.0
50 – 54	22496.0	22480.0	1702.0	5694.0	12324.0	2307.0	257.0	100.0	40.0	56.0	39495.0	1757.0	16.0
55 – 59	5342.0	5330.0	479.0	1539.0	2836.0	397.0	55.0	16.0	4.0	4.0	8754.0	1642.0	12.0
60 – 64	2078.0	2074.0	202.0	605.0	1028.0	190.0	34.0	11.0	-	4.0	3462.0	1669.0	4.0
