5. ЗАНЯТОЕ В ЭКОНОМИКЕ НАСЕЛЕНИЕ ПО ВОЗРАСТНЫМ ГРУППАМ И ПОЛОЖЕНИЮ В ЗАНЯТИИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
	Всего		в том числе по положению в занятии					
30 – 39	56183.0	54595.0	1588.0	242.0	1029.0	255.0	62.0	-
40 – 49	58243.0	56929.0	1314.0	218.0	844.0	215.0	37.0	-
50 – 59	24651.0	24230.0	421.0	57.0	251.0	103.0	10.0	-
60 – 64	1632.0	1592.0	40.0	7.0	29.0	2.0	2.0	-
65 и более	825.0	794.0	31.0	3.0	25.0	1.0	2.0	-
Возраст не указан	10.0	10.0	-	-	-	-	-	-
Средний возраст	38.5	38.5	38.0	38.6	37.9	37.8	37.2	-
Из общей численности занятых - население в возрасте:								
трудоспособном	181911.0	177584.0	4327.0	645.0	2782.0	757.0	143.0	-
старше трудоспособного	3926.0	3840.0	86.0	12.0	62.0	6.0	6.0	-
Кировская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	682571.0	649875.0	32694.0	8779.0	20834.0	2580.0	501.0	2.0
в том числе в возрасте, лет:								
15 – 19	18442.0	17955.0	487.0	59.0	367.0	46.0	15.0	-
20 – 29	159693.0	152456.0	7235.0	1788.0	4950.0	361.0	136.0	2.0
30 – 39	157806.0	147073.0	10733.0	3252.0	6694.0	640.0	147.0	-
40 – 49	222126.0	211647.0	10479.0	2796.0	6496.0	1048.0	139.0	-
50 – 59	109294.0	105985.0	3309.0	811.0	1996.0	444.0	58.0	-
60 – 64	10625.0	10329.0	296.0	55.0	210.0	27.0	4.0	-
65 и более	4585.0	4430.0	155.0	18.0	121.0	14.0	2.0	-
Возраст не указан	59.0	58.0	1.0	-	1.0	-	-	-
Средний возраст	39.1	39.2	38.1	38.1	37.7	41.1	37.1	26.5
Из общей численности занятых - население в возрасте:								
трудоспособном	656705.0	624696.0	32007.0	8651.0	20347.0	2521.0	488.0	2.0
старше трудоспособного	25680.0	25000.0	680.0	128.0	482.0	57.0	13.0	-
Мужчины, занятые в экономике, в возрасте 15 лет и более	340126.0	320732.0	19393.0	5777.0	11680.0	1632.0	304.0	1.0
в том числе в возрасте, лет:								
15 – 19	10158.0	9899.0	259.0	33.0	182.0	35.0	9.0	-
20 – 29	83422.0	79078.0	4343.0	1167.0	2856.0	235.0	85.0	1.0
30 – 39	77496.0	70961.0	6535.0	2208.0	3847.0	386.0	94.0	-
40 – 49	105324.0	99229.0	6095.0	1800.0	3566.0	650.0	79.0	-
50 – 59	55234.0	53304.0	1930.0	525.0	1077.0	295.0	33.0	-
60 – 64	5993.0	5832.0	161.0	28.0	108.0	21.0	4.0	-
65 и более	2499.0	2429.0	70.0	16.0	44.0	10.0	-	-
Возраст не указан	36.0	35.0	1.0	-	1.0	-	-	-
Средний возраст	38.9	39.0	37.9	38.1	37.4	41.2	36.8	25.5
Из общей численности занятых - население в возрасте:								
трудоспособном	331509.0	312349.0	19159.0	5733.0	11526.0	1600.0	300.0	1.0
старше трудоспособного	8492.0	8261.0	231.0	44.0	152.0	31.0	4.0	-
Женщины, занятые в экономике, в возрасте 15 лет и более	342445.0	329143.0	13301.0	3002.0	9154.0	948.0	197.0	1.0
в том числе в возрасте, лет:								
15 – 19	8284.0	8056.0	228.0	26.0	185.0	11.0	6.0	-
20 – 29	76271.0	73378.0	2892.0	621.0	2094.0	126.0	51.0	1.0
30 – 39	80310.0	76112.0	4198.0	1044.0	2847.0	254.0	53.0	-
40 – 49	116802.0	112418.0	4384.0	996.0	2930.0	398.0	60.0	-
50 – 59	54060.0	52681.0	1379.0	286.0	919.0	149.0	25.0	-
60 – 64	4632.0	4497.0	135.0	27.0	102.0	6.0	-	-
65 и более	2086.0	2001.0	85.0	2.0	77.0	4.0	2.0	-
Возраст не указан	23.0	23.0	-	-	-	-	-	-
Средний возраст	39.3	39.4	38.3	38.2	38.0	40.9	37.7	27.5
Из общей численности занятых - население в возрасте:								
трудоспособном	325196.0	312347.0	12848.0	2918.0	8821.0	921.0	188.0	1.0
старше трудоспособного	17188.0	16739.0	449.0	84.0	330.0	26.0	9.0	-
Городское население, занятое в экономике, в возрасте 15 лет и более	514998.0	487725.0	27271.0	7867.0	18219.0	763.0	422.0	2.0
в том числе в возрасте, лет:								
15 – 19	13712.0	13295.0	417.0	56.0	327.0	23.0	11.0	-
20 – 29	126520.0	120054.0	6464.0	1641.0	4512.0	190.0	121.0	2.0
30 – 39	116429.0	107273.0	9156.0	2928.0	5894.0	205.0	129.0	-
40 – 49	160970.0	152701.0	8269.0	2454.0	5506.0	201.0	108.0	-
50 – 59	83889.0	81308.0	2581.0	720.0	1698.0	116.0	47.0	-
60 – 64	9407.0	9144.0	263.0	52.0	189.0	18.0	4.0	-
65 и более	4071.0	3950.0	121.0	16.0	93.0	10.0	2.0	-
Возраст не указан	58.0	57.0	1.0	-	1.0	-	-	-
Средний возраст	39.1	39.1	37.6	38.0	37.4	38.6	36.8	26.5
Из общей численности занятых - население в возрасте:								
трудоспособном	492469.0	465791.0	26676.0	7748.0	17793.0	724.0	411.0	2.0
старше трудоспособного	22405.0	21816.0	589.0	119.0	422.0	37.0	11.0	-
Сельское население, занятое в экономике, в возрасте 15 лет и более	167573.0	162150.0	5423.0	912.0	2615.0	1817.0	79.0	-
в том числе в возрасте, лет:								
15 – 19	4730.0	4660.0	70.0	3.0	40.0	23.0	4.0	-
20 – 29	33173.0	32402.0	771.0	147.0	438.0	171.0	15.0	-
30 – 39	41377.0	39800.0	1577.0	324.0	800.0	435.0	18.0	-
40 – 49	61156.0	58946.0	2210.0	342.0	990.0	847.0	31.0	-
50 – 59	25405.0	24677.0	728.0	91.0	298.0	328.0	11.0	-
60 – 64	1218.0	1185.0	33.0	3.0	21.0	9.0	-	-
65 и более	514.0	480.0	34.0	2.0	28.0	4.0	-	-
Возраст не указан	1.0	1.0	-	-	-	-	-	-
Средний возраст	39.3	39.3	40.4	39.3	39.6	42.1	39.0	-
Из общей численности занятых - население в возрасте:								
трудоспособном	164236.0	158905.0	5331.0	903.0	2554.0	1797.0	77.0	-
старше трудоспособного	3275.0	3184.0	91.0	9.0	60.0	20.0	2.0	-
Нижегородская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	1618331.0	1552048.0	66270.0	22585.0	36594.0	4827.0	2264.0	13.0
в том числе в возрасте, лет:								
15 – 19	49996.0	48986.0	1010.0	161.0	684.0	117.0	48.0	-
20 – 29	370583.0	357281.0	13300.0	3861.0	7779.0	1169.0	491.0	2.0
30 – 39	387655.0	366039.0	21614.0	8420.0	11306.0	1251.0	637.0	2.0
40 – 49	496164.0	475060.0	21099.0	7388.0	11597.0	1382.0	732.0	5.0
50 – 59	260716.0	252890.0	7825.0	2414.0	4399.0	710.0	302.0	1.0
60 – 64	34564.0	33684.0	880.0	233.0	499.0	119.0	29.0	-
65 и более	18653.0	18108.0	542.0	108.0	330.0	79.0	25.0	3.0
Возраст не указан	104.0	103.0	1.0	1.0	-	-	-	-
Средний возраст	39.3	39.3	38.8	38.9	38.7	39.1	39.0	48.8
Из общей численности занятых - население в возрасте:								
трудоспособном	1534541.0	1470387.0	64145.0	22061.0	35364.0	4546.0	2174.0	9.0
старше трудоспособного	83363.0	81247.0	2112.0	522.0	1223.0	279.0	88.0	4.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	806673.0	767523.0	39146.0	14732.0	20463.0	2708.0	1243.0	4.0
в том числе в возрасте, лет:								
15 – 19	29414.0	28870.0	544.0	93.0	358.0	67.0	26.0	-
20 – 29	197203.0	189041.0	8161.0	2513.0	4678.0	699.0	271.0	1.0
30 – 39	192397.0	178962.0	13434.0	5688.0	6629.0	752.0	365.0	1.0
40 – 49	230834.0	218916.0	11916.0	4686.0	6098.0	724.0	408.0	2.0
50 – 59	127320.0	122994.0	4326.0	1525.0	2285.0	371.0	145.0	-
60 – 64	19292.0	18817.0	475.0	155.0	245.0	60.0	15.0	-
65 и более	10213.0	9923.0	290.0	72.0	170.0	35.0	13.0	-
Возраст не указан	59.0	58.0	1.0	1.0	-	-	-	-
Средний возраст	38.9	38.9	38.4	38.8	38.1	38.3	38.7	39.3
Из общей численности занятых - население в возрасте:								
трудоспособном	776870.0	738490.0	38376.0	14503.0	20046.0	2612.0	1215.0	4.0
старше трудоспособного	29505.0	28740.0	765.0	227.0	415.0	95.0	28.0	-
Женщины, занятые в экономике, в возрасте 15 лет и более	811658.0	784525.0	27124.0	7853.0	16131.0	2119.0	1021.0	9.0
в том числе в возрасте, лет:								
15 – 19	20582.0	20116.0	466.0	68.0	326.0	50.0	22.0	-
20 – 29	173380.0	168240.0	5139.0	1348.0	3101.0	470.0	220.0	1.0
30 – 39	195258.0	187077.0	8180.0	2732.0	4677.0	499.0	272.0	1.0
40 – 49	265330.0	256144.0	9183.0	2702.0	5499.0	658.0	324.0	3.0
50 – 59	133396.0	129896.0	3499.0	889.0	2114.0	339.0	157.0	1.0
60 – 64	15272.0	14867.0	405.0	78.0	254.0	59.0	14.0	-
65 и более	8440.0	8185.0	252.0	36.0	160.0	44.0	12.0	3.0
Возраст не указан	45.0	45.0	-	-	-	-	-	-
Средний возраст	39.7	39.7	39.4	39.2	39.4	40.1	39.4	53.1
Из общей численности занятых - население в возрасте:								
трудоспособном	757671.0	731897.0	25769.0	7558.0	15318.0	1934.0	959.0	5.0
старше трудоспособного	53858.0	52507.0	1347.0	295.0	808.0	184.0	60.0	4.0
Городское население, занятое в экономике, в возрасте 15 лет и более	1335682.0	1276315.0	59357.0	20839.0	32355.0	4235.0	1928.0	10.0
в том числе в возрасте, лет:								
15 – 19	39413.0	38542.0	871.0	139.0	594.0	98.0	40.0	-
20 – 29	310578.0	298509.0	12068.0	3605.0	7022.0	1036.0	405.0	1.0
30 – 39	314562.0	295014.0	19547.0	7873.0	10020.0	1098.0	556.0	1.0
40 – 49	400761.0	382159.0	18598.0	6691.0	10087.0	1198.0	622.0	4.0
50 – 59	221215.0	214195.0	7019.0	2220.0	3911.0	634.0	254.0	1.0
60 – 64	31805.0	31020.0	785.0	209.0	436.0	112.0	28.0	-
65 и более	17348.0	16876.0	469.0	102.0	285.0	59.0	23.0	3.0
Возраст не указан	42.0	41.0	1.0	1.0	-	-	-	-
Средний возраст	39.4	39.4	38.7	38.9	38.6	39.0	39.1	52.3
Из общей численности занятых - население в возрасте:								
трудоспособном	1259015.0	1201570.0	57439.0	20353.0	31258.0	3984.0	1844.0	6.0
старше трудоспособного	76334.0	74424.0	1906.0	485.0	1090.0	249.0	82.0	4.0
Сельское население, занятое в экономике, в возрасте 15 лет и более	282649.0	275733.0	6913.0	1746.0	4239.0	592.0	336.0	3.0
в том числе в возрасте, лет:								
15 – 19	10583.0	10444.0	139.0	22.0	90.0	19.0	8.0	-
20 – 29	60005.0	58772.0	1232.0	256.0	757.0	133.0	86.0	1.0
30 – 39	73093.0	71025.0	2067.0	547.0	1286.0	153.0	81.0	1.0
40 – 49	95403.0	92901.0	2501.0	697.0	1510.0	184.0	110.0	1.0
50 – 59	39501.0	38695.0	806.0	194.0	488.0	76.0	48.0	-
60 – 64	2759.0	2664.0	95.0	24.0	63.0	7.0	1.0	-
65 и более	1305.0	1232.0	73.0	6.0	45.0	20.0	2.0	-
Возраст не указан	62.0	62.0	-	-	-	-	-	-
Средний возраст	38.6	38.6	39.4	39.8	39.3	39.4	38.2	37.2
Из общей численности занятых - население в возрасте:								
трудоспособном	275526.0	268817.0	6706.0	1708.0	4106.0	562.0	330.0	3.0
старше трудоспособного	7029.0	6823.0	206.0	37.0	133.0	30.0	6.0	-
Оренбургская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	900962.0	852877.0	48052.0	13693.0	30822.0	2143.0	1394.0	33.0
в том числе в возрасте, лет:								
15 – 19	24806.0	24166.0	640.0	101.0	458.0	53.0	28.0	-
20 – 29	218321.0	208638.0	9675.0	2581.0	6273.0	518.0	303.0	8.0
30 – 39	230845.0	215724.0	15113.0	4713.0	9443.0	533.0	424.0	8.0
40 – 49	279422.0	263104.0	16304.0	4673.0	10539.0	647.0	445.0	14.0
50 – 59	127540.0	122114.0	5424.0	1411.0	3546.0	315.0	152.0	2.0
60 – 64	13884.0	13323.0	561.0	147.0	338.0	45.0	31.0	-
65 и более	6144.0	5808.0	335.0	67.0	225.0	32.0	11.0	1.0
Возраст не указан	119.0	110.0	9.0	-	9.0	-	-	-
Средний возраст	38.5	38.5	38.8	38.8	38.9	39.0	38.5	38.9
Из общей численности занятых - население в возрасте:								
трудоспособном	868815.0	822045.0	46738.0	13382.0	29980.0	2042.0	1334.0	32.0
старше трудоспособного	31903.0	30600.0	1302.0	310.0	833.0	101.0	58.0	1.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	475507.0	448170.0	27318.0	8475.0	16901.0	1192.0	750.0	19.0
в том числе в возрасте, лет:								
15 – 19	16353.0	16002.0	351.0	57.0	242.0	34.0	18.0	-
20 – 29	122510.0	116838.0	5668.0	1609.0	3599.0	294.0	166.0	4.0
30 – 39	119505.0	110675.0	8827.0	2877.0	5384.0	326.0	240.0	3.0
40 – 49	137575.0	128639.0	8927.0	2866.0	5508.0	331.0	222.0	9.0
50 – 59	67271.0	64224.0	3045.0	910.0	1882.0	169.0	84.0	2.0
60 – 64	8510.0	8186.0	324.0	106.0	177.0	26.0	15.0	-
65 и более	3783.0	3606.0	176.0	50.0	109.0	12.0	5.0	1.0
Возраст не указан	65.0	60.0	5.0	-	5.0	-	-	-
Средний возраст	38.1	38.1	38.6	38.9	38.5	38.5	38.1	41.1
Из общей численности занятых - население в возрасте:								
трудоспособном	463031.0	436203.0	26810.0	8318.0	16609.0	1154.0	729.0	18.0
старше трудоспособного	12293.0	11792.0	500.0	156.0	286.0	38.0	20.0	1.0
Женщины, занятые в экономике, в возрасте 15 лет и более	425455.0	404707.0	20734.0	5218.0	13921.0	951.0	644.0	14.0
в том числе в возрасте, лет:								
15 – 19	8453.0	8164.0	289.0	44.0	216.0	19.0	10.0	-
20 – 29	95811.0	91800.0	4007.0	972.0	2674.0	224.0	137.0	4.0
30 – 39	111340.0	105049.0	6286.0	1836.0	4059.0	207.0	184.0	5.0
40 – 49	141847.0	134465.0	7377.0	1807.0	5031.0	316.0	223.0	5.0
50 – 59	60269.0	57890.0	2379.0	501.0	1664.0	146.0	68.0	-
60 – 64	5374.0	5137.0	237.0	41.0	161.0	19.0	16.0	-
65 и более	2361.0	2202.0	159.0	17.0	116.0	20.0	6.0	-
Возраст не указан	54.0	50.0	4.0	-	4.0	-	-	-
Средний возраст	38.9	38.9	39.1	38.7	39.3	39.6	38.9	35.9
Из общей численности занятых - население в возрасте:								
трудоспособном	405784.0	385842.0	19928.0	5064.0	13371.0	888.0	605.0	14.0
старше трудоспособного	19610.0	18808.0	802.0	154.0	547.0	63.0	38.0	-
Городское население, занятое в экономике, в возрасте 15 лет и более	561204.0	527432.0	33753.0	10035.0	21198.0	1520.0	1000.0	19.0
в том числе в возрасте, лет:								
15 – 19	14203.0	13716.0	487.0	77.0	349.0	39.0	22.0	-
20 – 29	143082.0	135680.0	7398.0	2100.0	4673.0	389.0	236.0	4.0
30 – 39	136508.0	125998.0	10504.0	3512.0	6341.0	360.0	291.0	6.0
40 – 49	169370.0	158339.0	11023.0	3244.0	7036.0	431.0	312.0	8.0
50 – 59	82550.0	78841.0	3708.0	956.0	2407.0	236.0	109.0	1.0
60 – 64	10559.0	10163.0	396.0	96.0	240.0	38.0	22.0	-
65 и более	4932.0	4695.0	237.0	50.0	152.0	27.0	8.0	-
Возраст не указан	110.0	101.0	9.0	-	9.0	-	-	-
Средний возраст	38.6	38.6	38.5	38.3	38.5	39.0	38.2	38.0
Из общей численности занятых - население в возрасте:								
трудоспособном	536900.0	504089.0	32792.0	9821.0	20578.0	1435.0	958.0	19.0
старше трудоспособного	24186.0	23234.0	952.0	214.0	611.0	85.0	42.0	-
Сельское население, занятое в экономике, в возрасте 15 лет и более	339758.0	325445.0	14299.0	3658.0	9624.0	623.0	394.0	14.0
в том числе в возрасте, лет:								
15 – 19	10603.0	10450.0	153.0	24.0	109.0	14.0	6.0	-
20 – 29	75239.0	72958.0	2277.0	481.0	1600.0	129.0	67.0	4.0
30 – 39	94337.0	89726.0	4609.0	1201.0	3102.0	173.0	133.0	2.0
40 – 49	110052.0	104765.0	5281.0	1429.0	3503.0	216.0	133.0	6.0
50 – 59	44990.0	43273.0	1716.0	455.0	1139.0	79.0	43.0	1.0
60 – 64	3325.0	3160.0	165.0	51.0	98.0	7.0	9.0	-
65 и более	1212.0	1113.0	98.0	17.0	73.0	5.0	3.0	1.0
Возраст не указан	9.0	9.0	-	-	-	-	-	-
Средний возраст	38.3	38.3	39.7	40.4	39.6	38.9	39.2	40.2
Из общей численности занятых - население в возрасте:								
трудоспособном	331915.0	317956.0	13946.0	3561.0	9402.0	607.0	376.0	13.0
старше трудоспособного	7717.0	7366.0	350.0	96.0	222.0	16.0	16.0	1.0
Пензенская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	569785.0	537563.0	32172.0	9212.0	20891.0	1531.0	538.0	50.0
в том числе в возрасте, лет:								
15 – 19	9774.0	9456.0	316.0	59.0	223.0	26.0	8.0	2.0
20 – 29	122339.0	116216.0	6114.0	1625.0	4057.0	327.0	105.0	9.0
30 – 39	144924.0	134582.0	10327.0	3316.0	6454.0	416.0	141.0	15.0
40 – 49	181606.0	171003.0	10589.0	3063.0	6882.0	463.0	181.0	14.0
50 – 59	98212.0	93971.0	4236.0	1042.0	2868.0	238.0	88.0	5.0
60 – 64	9395.0	9002.0	390.0	85.0	261.0	35.0	9.0	3.0
65 и более	3535.0	3333.0	200.0	22.0	146.0	26.0	6.0	2.0
Возраст не указан	37.0	36.0	1.0	1.0	-	-	-	-
Средний возраст	39.7	39.7	39.3	39.0	39.4	39.9	40.3	40.2
Из общей численности занятых - население в возрасте:								
трудоспособном	547826.0	516554.0	31227.0	9037.0	20243.0	1431.0	516.0	45.0
старше трудоспособного	21789.0	20848.0	936.0	173.0	645.0	96.0	22.0	5.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	285730.0	267328.0	18369.0	5731.0	11534.0	815.0	289.0	33.0
в том числе в возрасте, лет:								
15 – 19	5179.0	5010.0	167.0	32.0	122.0	9.0	4.0	2.0
20 – 29	65120.0	61437.0	3680.0	1020.0	2424.0	186.0	50.0	3.0
30 – 39	71595.0	65508.0	6076.0	2117.0	3641.0	238.0	80.0	11.0
40 – 49	84996.0	79203.0	5784.0	1863.0	3603.0	219.0	99.0	9.0
50 – 59	50746.0	48408.0	2333.0	632.0	1520.0	129.0	52.0	5.0
60 – 64	5919.0	5693.0	224.0	55.0	147.0	20.0	2.0	2.0
65 и более	2175.0	2069.0	105.0	12.0	77.0	14.0	2.0	1.0
Возраст не указан	20.0	20.0	-	-	-	-	-	-
Средний возраст	39.6	39.7	39.0	38.9	39.0	39.7	40.5	41.0
Из общей численности занятых - население в возрасте:								
трудоспособном	277537.0	259473.0	18034.0	5663.0	11307.0	779.0	285.0	30.0
старше трудоспособного	8094.0	7762.0	329.0	67.0	224.0	34.0	4.0	3.0
Женщины, занятые в экономике, в возрасте 15 лет и более	284055.0	270235.0	13803.0	3481.0	9357.0	716.0	249.0	17.0
в том числе в возрасте, лет:								
15 – 19	4595.0	4446.0	149.0	27.0	101.0	17.0	4.0	-
20 – 29	57219.0	54779.0	2434.0	605.0	1633.0	141.0	55.0	6.0
30 – 39	73329.0	69074.0	4251.0	1199.0	2813.0	178.0	61.0	4.0
40 – 49	96610.0	91800.0	4805.0	1200.0	3279.0	244.0	82.0	5.0
50 – 59	47466.0	45563.0	1903.0	410.0	1348.0	109.0	36.0	-
60 – 64	3476.0	3309.0	166.0	30.0	114.0	15.0	7.0	1.0
65 и более	1360.0	1264.0	95.0	10.0	69.0	12.0	4.0	1.0
Возраст не указан	17.0	16.0	1.0	1.0	-	-	-	-
Средний возраст	39.8	39.8	39.8	39.2	39.9	40.2	40.1	38.6
Из общей численности занятых - население в возрасте:								
трудоспособном	270289.0	257081.0	13193.0	3374.0	8936.0	652.0	231.0	15.0
старше трудоспособного	13695.0	13086.0	607.0	106.0	421.0	62.0	18.0	2.0
Городское население, занятое в экономике, в возрасте 15 лет и более	414326.0	387512.0	26778.0	7945.0	17273.0	1139.0	421.0	36.0
в том числе в возрасте, лет:								
15 – 19	6941.0	6680.0	260.0	47.0	188.0	19.0	6.0	1.0
20 – 29	91572.0	86395.0	5170.0	1432.0	3399.0	254.0	85.0	7.0
30 – 39	103552.0	94860.0	8681.0	2912.0	5331.0	321.0	117.0	11.0
40 – 49	128134.0	119469.0	8657.0	2563.0	5636.0	321.0	137.0	8.0
50 – 59	72606.0	69104.0	3498.0	899.0	2356.0	179.0	64.0	4.0
60 – 64	8344.0	7994.0	347.0	74.0	238.0	28.0	7.0	3.0
65 и более	3177.0	3010.0	165.0	18.0	125.0	17.0	5.0	2.0
Возраст не указан	26.0	25.0	1.0	1.0	-	-	-	-
Средний возраст	39.8	39.8	39.2	38.9	39.4	39.6	40.0	40.8
Из общей численности занятых - население в возрасте:								
трудоспособном	395150.0	369175.0	25944.0	7791.0	16683.0	1067.0	403.0	31.0
старше трудоспособного	19049.0	18216.0	828.0	153.0	587.0	70.0	18.0	5.0
Сельское население, занятое в экономике, в возрасте 15 лет и более	155459.0	150051.0	5394.0	1267.0	3618.0	392.0	117.0	14.0
в том числе в возрасте, лет:								
15 – 19	2833.0	2776.0	56.0	12.0	35.0	7.0	2.0	1.0
20 – 29	30767.0	29821.0	944.0	193.0	658.0	73.0	20.0	2.0
30 – 39	41372.0	39722.0	1646.0	404.0	1123.0	95.0	24.0	4.0
40 – 49	53472.0	51534.0	1932.0	500.0	1246.0	142.0	44.0	6.0
50 – 59	25606.0	24867.0	738.0	143.0	512.0	59.0	24.0	1.0
60 – 64	1051.0	1008.0	43.0	11.0	23.0	7.0	2.0	-
65 и более	358.0	323.0	35.0	4.0	21.0	9.0	1.0	-
Возраст не указан	11.0	11.0	-	-	-	-	-	-
Средний возраст	39.5	39.5	39.7	39.8	39.5	40.8	41.3	38.4
Из общей численности занятых - население в возрасте:								
трудоспособном	152676.0	147379.0	5283.0	1246.0	3560.0	364.0	113.0	14.0
старше трудоспособного	2740.0	2632.0	108.0	20.0	58.0	26.0	4.0	-
Пермская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	1246868.0	1187917.0	58793.0	19443.0	33032.0	3918.0	2400.0	158.0
в том числе в возрасте, лет:								
15 – 19	34489.0	33477.0	1005.0	168.0	655.0	112.0	70.0	7.0
20 – 29	308895.0	296283.0	12572.0	3737.0	7348.0	913.0	574.0	40.0
30 – 39	307368.0	287142.0	20195.0	7360.0	11018.0	1073.0	744.0	31.0
40 – 49	368536.0	350538.0	17950.0	6058.0	10036.0	1168.0	688.0	48.0
50 – 59	190853.0	184647.0	6183.0	1914.0	3463.0	542.0	264.0	23.0
60 – 64	24970.0	24387.0	579.0	138.0	349.0	62.0	30.0	4.0
65 и более	11757.0	11443.0	309.0	68.0	163.0	48.0	30.0	5.0
Возраст не указан	337.0	321.0	14.0	2.0	8.0	1.0	3.0	2.0
Средний возраст	38.8	38.8	38.1	38.2	37.9	38.7	37.9	40.0
Из общей численности занятых - население в возрасте:								
трудоспособном	1188298.0	1130761.0	57389.0	19101.0	32220.0	3758.0	2310.0	148.0
старше трудоспособного	58228.0	56836.0	1382.0	339.0	796.0	158.0	89.0	10.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	618117.0	583949.0	34087.0	12253.0	18223.0	2291.0	1320.0	81.0
в том числе в возрасте, лет:								
15 – 19	18715.0	18200.0	512.0	90.0	327.0	67.0	28.0	3.0
20 – 29	161497.0	154076.0	7404.0	2307.0	4256.0	531.0	310.0	17.0
30 – 39	152642.0	140306.0	12321.0	4847.0	6390.0	639.0	445.0	15.0
40 – 49	171660.0	161657.0	9977.0	3704.0	5214.0	693.0	366.0	26.0
50 – 59	93721.0	90272.0	3434.0	1177.0	1793.0	321.0	143.0	15.0
60 – 64	13513.0	13220.0	291.0	87.0	165.0	27.0	12.0	2.0
65 и более	6369.0	6218.0	148.0	41.0	78.0	13.0	16.0	3.0
Возраст не указан	174.0	164.0	10.0	2.0	5.0	-	3.0	-
Средний возраст	38.5	38.5	37.8	38.1	37.4	38.5	37.8	40.9
Из общей численности занятых - население в возрасте:								
трудоспособном	598024.0	564314.0	33634.0	12122.0	17971.0	2249.0	1292.0	76.0
старше трудоспособного	19882.0	19438.0	439.0	128.0	243.0	40.0	28.0	5.0
Женщины, занятые в экономике, в возрасте 15 лет и более	628751.0	603968.0	24706.0	7190.0	14809.0	1627.0	1080.0	77.0
в том числе в возрасте, лет:								
15 – 19	15774.0	15277.0	493.0	78.0	328.0	45.0	42.0	4.0
20 – 29	147398.0	142207.0	5168.0	1430.0	3092.0	382.0	264.0	23.0
30 – 39	154726.0	146836.0	7874.0	2513.0	4628.0	434.0	299.0	16.0
40 – 49	196876.0	188881.0	7973.0	2354.0	4822.0	475.0	322.0	22.0
50 – 59	97132.0	94375.0	2749.0	737.0	1670.0	221.0	121.0	8.0
60 – 64	11457.0	11167.0	288.0	51.0	184.0	35.0	18.0	2.0
65 и более	5388.0	5225.0	161.0	27.0	85.0	35.0	14.0	2.0
Возраст не указан	163.0	157.0	4.0	-	3.0	1.0	-	2.0
Средний возраст	39.1	39.1	38.5	38.4	38.5	39.1	37.9	39.0
Из общей численности занятых - население в возрасте:								
трудоспособном	590274.0	566447.0	23755.0	6979.0	14249.0	1509.0	1018.0	72.0
старше трудоспособного	38346.0	37398.0	943.0	211.0	553.0	118.0	61.0	5.0
Городское население, занятое в экономике, в возрасте 15 лет и более	988834.0	938218.0	50485.0	17418.0	28598.0	2385.0	2084.0	131.0
в том числе в возрасте, лет:								
15 – 19	26070.0	25210.0	854.0	140.0	575.0	80.0	59.0	6.0
20 – 29	247729.0	236622.0	11073.0	3406.0	6512.0	641.0	514.0	34.0
30 – 39	238639.0	220984.0	17631.0	6675.0	9651.0	662.0	643.0	24.0
40 – 49	285423.0	270421.0	14966.0	5332.0	8441.0	607.0	586.0	36.0
50 – 59	156853.0	151663.0	5167.0	1681.0	2952.0	301.0	233.0	23.0
60 – 64	23096.0	22568.0	524.0	122.0	322.0	56.0	24.0	4.0
65 и более	11024.0	10750.0	270.0	62.0	145.0	38.0	25.0	4.0
Возраст не указан	287.0	272.0	13.0	2.0	8.0	-	3.0	2.0
Средний возраст	39.0	39.0	37.9	38.1	37.7	37.9	37.8	40.4
Из общей численности занятых - население в возрасте:								
трудоспособном	935278.0	885926.0	49230.0	17115.0	27857.0	2250.0	2008.0	122.0
старше трудоспособного	53333.0	52084.0	1240.0	300.0	731.0	133.0	76.0	9.0
Сельское население, занятое в экономике, в возрасте 15 лет и более	258034.0	249699.0	8308.0	2025.0	4434.0	1533.0	316.0	27.0
в том числе в возрасте, лет:								
15 – 19	8419.0	8267.0	151.0	28.0	80.0	32.0	11.0	1.0
20 – 29	61166.0	59661.0	1499.0	331.0	836.0	272.0	60.0	6.0
30 – 39	68729.0	66158.0	2564.0	685.0	1367.0	411.0	101.0	7.0
40 – 49	83113.0	80117.0	2984.0	726.0	1595.0	561.0	102.0	12.0
50 – 59	34000.0	32984.0	1016.0	233.0	511.0	241.0	31.0	-
60 – 64	1874.0	1819.0	55.0	16.0	27.0	6.0	6.0	-
65 и более	733.0	693.0	39.0	6.0	18.0	10.0	5.0	1.0
Возраст не указан	50.0	49.0	1.0	-	-	1.0	-	-
Средний возраст	38.0	38.0	39.1	39.3	38.8	40.0	38.4	38.2
