деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
ТОФАЛАРЫ		
Иркутская область		
Население, занятое в экономике 	86.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	17.0	19.8
рыболовство, рыбоводство	-	-
добыча полезных ископаемых	-	-
обрабатывающие производства	-	-
производство и распределение электроэнергии, газа и воды	2.0	2.3
строительство	-	-
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	3.0	3.5
гостиницы и рестораны	-	-
транспорт и связь	3.0	3.5
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	4.0	4.6
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	9.0	10.5
образование	29.0	33.7
здравоохранение и предоставление социальных услуг	13.0	15.1
предоставление прочих коммунальных, социальных и персональных услуг	5.0	5.8
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	1.0	1.2
ТУБАЛАРЫ		
Республика Алтай		
Население, занятое в экономике 	223.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	38.0	17.0
рыболовство, рыбоводство	-	-
добыча полезных ископаемых	-	-
обрабатывающие производства	61.0	27.4
производство и распределение электроэнергии, газа и воды	4.0	1.8
строительство	6.0	2.7
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	12.0	5.4
гостиницы и рестораны	3.0	1.3
транспорт и связь	9.0	4.0
финансовая деятельность	1.0	0.5
операции с недвижимым имуществом, аренда и предоставление услуг	2.0	0.9
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	14.0	6.3
образование	40.0	17.9
здравоохранение и предоставление социальных услуг	24.0	10.8
предоставление прочих коммунальных, социальных и персональных услуг	7.0	3.1
предоставление услуг по ведению домашнего хозяйства	2.0	0.9
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
ТУВИНЦЫ-ТОДЖИНЦЫ		
Республика Тыва		
Население, занятое в экономике 	655.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	100.0	15.3
рыболовство, рыбоводство	-	-
добыча полезных ископаемых	2.0	0.3
обрабатывающие производства	2.0	0.3
производство и распределение электроэнергии, газа и воды	19.0	2.9
строительство	5.0	0.7
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	27.0	4.1
гостиницы и рестораны	9.0	1.4
транспорт и связь	12.0	1.8
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	2.0	0.3
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	51.0	7.8
образование	343.0	52.4
здравоохранение и предоставление социальных услуг	43.0	6.6
предоставление прочих коммунальных, социальных и персональных услуг	40.0	6.1
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
УДЭГЕЙЦЫ		
Территории преимущественного проживания КМНС		
Население, занятое в экономике 	347.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	86.0	24.8
рыболовство, рыбоводство	24.0	6.9
добыча полезных ископаемых	11.0	3.2
обрабатывающие производства	9.0	2.6
производство и распределение электроэнергии, газа и воды	14.0	4.0
строительство	6.0	1.7
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	11.0	3.2
гостиницы и рестораны	5.0	1.4
транспорт и связь	10.0	2.9
финансовая деятельность	1.0	0.3
операции с недвижимым имуществом, аренда и предоставление услуг	3.0	0.9
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	29.0	8.3
образование	77.0	22.2
здравоохранение и предоставление социальных услуг	34.0	9.8
предоставление прочих коммунальных, социальных и персональных услуг	26.0	7.5
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	1.0	0.3
Приморский край		
Население, занятое в экономике 	231.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	54.0	23.4
рыболовство, рыбоводство	22.0	9.5
добыча полезных ископаемых	10.0	4.3
обрабатывающие производства	7.0	3.0
производство и распределение электроэнергии, газа и воды	13.0	5.6
строительство	5.0	2.2
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	5.0	2.2
гостиницы и рестораны	2.0	0.9
транспорт и связь	6.0	2.6
финансовая деятельность	1.0	0.5
операции с недвижимым имуществом, аренда и предоставление услуг	1.0	0.4
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	16.0	6.9
образование	43.0	18.6
здравоохранение и предоставление социальных услуг	27.0	11.7
предоставление прочих коммунальных, социальных и персональных услуг	18.0	7.8
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	1.0	0.4
Хабаровский край		
Население, занятое в экономике 	116.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	32.0	27.6
рыболовство, рыбоводство	2.0	1.7
добыча полезных ископаемых	1.0	0.9
обрабатывающие производства	2.0	1.7
производство и распределение электроэнергии, газа и воды	1.0	0.9
строительство	1.0	0.9
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	6.0	5.2
гостиницы и рестораны	3.0	2.6
транспорт и связь	4.0	3.4
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	2.0	1.7
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	13.0	11.2
образование	34.0	29.3
здравоохранение и предоставление социальных услуг	7.0	6.0
предоставление прочих коммунальных, социальных и персональных услуг	8.0	6.9
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
УЛЬТА (ОРОКИ)		
Сахалинская область		
Население, занятое в экономике 	66.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	8.0	12.1
рыболовство, рыбоводство	7.0	10.6
добыча полезных ископаемых	3.0	4.6
обрабатывающие производства	9.0	13.6
производство и распределение электроэнергии, газа и воды	2.0	3.0
строительство	1.0	1.5
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	4.0	6.1
гостиницы и рестораны	-	-
транспорт и связь	2.0	3.0
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	6.0	9.1
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	1.0	1.5
образование	12.0	18.2
здравоохранение и предоставление социальных услуг	5.0	7.6
предоставление прочих коммунальных, социальных и персональных услуг	6.0	9.1
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
УЛЬЧИ		
Хабаровский край		
Население, занятое в экономике 	556.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	77.0	13.8
рыболовство, рыбоводство	49.0	8.8
добыча полезных ископаемых	3.0	0.5
обрабатывающие производства	16.0	2.9
производство и распределение электроэнергии, газа и воды	2.0	0.4
строительство	12.0	2.2
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	42.0	7.5
гостиницы и рестораны	2.0	0.4
транспорт и связь	20.0	3.6
финансовая деятельность	4.0	0.7
операции с недвижимым имуществом, аренда и предоставление услуг	29.0	5.2
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	46.0	8.3
образование	114.0	20.5
здравоохранение и предоставление социальных услуг	81.0	14.6
предоставление прочих коммунальных, социальных и персональных услуг	59.0	10.6
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
ХАНТЫ		
Территории преимущественного проживания КМНС		
Население, занятое в экономике 	6610.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	874.0	13.2
рыболовство, рыбоводство	778.0	11.8
добыча полезных ископаемых	83.0	1.3
обрабатывающие производства	141.0	2.1
производство и распределение электроэнергии, газа и воды	131.0	2.0
строительство	158.0	2.4
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	292.0	4.4
гостиницы и рестораны	89.0	1.4
транспорт и связь	362.0	5.5
финансовая деятельность	48.0	0.7
операции с недвижимым имуществом, аренда и предоставление услуг	223.0	3.4
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	419.0	6.3
образование	1522.0	23.0
здравоохранение и предоставление социальных услуг	697.0	10.5
предоставление прочих коммунальных, социальных и персональных услуг	708.0	10.7
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	85.0	1.3
Тюменская область		
Население, занятое в экономике 	6470.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	863.0	13.3
рыболовство, рыбоводство	773.0	12.0
добыча полезных ископаемых	70.0	1.1
обрабатывающие производства	131.0	2.0
производство и распределение электроэнергии, газа и воды	127.0	2.0
строительство	155.0	2.4
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	286.0	4.4
гостиницы и рестораны	87.0	1.3
транспорт и связь	341.0	5.3
финансовая деятельность	48.0	0.7
операции с недвижимым имуществом, аренда и предоставление услуг	215.0	3.3
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	408.0	6.3
образование	1490.0	23.0
здравоохранение и предоставление социальных услуг	689.0	10.7
предоставление прочих коммунальных, социальных и персональных услуг	705.0	10.9
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	82.0	1.3
Ханты-Мансийский автономный округ – Югра		
Население, занятое в экономике 	3701.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	480.0	13.0
рыболовство, рыбоводство	243.0	6.6
добыча полезных ископаемых	62.0	1.7
обрабатывающие производства	75.0	2.0
производство и распределение электроэнергии, газа и воды	64.0	1.7
строительство	86.0	2.3
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	173.0	4.7
гостиницы и рестораны	63.0	1.7
транспорт и связь	278.0	7.5
финансовая деятельность	40.0	1.1
операции с недвижимым имуществом, аренда и предоставление услуг	106.0	2.9
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	287.0	7.7
образование	779.0	21.0
здравоохранение и предоставление социальных услуг	411.0	11.1
предоставление прочих коммунальных, социальных и персональных услуг	491.0	13.3
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	63.0	1.7
Ямало-Ненецкий автономный округ 		
Население, занятое в экономике 	2732.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	351.0	12.9
рыболовство, рыбоводство	530.0	19.4
добыча полезных ископаемых	8.0	0.3
обрабатывающие производства	56.0	2.1
производство и распределение электроэнергии, газа и воды	63.0	2.3
строительство	69.0	2.5
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	113.0	4.1
гостиницы и рестораны	24.0	0.9
транспорт и связь	63.0	2.3
финансовая деятельность	8.0	0.3
операции с недвижимым имуществом, аренда и предоставление услуг	109.0	4.0
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	121.0	4.4
образование	711.0	26.0
здравоохранение и предоставление социальных услуг	278.0	10.2
предоставление прочих коммунальных, социальных и персональных услуг	214.0	7.8
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	14.0	0.5
Томская область		
Население, занятое в экономике 	140.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	11.0	7.9
рыболовство, рыбоводство	5.0	3.6
добыча полезных ископаемых	13.0	9.3
обрабатывающие производства	10.0	7.1
производство и распределение электроэнергии, газа и воды	4.0	2.9
строительство	3.0	2.1
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	6.0	4.3
гостиницы и рестораны	2.0	1.4
транспорт и связь	21.0	15.0
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	8.0	5.7
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	11.0	7.9
образование	32.0	22.9
здравоохранение и предоставление социальных услуг	8.0	5.7
предоставление прочих коммунальных, социальных и персональных услуг	3.0	2.1
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	3.0	2.1
Республика Коми		
Население, занятое в экономике 	-	-
ЧЕЛКАНЦЫ		
Республика Алтай		
Население, занятое в экономике 	171.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	24.0	14.0
рыболовство, рыбоводство	-	-
добыча полезных ископаемых	16.0	9.4
обрабатывающие производства	7.0	4.1
производство и распределение электроэнергии, газа и воды	4.0	2.3
строительство	7.0	4.1
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	14.0	8.2
гостиницы и рестораны	4.0	2.3
транспорт и связь	4.0	2.3
финансовая деятельность	2.0	1.2
операции с недвижимым имуществом, аренда и предоставление услуг	3.0	1.8
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	16.0	9.4
образование	45.0	26.3
здравоохранение и предоставление социальных услуг	19.0	11.1
предоставление прочих коммунальных, социальных и персональных услуг	6.0	3.5
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
ЧУВАНЦЫ		
Территории преимущественного проживания КМНС		
Население, занятое в экономике 	392.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	65.0	16.6
рыболовство, рыбоводство	4.0	1.0
добыча полезных ископаемых	3.0	0.7
обрабатывающие производства	5.0	1.3
производство и распределение электроэнергии, газа и воды	5.0	1.3
строительство	10.0	2.5
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	16.0	4.1
гостиницы и рестораны	5.0	1.3
транспорт и связь	16.0	4.1
финансовая деятельность	5.0	1.3
операции с недвижимым имуществом, аренда и предоставление услуг	6.0	1.5
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	35.0	8.9
образование	72.0	18.4
здравоохранение и предоставление социальных услуг	44.0	11.2
предоставление прочих коммунальных, социальных и персональных услуг	94.0	24.0
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	7.0	1.8
Чукотский автономный округ		
Население, занятое в экономике 	391.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	65.0	16.6
рыболовство, рыбоводство	4.0	1.0
добыча полезных ископаемых	3.0	0.8
обрабатывающие производства	5.0	1.3
производство и распределение электроэнергии, газа и воды	5.0	1.3
строительство	10.0	2.6
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	16.0	4.1
гостиницы и рестораны	5.0	1.3
транспорт и связь	16.0	4.1
финансовая деятельность	5.0	1.3
операции с недвижимым имуществом, аренда и предоставление услуг	6.0	1.5
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	35.0	8.9
образование	71.0	18.2
здравоохранение и предоставление социальных услуг	44.0	11.2
предоставление прочих коммунальных, социальных и персональных услуг	94.0	24.0
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	7.0	1.8
Магаданская область		
Население, занятое в экономике 	1.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	-	-
рыболовство, рыбоводство	-	-
добыча полезных ископаемых	-	-
обрабатывающие производства	-	-
производство и распределение электроэнергии, газа и воды	-	-
строительство	-	-
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	-	-
гостиницы и рестораны	-	-
транспорт и связь	-	-
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	-	-
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	-	-
образование	1.0	100.0
здравоохранение и предоставление социальных услуг	-	-
предоставление прочих коммунальных, социальных и персональных услуг	-	-
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
ЧУКЧИ		
Территории преимущественного проживания КМНС		
Население, занятое в экономике 	5017.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	1409.0	28.1
рыболовство, рыбоводство	142.0	2.8
добыча полезных ископаемых	53.0	1.1
обрабатывающие производства	47.0	0.9
производство и распределение электроэнергии, газа и воды	38.0	0.8
строительство	85.0	1.7
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	212.0	4.2
гостиницы и рестораны	39.0	0.8
транспорт и связь	100.0	2.0
финансовая деятельность	11.0	0.2
операции с недвижимым имуществом, аренда и предоставление услуг	87.0	1.7
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	190.0	3.8
образование	1099.0	21.9
здравоохранение и предоставление социальных услуг	460.0	9.2
предоставление прочих коммунальных, социальных и персональных услуг	925.0	18.4
предоставление услуг по ведению домашнего хозяйства	2.0	0.0
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	118.0	2.4
Чукотский автономный округ		
Население, занятое в экономике 	4683.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	1343.0	28.7
рыболовство, рыбоводство	141.0	3.0
добыча полезных ископаемых	49.0	1.1
обрабатывающие производства	40.0	0.9
производство и распределение электроэнергии, газа и воды	30.0	0.6
строительство	83.0	1.8
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	205.0	4.4
гостиницы и рестораны	38.0	0.8
транспорт и связь	93.0	2.0
финансовая деятельность	11.0	0.2
операции с недвижимым имуществом, аренда и предоставление услуг	81.0	1.7
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	173.0	3.7
образование	956.0	20.4
здравоохранение и предоставление социальных услуг	426.0	9.1
предоставление прочих коммунальных, социальных и персональных услуг	894.0	19.1
предоставление услуг по ведению домашнего хозяйства	2.0	0.0
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	118.0	2.5
Корякский автономный округ		
Население, занятое в экономике 	334.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	66.0	19.7
рыболовство, рыбоводство	1.0	0.3
добыча полезных ископаемых	4.0	1.2
обрабатывающие производства	7.0	2.1
производство и распределение электроэнергии, газа и воды	8.0	2.4
строительство	2.0	0.6
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	7.0	2.1
гостиницы и рестораны	1.0	0.3
транспорт и связь	7.0	2.1
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	6.0	1.8
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	17.0	5.1
образование	143.0	42.8
здравоохранение и предоставление социальных услуг	34.0	10.2
предоставление прочих коммунальных, социальных и персональных услуг	31.0	9.3
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
ШОРЦЫ		
Территории преимущественного проживания КМНС		
Население, занятое в экономике 	554.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	179.0	32.3
рыболовство, рыбоводство	2.0	0.4
добыча полезных ископаемых	55.0	9.9
обрабатывающие производства	18.0	3.2
производство и распределение электроэнергии, газа и воды	20.0	3.6
строительство	18.0	3.2
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	33.0	6.0
гостиницы и рестораны	7.0	1.3
транспорт и связь	38.0	6.9
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	7.0	1.3
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	39.0	7.0
образование	73.0	13.2
здравоохранение и предоставление социальных услуг	22.0	4.0
предоставление прочих коммунальных, социальных и персональных услуг	20.0	3.6
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	23.0	4.1
Кемеровская область		
Население, занятое в экономике 	507.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	174.0	34.3
рыболовство, рыбоводство	2.0	0.4
добыча полезных ископаемых	44.0	8.7
обрабатывающие производства	18.0	3.6
производство и распределение электроэнергии, газа и воды	20.0	3.9
строительство	17.0	3.4
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	33.0	6.5
гостиницы и рестораны	7.0	1.4
транспорт и связь	34.0	6.7
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	7.0	1.4
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	39.0	7.7
образование	69.0	13.6
здравоохранение и предоставление социальных услуг	21.0	4.1
предоставление прочих коммунальных, социальных и персональных услуг	20.0	3.9
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	2.0	0.4
Республика Хакасия		
Население, занятое в экономике 	30.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	3.0	10.0
рыболовство, рыбоводство	-	-
добыча полезных ископаемых	1.0	3.3
обрабатывающие производства	-	-
производство и распределение электроэнергии, газа и воды	-	-
строительство	-	-
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	-	-
гостиницы и рестораны	-	-
транспорт и связь	4.0	13.4
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	-	-
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	-	-
образование	-	-
здравоохранение и предоставление социальных услуг	1.0	3.3
