2.4. НАСЕЛЕНИЕ ПО УРОВНЮ ОБРАЗОВАНИЯ И ПОЛУ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ 									
(на 1000 человек соответствующего пола и возраста)									
									
	Имеющие образование								Не имеющие начального общего образования
2002.0	4.0	153.0	77.0	162.0	104.0	285.0	135.0	60.0	19.0
Женщины									
1989.0	...	116.0	23.0	208.0	66.0	187.0	172.0	114.0	114.0
2002.0	3.0	126.0	65.0	164.0	94.0	288.0	136.0	75.0	48.0
Сельское население									
1989.0	...	35.0	10.0	106.0	62.0	272.0	212.0	142.0	161.0
2002.0	3.0	85.0	49.0	128.0	106.0	340.0	164.0	81.0	41.0
Мужчины									
1989.0	...	47.0	12.0	110.0	86.0	309.0	217.0	133.0	86.0
2002.0	3.0	96.0	54.0	125.0	114.0	343.0	164.0	73.0	25.0
Женщины									
1989.0	...	25.0	8.0	102.0	42.0	241.0	207.0	150.0	225.0
2002.0	3.0	75.0	45.0	130.0	100.0	338.0	164.0	87.0	55.0
Кабардино–Балкарская Республика									
Городское и сельское население									
1989.0	...	101.0	19.0	197.0	92.0	224.0	184.0	111.0	72.0
2002.0	3.0	159.0	38.0	266.0	103.0	223.0	132.0	64.0	12.0
Мужчины									
1989.0	...	113.0	21.0	176.0	125.0	239.0	190.0	101.0	35.0
2002.0	4.0	168.0	40.0	246.0	127.0	226.0	133.0	50.0	6.0
Женщины									
1989.0	...	91.0	17.0	214.0	64.0	213.0	179.0	119.0	103.0
2002.0	2.0	152.0	36.0	283.0	83.0	220.0	130.0	77.0	17.0
Городское население									
1989.0	...	128.0	24.0	223.0	86.0	226.0	169.0	91.0	53.0
2002.0	4.0	202.0	46.0	289.0	95.0	201.0	110.0	45.0	8.0
Мужчины									
1989.0	...	138.0	25.0	195.0	115.0	242.0	178.0	82.0	25.0
2002.0	5.0	210.0	49.0	266.0	112.0	203.0	116.0	35.0	4.0
Женщины									
1989.0	...	120.0	22.0	247.0	63.0	213.0	161.0	98.0	76.0
2002.0	3.0	197.0	44.0	307.0	80.0	200.0	106.0	53.0	10.0
Сельское население									
1989.0	...	55.0	11.0	153.0	101.0	222.0	209.0	145.0	104.0
2002.0	1.0	97.0	26.0	233.0	116.0	255.0	161.0	93.0	18.0
Мужчины									
1989.0	...	71.0	14.0	146.0	142.0	234.0	209.0	132.0	52.0
2002.0	2.0	112.0	29.0	219.0	146.0	257.0	157.0	70.0	8.0
Женщины									
1989.0	...	41.0	9.0	159.0	67.0	212.0	209.0	155.0	148.0
2002.0	1.0	83.0	24.0	246.0	88.0	253.0	165.0	113.0	27.0
Республика Калмыкия									
Городское и сельское население									
1989.0	...	92.0	18.0	190.0	83.0	237.0	166.0	137.0	77.0
2002.0	2.0	146.0	29.0	258.0	94.0	216.0	144.0	93.0	18.0
Мужчины									
1989.0	...	84.0	19.0	147.0	113.0	279.0	183.0	134.0	41.0
2002.0	2.0	127.0	28.0	217.0	117.0	258.0	161.0	81.0	9.0
Женщины									
1989.0	...	99.0	18.0	229.0	56.0	198.0	149.0	141.0	110.0
2002.0	2.0	162.0	30.0	295.0	74.0	178.0	129.0	105.0	25.0
Городское население									
1989.0	...	130.0	28.0	223.0	78.0	222.0	149.0	105.0	65.0
2002.0	3.0	208.0	42.0	297.0	72.0	186.0	114.0	67.0	11.0
Мужчины									
1989.0	...	122.0	29.0	180.0	110.0	256.0	166.0	104.0	33.0
2002.0	3.0	185.0	43.0	270.0	91.0	217.0	129.0	56.0	6.0
Женщины									
1989.0	...	136.0	27.0	258.0	50.0	195.0	134.0	107.0	93.0
2002.0	3.0	226.0	42.0	319.0	57.0	160.0	102.0	75.0	16.0
Сельское население									
1989.0	...	58.0	10.0	160.0	88.0	250.0	181.0	166.0	87.0
2002.0	0.0	94.0	18.0	226.0	112.0	242.0	169.0	116.0	23.0
Мужчины									
1989.0	...	54.0	10.0	120.0	116.0	298.0	197.0	158.0	47.0
2002.0	0.0	83.0	17.0	177.0	136.0	290.0	185.0	100.0	12.0
Женщины									
1989.0	...	63.0	9.0	200.0	61.0	201.0	164.0	174.0	128.0
2002.0	1.0	104.0	19.0	273.0	88.0	196.0	154.0	131.0	34.0
Карачаево-Черкесская Республика									
Городское и сельское население									
1989.0	...	96.0	16.0	167.0	76.0	245.0	175.0	137.0	88.0
2002.0	3.0	154.0	38.0	224.0	88.0	257.0	129.0	91.0	16.0
Мужчины									
1989.0	...	105.0	16.0	154.0	107.0	262.0	188.0	127.0	41.0
2002.0	3.0	154.0	40.0	211.0	106.0	273.0	133.0	72.0	7.0
Женщины									
1989.0	...	89.0	15.0	178.0	50.0	230.0	164.0	146.0	128.0
2002.0	3.0	154.0	36.0	234.0	72.0	244.0	126.0	107.0	24.0
Городское население									
1989.0	...	124.0	21.0	204.0	95.0	226.0	171.0	99.0	60.0
2002.0	4.0	202.0	49.0	273.0	83.0	213.0	111.0	55.0	9.0
Мужчины									
1989.0	...	129.0	21.0	182.0	130.0	236.0	183.0	93.0	26.0
2002.0	5.0	201.0	52.0	258.0	98.0	221.0	116.0	44.0	4.0
Женщины									
1989.0	...	120.0	21.0	222.0	66.0	218.0	161.0	104.0	88.0
2002.0	4.0	203.0	47.0	284.0	72.0	207.0	107.0	63.0	12.0
Сельское население									
1989.0	...	70.0	11.0	131.0	59.0	262.0	180.0	173.0	114.0
2002.0	2.0	115.0	28.0	184.0	92.0	292.0	144.0	120.0	23.0
Мужчины									
1989.0	...	83.0	11.0	128.0	86.0	287.0	193.0	158.0	54.0
2002.0	2.0	119.0	31.0	175.0	113.0	311.0	146.0	93.0	10.0
Женщины									
1989.0	...	59.0	10.0	135.0	35.0	241.0	168.0	186.0	166.0
2002.0	2.0	111.0	26.0	192.0	73.0	275.0	142.0	145.0	34.0
Республика Северная Осетия – Алания									
Городское и сельское население									
1989.0	...	133.0	29.0	199.0	83.0	211.0	176.0	105.0	64.0
2002.0	3.0	195.0	45.0	256.0	101.0	191.0	125.0	70.0	9.0
Мужчины									
1989.0	...	136.0	33.0	170.0	104.0	234.0	188.0	103.0	32.0
2002.0	4.0	187.0	47.0	231.0	118.0	207.0	136.0	60.0	5.0
Женщины									
1989.0	...	130.0	25.0	223.0	66.0	193.0	165.0	108.0	90.0
2002.0	3.0	201.0	42.0	278.0	86.0	176.0	117.0	79.0	13.0
Городское население									
1989.0	...	165.0	36.0	222.0	72.0	213.0	165.0	80.0	47.0
2002.0	4.0	240.0	50.0	274.0	86.0	177.0	109.0	49.0	5.0
Мужчины									
1989.0	...	168.0	42.0	191.0	90.0	235.0	177.0	75.0	22.0
2002.0	5.0	230.0	54.0	248.0	100.0	194.0	119.0	41.0	3.0
Женщины									
1989.0	...	162.0	31.0	247.0	58.0	195.0	156.0	83.0	68.0
2002.0	3.0	248.0	48.0	297.0	74.0	163.0	99.0	55.0	7.0
Сельское население									
1989.0	...	59.0	11.0	146.0	109.0	208.0	199.0	164.0	104.0
2002.0	1.0	105.0	34.0	220.0	130.0	218.0	161.0	112.0	17.0
Мужчины									
1989.0	...	65.0	12.0	123.0	136.0	231.0	214.0	163.0	56.0
2002.0	1.0	106.0	35.0	199.0	152.0	235.0	166.0	95.0	9.0
Женщины									
1989.0	...	54.0	10.0	165.0	86.0	189.0	187.0	165.0	144.0
2002.0	1.0	105.0	32.0	240.0	110.0	204.0	155.0	126.0	25.0
Чеченская Республика									
Городское и сельское население									
1989.0	...	76.0	16.0	148.0	73.0	240.0	197.0	126.0	124.0
2002.0	2.0	71.0	27.0	119.0	51.0	380.0	186.0	94.0	55.0
Мужчины									
1989.0	...	89.0	19.0	146.0	97.0	268.0	203.0	115.0	63.0
2002.0	3.0	90.0	30.0	129.0	64.0	386.0	173.0	79.0	32.0
Женщины									
1989.0	...	66.0	15.0	150.0	53.0	217.0	191.0	134.0	174.0
2002.0	2.0	54.0	24.0	109.0	39.0	375.0	198.0	106.0	76.0
Городское население									
1989.0	...	128.0	25.0	201.0	86.0	199.0	178.0	105.0	78.0
2002.0	4.0	107.0	44.0	145.0	52.0	370.0	150.0	71.0	41.0
Мужчины									
1989.0	...	143.0	27.0	193.0	111.0	213.0	186.0	93.0	34.0
2002.0	5.0	132.0	49.0	150.0	60.0	357.0	143.0	62.0	27.0
Женщины									
1989.0	...	116.0	23.0	208.0	66.0	187.0	172.0	114.0	114.0
2002.0	3.0	85.0	40.0	140.0	45.0	381.0	156.0	79.0	53.0
Сельское население									
1989.0	...	35.0	10.0	106.0	62.0	272.0	212.0	142.0	161.0
2002.0	2.0	53.0	18.0	106.0	49.0	387.0	204.0	105.0	62.0
Мужчины									
1989.0	...	47.0	12.0	110.0	86.0	309.0	217.0	133.0	86.0
2002.0	2.0	69.0	21.0	119.0	65.0	400.0	188.0	88.0	35.0
Женщины									
1989.0	...	25.0	8.0	102.0	42.0	241.0	207.0	150.0	225.0
2002.0	1.0	38.0	15.0	93.0	36.0	373.0	219.0	121.0	88.0
Краснодарский край									
Городское и сельское население									
1989.0	...	92.0	13.0	184.0	110.0	190.0	184.0	148.0	79.0
2002.0	2.0	143.0	27.0	253.0	131.0	202.0	146.0	84.0	10.0
Мужчины									
1989.0	...	96.0	14.0	164.0	158.0	205.0	188.0	139.0	36.0
2002.0	3.0	142.0	27.0	232.0	164.0	210.0	148.0	67.0	5.0
Женщины									
1989.0	...	88.0	12.0	199.0	72.0	177.0	182.0	155.0	115.0
2002.0	2.0	144.0	27.0	271.0	105.0	194.0	144.0	97.0	14.0
Городское население									
1989.0	...	128.0	18.0	219.0	95.0	209.0	174.0	104.0	53.0
2002.0	3.0	191.0	36.0	281.0	107.0	199.0	121.0	53.0	5.0
Мужчины									
1989.0	...	134.0	20.0	196.0	134.0	221.0	177.0	95.0	23.0
2002.0	4.0	190.0	37.0	262.0	129.0	207.0	124.0	41.0	2.0
Женщины									
1989.0	...	123.0	17.0	236.0	64.0	199.0	172.0	112.0	77.0
2002.0	3.0	191.0	36.0	297.0	88.0	194.0	118.0	62.0	7.0
Сельское население									
1989.0	...	48.0	6.0	141.0	129.0	167.0	197.0	201.0	111.0
2002.0	1.0	86.0	16.0	219.0	161.0	204.0	175.0	121.0	16.0
Мужчины									
1989.0	...	52.0	6.0	125.0	186.0	185.0	200.0	193.0	53.0
2002.0	1.0	86.0	15.0	197.0	205.0	214.0	175.0	99.0	7.0
Женщины									
1989.0	...	45.0	6.0	154.0	82.0	151.0	194.0	208.0	160.0
2002.0	1.0	87.0	16.0	238.0	124.0	194.0	176.0	140.0	23.0
Ставропольский край									
Городское и сельское население									
1989.0	...	97.0	15.0	184.0	99.0	196.0	180.0	145.0	84.0
2002.0	2.0	143.0	31.0	249.0	109.0	212.0	149.0	91.0	14.0
Мужчины									
1989.0	...	98.0	15.0	157.0	139.0	217.0	190.0	142.0	42.0
2002.0	2.0	139.0	31.0	224.0	136.0	226.0	158.0	76.0	8.0
Женщины									
1989.0	...	95.0	15.0	207.0	65.0	178.0	172.0	148.0	120.0
2002.0	2.0	147.0	31.0	270.0	85.0	199.0	143.0	104.0	19.0
Городское население									
1989.0	...	136.0	22.0	218.0	92.0	209.0	164.0	102.0	57.0
2002.0	3.0	192.0	42.0	277.0	92.0	210.0	119.0	57.0	8.0
Мужчины									
1989.0	...	140.0	23.0	188.0	129.0	224.0	173.0	97.0	26.0
2002.0	4.0	187.0	42.0	255.0	113.0	222.0	126.0	47.0	4.0
Женщины									
1989.0	...	133.0	21.0	241.0	63.0	196.0	158.0	106.0	82.0
2002.0	3.0	196.0	41.0	296.0	74.0	201.0	113.0	66.0	10.0
Сельское население									
1989.0	...	48.0	6.0	143.0	107.0	180.0	200.0	198.0	118.0
2002.0	1.0	78.0	16.0	211.0	132.0	213.0	191.0	136.0	22.0
Мужчины									
1989.0	...	50.0	6.0	120.0	150.0	209.0	211.0	194.0	60.0
2002.0	1.0	76.0	17.0	184.0	164.0	233.0	199.0	114.0	12.0
Женщины									
1989.0	...	47.0	6.0	163.0	68.0	155.0	191.0	202.0	168.0
2002.0	1.0	81.0	16.0	234.0	102.0	197.0	184.0	155.0	30.0
Астраханская область									
Городское и сельское население									
1989.0	...	97.0	15.0	229.0	107.0	180.0	169.0	131.0	72.0
2002.0	2.0	134.0	24.0	315.0	110.0	172.0	142.0	84.0	14.0
Мужчины									
1989.0	...	100.0	14.0	200.0	143.0	205.0	180.0	123.0	35.0
2002.0	3.0	129.0	23.0	291.0	133.0	188.0	151.0	71.0	8.0
Женщины									
1989.0	...	94.0	16.0	254.0	75.0	158.0	159.0	139.0	105.0
2002.0	2.0	138.0	26.0	335.0	89.0	159.0	134.0	95.0	19.0
Городское население									
1989.0	...	121.0	19.0	256.0	100.0	174.0	165.0	108.0	57.0
2002.0	3.0	168.0	29.0	347.0	96.0	160.0	124.0	60.0	9.0
Мужчины									
1989.0	...	128.0	18.0	232.0	133.0	189.0	176.0	98.0	26.0
2002.0	3.0	166.0	28.0	332.0	116.0	168.0	130.0	47.0	6.0
Женщины									
1989.0	...	114.0	19.0	276.0	71.0	163.0	157.0	116.0	84.0
2002.0	3.0	170.0	31.0	359.0	79.0	153.0	119.0	70.0	12.0
Сельское население									
1989.0	...	43.0	6.0	168.0	123.0	192.0	177.0	185.0	106.0
2002.0	1.0	59.0	13.0	243.0	139.0	200.0	182.0	138.0	25.0
Мужчины									
1989.0	...	41.0	6.0	134.0	164.0	238.0	188.0	176.0	53.0
2002.0	1.0	53.0	12.0	204.0	168.0	231.0	197.0	121.0	13.0
Женщины									
1989.0	...	45.0	7.0	202.0	83.0	148.0	166.0	193.0	156.0
2002.0	1.0	65.0	14.0	278.0	112.0	171.0	170.0	154.0	35.0
Волгоградская область									
Городское и сельское население									
1989.0	...	97.0	16.0	196.0	115.0	199.0	172.0	129.0	76.0
2002.0	2.0	147.0	26.0	283.0	124.0	187.0	139.0	79.0	10.0
Мужчины									
1989.0	...	100.0	16.0	174.0	152.0	225.0	175.0	124.0	34.0
2002.0	3.0	144.0	26.0	262.0	150.0	199.0	142.0	66.0	5.0
Женщины									
1989.0	...	95.0	15.0	215.0	84.0	177.0	169.0	133.0	112.0
2002.0	2.0	150.0	26.0	300.0	103.0	176.0	136.0	89.0	15.0
Городское население									
1989.0	...	115.0	19.0	216.0	115.0	208.0	162.0	104.0	61.0
2002.0	3.0	173.0	31.0	303.0	118.0	182.0	119.0	60.0	7.0
Мужчины									
1989.0	...	119.0	20.0	192.0	149.0	232.0	165.0	98.0	25.0
2002.0	3.0	170.0	31.0	285.0	141.0	193.0	121.0	48.0	4.0
Женщины									
1989.0	...	113.0	17.0	236.0	86.0	189.0	160.0	110.0	89.0
2002.0	2.0	175.0	31.0	317.0	98.0	175.0	118.0	70.0	10.0
Сельское население									
1989.0	...	39.0	6.0	133.0	114.0	169.0	203.0	208.0	128.0
2002.0	1.0	65.0	11.0	218.0	145.0	199.0	202.0	138.0	21.0
Мужчины									
1989.0	...	40.0	6.0	118.0	159.0	204.0	207.0	207.0	59.0
2002.0	1.0	64.0	10.0	192.0	176.0	222.0	205.0	120.0	10.0
Женщины									
1989.0	...	39.0	6.0	146.0	75.0	139.0	200.0	208.0	187.0
2002.0	1.0	66.0	11.0	241.0	117.0	180.0	198.0	155.0	31.0
Ростовская область									
Городское и сельское население									
1989.0	...	106.0	17.0	200.0	104.0	185.0	185.0	133.0	70.0
2002.0	3.0	155.0	31.0	270.0	119.0	183.0	146.0	82.0	9.0
Мужчины									
1989.0	...	113.0	19.0	186.0	140.0	199.0	187.0	124.0	32.0
2002.0	3.0	156.0	32.0	253.0	145.0	191.0	148.0	66.0	5.0
Женщины									
1989.0	...	101.0	16.0	211.0	74.0	173.0	183.0	140.0	102.0
2002.0	2.0	155.0	30.0	285.0	97.0	176.0	146.0	95.0	13.0
Городское население									
1989.0	...	130.0	22.0	223.0	98.0	200.0	173.0	102.0	52.0
2002.0	3.0	191.0	39.0	292.0	103.0	185.0	122.0	58.0	5.0
Мужчины									
1989.0	...	137.0	23.0	210.0	129.0	212.0	174.0	92.0	23.0
2002.0	4.0	193.0	41.0	278.0	123.0	190.0	122.0	44.0	3.0
Женщины									
1989.0	...	125.0	20.0	234.0	71.0	191.0	172.0	111.0	76.0
2002.0	3.0	191.0	37.0	303.0	86.0	181.0	122.0	68.0	7.0
Сельское население									
1989.0	...	45.0	7.0	140.0	121.0	145.0	216.0	210.0	116.0
2002.0	1.0	76.0	14.0	222.0	155.0	179.0	200.0	136.0	17.0
Мужчины									
1989.0	...	52.0	7.0	125.0	168.0	167.0	221.0	205.0	55.0
2002.0	1.0	79.0	14.0	200.0	192.0	196.0	199.0	111.0	8.0
Женщины									
1989.0	...	40.0	6.0	152.0	82.0	127.0	213.0	214.0	166.0
2002.0	1.0	73.0	14.0	242.0	122.0	164.0	200.0	158.0	26.0
Приволжский федеральный округ									
Городское и сельское население									
1989.0	...	91.0	15.0	177.0	142.0	181.0	180.0	140.0	74.0
2002.0	2.0	136.0	26.0	271.0	145.0	174.0	145.0	87.0	11.0
Мужчины									
1989.0	...	92.0	15.0	152.0	195.0	202.0	186.0	130.0	28.0
2002.0	2.0	130.0	25.0	250.0	182.0	186.0	150.0	67.0	5.0
Женщины									
1989.0	...	90.0	14.0	196.0	99.0	164.0	176.0	149.0	112.0
2002.0	2.0	141.0	26.0	290.0	114.0	164.0	142.0	103.0	16.0
Городское население									
1989.0	...	111.0	18.0	200.0	146.0	196.0	170.0	107.0	52.0
2002.0	3.0	163.0	32.0	296.0	131.0	178.0	127.0	60.0	6.0
Мужчины									
1989.0	...	113.0	19.0	174.0	191.0	213.0	174.0	97.0	19.0
2002.0	3.0	157.0	31.0	277.0	159.0	188.0	132.0	46.0	3.0
Женщины									
1989.0	...	110.0	18.0	221.0	108.0	182.0	167.0	115.0	79.0
2002.0	2.0	168.0	32.0	312.0	108.0	170.0	125.0	71.0	9.0
Сельское население									
1989.0	...	41.0	7.0	119.0	133.0	144.0	205.0	222.0	129.0
2002.0	1.0	67.0	11.0	209.0	181.0	162.0	191.0	155.0	23.0
Мужчины									
1989.0	...	41.0	6.0	100.0	205.0	173.0	214.0	210.0	51.0
2002.0	1.0	63.0	10.0	184.0	240.0	181.0	192.0	119.0	10.0
Женщины									
1989.0	...	40.0	6.0	135.0	75.0	120.0	198.0	233.0	193.0
2002.0	0.0	71.0	12.0	232.0	129.0	146.0	190.0	185.0	35.0
Республика Башкортостан									
Городское и сельское население									
1989.0	...	77.0	13.0	170.0	176.0	170.0	182.0	139.0	73.0
2002.0	2.0	114.0	24.0	283.0	183.0	146.0	144.0	91.0	12.0
Мужчины									
1989.0	...	78.0	12.0	152.0	238.0	184.0	180.0	127.0	29.0
2002.0	2.0	108.0	22.0	269.0	230.0	150.0	141.0	72.0	5.0
Женщины									
1989.0	...	75.0	14.0	185.0	125.0	159.0	183.0	148.0	111.0
2002.0	1.0	120.0	26.0	294.0	143.0	142.0	147.0	108.0	18.0
Городское население									
1989.0	...	96.0	17.0	202.0	178.0	188.0	168.0	101.0	50.0
2002.0	2.0	140.0	31.0	325.0	154.0	151.0	128.0	61.0	7.0
Мужчины									
1989.0	...	97.0	15.0	181.0	226.0	202.0	169.0	91.0	19.0
2002.0	3.0	133.0	29.0	315.0	185.0	155.0	129.0	47.0	3.0
Женщины									
1989.0	...	94.0	18.0	220.0	138.0	177.0	167.0	109.0	77.0
2002.0	2.0	147.0	32.0	333.0	129.0	148.0	126.0	72.0	10.0
Сельское население									
1989.0	...	41.0	7.0	111.0	173.0	137.0	207.0	208.0	116.0
2002.0	0.0	66.0	12.0	203.0	239.0	136.0	174.0	149.0	21.0
Мужчины									
1989.0	...	43.0	6.0	98.0	259.0	152.0	200.0	194.0	48.0
2002.0	0.0	62.0	11.0	188.0	313.0	140.0	161.0	116.0	9.0
Женщины									
1989.0	...	39.0	7.0	122.0	99.0	125.0	214.0	221.0	173.0
2002.0	0.0	69.0	13.0	217.0	171.0	133.0	186.0	179.0	32.0
Республика Марий Эл									
Городское и сельское население									
1989.0	...	97.0	16.0	165.0	161.0	175.0	179.0	136.0	71.0
2002.0	2.0	140.0	22.0	256.0	169.0	163.0	147.0	85.0	12.0
Мужчины									
1989.0	...	96.0	16.0	144.0	228.0	196.0	187.0	112.0	21.0
2002.0	2.0	129.0	20.0	239.0	217.0	173.0	152.0	59.0	5.0
Женщины									
1989.0	...	98.0	16.0	182.0	106.0	157.0	173.0	155.0	113.0
2002.0	1.0	150.0	23.0	271.0	129.0	155.0	142.0	107.0	18.0
Городское население									
1989.0	...	127.0	22.0	195.0	156.0	189.0	163.0	97.0	51.0
2002.0	2.0	177.0	29.0	285.0	144.0	169.0	125.0	56.0	7.0
Мужчины									
1989.0	...	129.0	22.0	170.0	204.0	203.0	172.0	85.0	15.0
2002.0	3.0	168.0	27.0	268.0	179.0	174.0	132.0	41.0	2.0
Женщины									
1989.0	...	126.0	21.0	215.0	117.0	178.0	156.0	107.0	80.0
2002.0	2.0	185.0	30.0	299.0	116.0	164.0	120.0	68.0	10.0
Сельское население									
1989.0	...	48.0	6.0	118.0	170.0	151.0	205.0	197.0	105.0
2002.0	1.0	74.0	9.0	205.0	214.0	152.0	186.0	138.0	21.0
Мужчины									
1989.0	...	45.0	7.0	104.0	265.0	185.0	209.0	154.0	31.0
2002.0	1.0	63.0	8.0	192.0	281.0	170.0	186.0	90.0	9.0
Женщины									
1989.0	...	51.0	6.0	130.0	88.0	122.0	201.0	234.0	168.0
2002.0	0.0	84.0	10.0	216.0	154.0	136.0	186.0	182.0	32.0
Республика Мордовия									
Городское и сельское население									
1989.0	...	88.0	17.0	164.0	108.0	230.0	148.0	143.0	102.0
2002.0	2.0	143.0	25.0	238.0	146.0	203.0	126.0	92.0	21.0
Мужчины									
1989.0	...	86.0	16.0	149.0	168.0	262.0	160.0	127.0	32.0
2002.0	2.0	128.0	25.0	225.0	195.0	222.0	129.0	64.0	6.0
Женщины									
1989.0	...	90.0	18.0	176.0	60.0	205.0	139.0	156.0	156.0
2002.0	2.0	155.0	26.0	248.0	106.0	187.0	124.0	115.0	33.0
Городское население									
1989.0	...	125.0	25.0	205.0	115.0	257.0	135.0	84.0	54.0
2002.0	3.0	184.0	34.0	263.0	141.0	205.0	107.0	47.0	9.0
Мужчины									
1989.0	...	120.0	23.0	186.0	161.0	275.0	143.0	75.0	17.0
2002.0	3.0	166.0	34.0	251.0	176.0	216.0	110.0	34.0	3.0
Женщины									
1989.0	...	128.0	27.0	219.0	79.0	244.0	129.0	91.0	83.0
2002.0	3.0	198.0	35.0	272.0	114.0	197.0	104.0	56.0	14.0
Сельское население									
1989.0	...	44.0	7.0	115.0	99.0	196.0	164.0	215.0	160.0
2002.0	1.0	82.0	12.0	200.0	154.0	198.0	154.0	160.0	39.0
Мужчины									
1989.0	...	44.0	8.0	103.0	177.0	246.0	180.0	190.0	52.0
2002.0	1.0	74.0	12.0	189.0	222.0	229.0	155.0	108.0	10.0
Женщины									
1989.0	...	45.0	7.0	124.0	36.0	158.0	151.0	234.0	245.0
2002.0	1.0	89.0	12.0	210.0	94.0	171.0	154.0	206.0	63.0
Республика Татарстан									
Городское и сельское население									
1989.0	...	95.0	16.0	163.0	145.0	205.0	178.0	130.0	68.0
2002.0	2.0	142.0	32.0	260.0	132.0	201.0	141.0	80.0	10.0
Мужчины									
1989.0	...	96.0	17.0	142.0	195.0	228.0	181.0	115.0	26.0
2002.0	3.0	135.0	31.0	240.0	165.0	219.0	143.0	59.0	5.0
Женщины									
1989.0	...	94.0	16.0	181.0	104.0	185.0	176.0	141.0	103.0
2002.0	2.0	147.0	32.0	276.0	104.0	186.0	141.0	97.0	15.0
Городское население									
1989.0	...	117.0	21.0	188.0	154.0	223.0	160.0	94.0	43.0
2002.0	3.0	167.0	38.0	285.0	120.0	204.0	124.0	54.0	5.0
Мужчины									
1989.0	...	117.0	21.0	162.0	194.0	246.0	163.0	82.0	15.0
2002.0	4.0	159.0	38.0	265.0	141.0	222.0	130.0	39.0	2.0
Женщины									
1989.0	...	117.0	20.0	210.0	122.0	204.0	157.0	104.0	66.0
2002.0	2.0	172.0	39.0	301.0	103.0	190.0	120.0	65.0	8.0
Сельское население									
1989.0	...	37.0	6.0	97.0	120.0	157.0	226.0	223.0	134.0
2002.0	1.0	68.0	12.0	186.0	164.0	192.0	194.0	159.0	24.0
Мужчины									
1989.0	...	40.0	6.0	88.0	197.0	181.0	227.0	206.0	55.0
2002.0	0.0	67.0	11.0	170.0	229.0	213.0	181.0	118.0	11.0
Женщины									
1989.0	...	34.0	5.0	104.0	60.0	138.0	225.0	237.0	197.0
2002.0	0.0	69.0	13.0	201.0	108.0	174.0	204.0	195.0	36.0
Удмуртская Республика									
Городское и сельское население									
1989.0	...	92.0	14.0	164.0	139.0	218.0	180.0	129.0	64.0
2002.0	2.0	134.0	22.0	250.0	150.0	209.0	146.0	75.0	10.0
Мужчины									
1989.0	...	92.0	12.0	127.0	191.0	255.0	186.0	114.0	23.0
2002.0	2.0	123.0	21.0	215.0	191.0	232.0	154.0	55.0	5.0
Женщины									
1989.0	...	92.0	14.0	194.0	97.0	189.0	174.0	141.0	99.0
2002.0	2.0	144.0	23.0	279.0	116.0	189.0	139.0	92.0	14.0
Городское население									
1989.0	...	109.0	16.0	180.0	139.0	234.0	172.0	102.0	48.0
2002.0	2.0	160.0	27.0	270.0	138.0	211.0	129.0	54.0	6.0
Мужчины									
1989.0	...	112.0	15.0	144.0	184.0	261.0	178.0	90.0	16.0
2002.0	3.0	152.0	26.0	242.0	173.0	224.0	134.0	40.0	3.0
Женщины									
1989.0	...	108.0	17.0	209.0	102.0	212.0	167.0	111.0	74.0
2002.0	2.0	166.0	28.0	292.0	110.0	201.0	124.0	66.0	9.0
Сельское население									
1989.0	...	50.0	7.0	126.0	140.0	180.0	199.0	194.0	104.0
2002.0	0.0	73.0	10.0	201.0	178.0	203.0	188.0	127.0	20.0
Мужчины									
1989.0	...	45.0	7.0	86.0	206.0	240.0	207.0	171.0	38.0
2002.0	0.0	60.0	9.0	151.0	232.0	249.0	198.0	91.0	10.0
Женщины									
1989.0	...	53.0	8.0	160.0	84.0	130.0	191.0	214.0	160.0
2002.0	0.0	85.0	11.0	246.0	129.0	162.0	179.0	160.0	28.0
Чувашская Республика									
Городское и сельское население									
1989.0	...	79.0	13.0	163.0	141.0	203.0	198.0	133.0	70.0
2002.0	1.0	129.0	26.0	247.0	155.0	193.0	151.0	85.0	10.0
Мужчины									
1989.0	...	83.0	14.0	139.0	202.0	235.0	199.0	106.0	22.0
2002.0	2.0	122.0	24.0	224.0	197.0	216.0	151.0	57.0	4.0
Женщины									
1989.0	...	75.0	13.0	181.0	93.0	178.0	198.0	153.0	109.0
2002.0	1.0	135.0	27.0	266.0	121.0	173.0	152.0	107.0	15.0
Городское население									
1989.0	...	106.0	18.0	210.0	154.0	238.0	158.0	78.0	38.0
2002.0	2.0	165.0	35.0	297.0	128.0	200.0	120.0	43.0	5.0
Мужчины									
1989.0	...	109.0	18.0	179.0	198.0	262.0	156.0	65.0	13.0
2002.0	3.0	157.0	33.0	275.0	152.0	216.0	125.0	32.0	2.0
Женщины									
1989.0	...	103.0	19.0	237.0	117.0	217.0	159.0	88.0	60.0
2002.0	2.0	172.0	36.0	314.0	109.0	188.0	115.0	53.0	7.0
Сельское население									
1989.0	...	42.0	6.0	98.0	124.0	157.0	253.0	207.0	113.0
2002.0	0.0	72.0	11.0	169.0	198.0	181.0	201.0	150.0	18.0
Мужчины									
1989.0	...	45.0	7.0	83.0	208.0	197.0	259.0	166.0	35.0
2002.0	1.0	69.0	11.0	147.0	263.0	218.0	189.0	95.0	7.0
Женщины									
1989.0	...	39.0	6.0	109.0	61.0	126.0	248.0	238.0	173.0
