5. ЖЕНЩИНЫ НАИБОЛЕЕ МНОГОЧИСЛЕННЫХ НАЦИОНАЛЬНОСТЕЙ ПО ВОЗРАСТНЫМ ГРУППАМ И ЧИСЛУ РОЖДЕННЫХ ДЕТЕЙ													
ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
	Всего	Женщины, указавшие число рожденных детей	из них женщины с числом рожденных детей								Общее число рожденных детей	Среднее число рожденных детей (на 1000 женщин)	Женщины, не указавшие число рожденных детей
50 – 54	54870.0	54585.0	2918.0	12560.0	28740.0	7774.0	1395.0	711.0	268.0	219.0	105882.0	1940.0	285.0
55 – 59	29912.0	29746.0	1680.0	6622.0	15214.0	4433.0	985.0	499.0	151.0	162.0	58992.0	1983.0	166.0
60 – 64	51683.0	51363.0	2905.0	10288.0	24776.0	9158.0	2485.0	1013.0	352.0	386.0	107470.0	2092.0	320.0
65 – 69	41120.0	40814.0	2756.0	8005.0	17993.0	7993.0	2353.0	1046.0	360.0	308.0	87316.0	2139.0	306.0
70 и более	90389.0	89530.0	7865.0	18080.0	28785.0	17855.0	8469.0	4150.0	2089.0	2237.0	214461.0	2395.0	859.0
Татары													
Женщины в возрасте 15 лет и более	73984.0	73449.0	14911.0	15249.0	24990.0	10315.0	3796.0	2107.0	893.0	1188.0	136890.0	1864.0	535.0
в том числе в возрасте, лет:													
15 – 17	4650.0	4572.0	4508.0	60.0	4.0	-	-	-	-	-	68.0	15.0	78.0
18 – 19	2677.0	2614.0	2437.0	161.0	12.0	4.0	-	-	-	-	197.0	75.0	63.0
20 – 24	5861.0	5793.0	3387.0	2142.0	223.0	25.0	8.0	-	4.0	4.0	2747.0	474.0	68.0
25 – 29	5499.0	5441.0	1332.0	2691.0	1323.0	67.0	12.0	4.0	-	12.0	5706.0	1049.0	58.0
30 – 34	5458.0	5421.0	506.0	2007.0	2471.0	351.0	41.0	25.0	4.0	16.0	8439.0	1557.0	37.0
35 – 39	6884.0	6864.0	368.0	1637.0	3795.0	922.0	95.0	27.0	4.0	16.0	12656.0	1844.0	20.0
40 – 44	8526.0	8491.0	343.0	1510.0	4920.0	1342.0	281.0	44.0	16.0	35.0	17077.0	2011.0	35.0
45 – 49	7221.0	7181.0	316.0	1225.0	3652.0	1532.0	275.0	106.0	35.0	40.0	15277.0	2127.0	40.0
50 – 54	5276.0	5249.0	299.0	898.0	2596.0	1063.0	227.0	83.0	31.0	52.0	11192.0	2132.0	27.0
55 – 59	2824.0	2808.0	147.0	481.0	1191.0	658.0	170.0	84.0	36.0	41.0	6463.0	2302.0	16.0
60 – 64	5345.0	5302.0	277.0	682.0	1755.0	1435.0	652.0	324.0	87.0	90.0	13925.0	2626.0	43.0
65 – 69	4404.0	4393.0	212.0	533.0	1254.0	1065.0	704.0	400.0	91.0	134.0	12640.0	2877.0	11.0
70 и более	9359.0	9320.0	779.0	1222.0	1794.0	1851.0	1331.0	1010.0	585.0	748.0	30503.0	3273.0	39.0
Казахи													
Женщины в возрасте 15 лет и более	47913.0	47530.0	11789.0	8579.0	12606.0	6142.0	2812.0	1973.0	1310.0	2319.0	100846.0	2122.0	383.0
в том числе в возрасте, лет:													
15 – 17	3950.0	3879.0	3787.0	88.0	4.0	-	-	-	-	-	96.0	25.0	71.0
18 – 19	2229.0	2183.0	1981.0	182.0	20.0	-	-	-	-	-	222.0	102.0	46.0
20 – 24	5114.0	5032.0	2847.0	1741.0	391.0	41.0	4.0	4.0	4.0	-	2706.0	538.0	82.0
25 – 29	4994.0	4945.0	1148.0	1874.0	1648.0	205.0	38.0	17.0	7.0	8.0	6124.0	1238.0	49.0
30 – 34	5377.0	5344.0	576.0	1465.0	2550.0	612.0	105.0	16.0	4.0	16.0	9061.0	1696.0	33.0
35 – 39	6330.0	6313.0	445.0	1294.0	2981.0	1236.0	250.0	71.0	20.0	16.0	12583.0	1993.0	17.0
40 – 44	5879.0	5850.0	386.0	803.0	2465.0	1454.0	500.0	148.0	66.0	28.0	13455.0	2300.0	29.0
45 – 49	3909.0	3893.0	203.0	439.0	1252.0	1002.0	557.0	253.0	98.0	89.0	10729.0	2756.0	16.0
50 – 54	2638.0	2630.0	132.0	154.0	625.0	758.0	443.0	312.0	87.0	119.0	8478.0	3224.0	8.0
55 – 59	1358.0	1358.0	40.0	93.0	166.0	262.0	237.0	282.0	101.0	177.0	5598.0	4122.0	-
60 – 64	2191.0	2179.0	80.0	130.0	179.0	256.0	255.0	374.0	407.0	498.0	10815.0	4963.0	12.0
65 – 69	1467.0	1463.0	36.0	77.0	110.0	77.0	146.0	223.0	228.0	566.0	8460.0	5783.0	4.0
70 и более	2477.0	2461.0	128.0	239.0	215.0	239.0	277.0	273.0	288.0	802.0	12519.0	5087.0	16.0
Украинцы													
Женщины в возрасте 15 лет и более	39468.0	39191.0	4499.0	8715.0	15779.0	6382.0	1983.0	982.0	406.0	445.0	78275.0	1997.0	277.0
в том числе в возрасте, лет:													
15 – 17	898.0	881.0	859.0	22.0	-	-	-	-	-	-	22.0	25.0	17.0
18 – 19	568.0	564.0	489.0	68.0	7.0	-	-	-	-	-	82.0	145.0	4.0
20 – 24	1528.0	1508.0	802.0	605.0	93.0	8.0	-	-	-	-	815.0	540.0	20.0
25 – 29	2106.0	2098.0	389.0	1031.0	587.0	83.0	4.0	-	-	4.0	2502.0	1193.0	8.0
30 – 34	2473.0	2461.0	228.0	976.0	1011.0	179.0	39.0	16.0	8.0	4.0	3851.0	1565.0	12.0
35 – 39	2835.0	2819.0	179.0	698.0	1457.0	353.0	100.0	24.0	8.0	-	5239.0	1858.0	16.0
40 – 44	3779.0	3771.0	178.0	732.0	1930.0	654.0	182.0	52.0	15.0	28.0	7860.0	2084.0	8.0
45 – 49	3641.0	3633.0	127.0	682.0	1887.0	676.0	148.0	64.0	41.0	8.0	7714.0	2123.0	8.0
50 – 54	3602.0	3575.0	155.0	695.0	1885.0	589.0	156.0	55.0	24.0	16.0	7411.0	2073.0	27.0
55 – 59	2146.0	2139.0	116.0	413.0	1090.0	393.0	61.0	38.0	8.0	20.0	4410.0	2062.0	7.0
60 – 64	3913.0	3858.0	188.0	705.0	1782.0	768.0	215.0	110.0	55.0	35.0	8590.0	2227.0	55.0
65 – 69	3479.0	3458.0	134.0	607.0	1348.0	903.0	259.0	131.0	44.0	32.0	8199.0	2371.0	21.0
70 и более	8500.0	8426.0	655.0	1481.0	2702.0	1776.0	819.0	492.0	203.0	298.0	21580.0	2561.0	74.0
Башкиры													
Женщины в возрасте 15 лет и более	22775.0	22590.0	4934.0	3967.0	7025.0	3330.0	1197.0	953.0	567.0	617.0	46283.0	2049.0	185.0
в том числе в возрасте, лет:													
15 – 17	1646.0	1598.0	1578.0	20.0	-	-	-	-	-	-	20.0	13.0	48.0
18 – 19	946.0	933.0	859.0	74.0	-	-	-	-	-	-	74.0	79.0	13.0
20 – 24	1963.0	1921.0	1161.0	643.0	113.0	4.0	-	-	-	-	881.0	459.0	42.0
25 – 29	1735.0	1728.0	405.0	771.0	472.0	58.0	14.0	-	-	8.0	2009.0	1163.0	7.0
30 – 34	1831.0	1831.0	204.0	564.0	853.0	181.0	21.0	4.0	4.0	-	2941.0	1606.0	-
35 – 39	2555.0	2547.0	116.0	450.0	1401.0	451.0	89.0	20.0	8.0	12.0	5221.0	2050.0	8.0
40 – 44	3189.0	3170.0	125.0	478.0	1570.0	749.0	155.0	61.0	16.0	16.0	7002.0	2209.0	19.0
45 – 49	2346.0	2338.0	114.0	325.0	1015.0	585.0	129.0	105.0	35.0	30.0	5662.0	2422.0	8.0
50 – 54	1559.0	1551.0	82.0	152.0	653.0	398.0	122.0	92.0	40.0	12.0	3936.0	2538.0	8.0
55 – 59	703.0	699.0	41.0	72.0	213.0	211.0	85.0	50.0	7.0	20.0	1947.0	2785.0	4.0
60 – 64	1281.0	1277.0	78.0	92.0	279.0	296.0	211.0	150.0	119.0	52.0	4262.0	3338.0	4.0
65 – 69	1037.0	1033.0	70.0	64.0	159.0	155.0	163.0	187.0	127.0	108.0	4149.0	4016.0	4.0
70 и более	1984.0	1964.0	101.0	262.0	297.0	242.0	208.0	284.0	211.0	359.0	8179.0	4164.0	20.0
Мордва													
Женщины в возрасте 15 лет и более	25987.0	25853.0	3118.0	4791.0	9171.0	4433.0	1938.0	1262.0	538.0	602.0	58724.0	2271.0	134.0
в том числе в возрасте, лет:													
15 – 17	775.0	771.0	747.0	19.0	5.0	-	-	-	-	-	29.0	38.0	4.0
18 – 19	401.0	401.0	369.0	32.0	-	-	-	-	-	-	32.0	80.0	-
20 – 24	991.0	983.0	498.0	394.0	91.0	-	-	-	-	-	576.0	586.0	8.0
25 – 29	1208.0	1204.0	189.0	592.0	361.0	46.0	12.0	4.0	-	-	1520.0	1262.0	4.0
30 – 34	1564.0	1548.0	88.0	542.0	767.0	127.0	24.0	-	-	-	2553.0	1649.0	16.0
35 – 39	2208.0	2204.0	116.0	473.0	1238.0	260.0	71.0	21.0	13.0	12.0	4304.0	1953.0	4.0
40 – 44	2737.0	2737.0	112.0	387.0	1604.0	512.0	74.0	36.0	4.0	8.0	5691.0	2079.0	-
45 – 49	2492.0	2480.0	80.0	349.0	1291.0	516.0	155.0	50.0	15.0	24.0	5631.0	2271.0	12.0
50 – 54	2310.0	2302.0	102.0	261.0	1051.0	546.0	188.0	100.0	34.0	20.0	5613.0	2438.0	8.0
55 – 59	1176.0	1168.0	36.0	197.0	472.0	270.0	90.0	63.0	18.0	22.0	2909.0	2491.0	8.0
60 – 64	2630.0	2622.0	111.0	345.0	793.0	707.0	345.0	202.0	66.0	53.0	7293.0	2781.0	8.0
65 – 69	2111.0	2092.0	81.0	275.0	570.0	439.0	350.0	231.0	59.0	87.0	6362.0	3041.0	19.0
70 и более	5384.0	5341.0	589.0	925.0	928.0	1010.0	629.0	555.0	329.0	376.0	16211.0	3035.0	43.0
Немцы													
Женщины в возрасте 15 лет и более	8094.0	8037.0	1633.0	1785.0	2640.0	1193.0	378.0	170.0	113.0	125.0	14708.0	1830.0	57.0
в том числе в возрасте, лет:													
15 – 17	453.0	439.0	431.0	8.0	-	-	-	-	-	-	8.0	18.0	14.0
18 – 19	337.0	333.0	289.0	39.0	5.0	-	-	-	-	-	49.0	147.0	4.0
20 – 24	979.0	967.0	524.0	390.0	49.0	4.0	-	-	-	-	500.0	517.0	12.0
25 – 29	693.0	685.0	140.0	361.0	147.0	25.0	12.0	-	-	-	778.0	1136.0	8.0
30 – 34	470.0	470.0	19.0	141.0	250.0	53.0	7.0	-	-	-	828.0	1762.0	-
35 – 39	534.0	534.0	15.0	139.0	249.0	98.0	26.0	-	3.0	4.0	1081.0	2024.0	-
40 – 44	789.0	789.0	8.0	134.0	385.0	217.0	37.0	4.0	4.0	-	1747.0	2214.0	-
45 – 49	902.0	902.0	23.0	135.0	484.0	181.0	33.0	21.0	13.0	12.0	2093.0	2320.0	-
50 – 54	842.0	834.0	55.0	168.0	366.0	162.0	53.0	13.0	13.0	4.0	1785.0	2140.0	8.0
55 – 59	256.0	256.0	8.0	31.0	133.0	58.0	4.0	7.0	4.0	11.0	627.0	2449.0	-
60 – 64	420.0	416.0	27.0	56.0	128.0	105.0	42.0	34.0	8.0	16.0	1173.0	2820.0	4.0
65 – 69	385.0	382.0	24.0	44.0	137.0	79.0	32.0	29.0	17.0	20.0	1083.0	2835.0	3.0
70 и более	1034.0	1030.0	70.0	139.0	307.0	211.0	132.0	62.0	51.0	58.0	2956.0	2870.0	4.0
Пензенская область													
Русские													
Женщины в возрасте 15 лет и более	589336.0	575635.0	115881.0	183109.0	204063.0	47321.0	12977.0	6342.0	2696.0	3246.0	859041.0	1492.0	13701.0
в том числе в возрасте, лет:													
15 – 17	30807.0	27563.0	27309.0	230.0	24.0	-	-	-	-	-	278.0	10.0	3244.0
18 – 19	20265.0	18815.0	17362.0	1370.0	79.0	4.0	-	-	-	-	1540.0	82.0	1450.0
20 – 24	45088.0	42947.0	26214.0	15059.0	1521.0	85.0	16.0	-	40.0	12.0	18744.0	436.0	2141.0
25 – 29	42836.0	41925.0	9819.0	24892.0	6526.0	529.0	87.0	12.0	4.0	56.0	40415.0	964.0	911.0
30 – 34	40728.0	40119.0	4604.0	21597.0	12258.0	1244.0	220.0	76.0	40.0	80.0	52037.0	1297.0	609.0
35 – 39	43342.0	42865.0	3091.0	17422.0	19185.0	2521.0	383.0	150.0	45.0	68.0	66455.0	1550.0	477.0
40 – 44	53743.0	53252.0	3185.0	16752.0	27939.0	4193.0	703.0	214.0	109.0	157.0	91016.0	1709.0	491.0
45 – 49	53531.0	53002.0	3143.0	15788.0	28185.0	4658.0	694.0	282.0	102.0	150.0	92097.0	1738.0	529.0
50 – 54	52427.0	51878.0	3299.0	16685.0	25910.0	4510.0	824.0	384.0	98.0	168.0	89167.0	1719.0	549.0
55 – 59	28291.0	27947.0	1982.0	9496.0	13127.0	2473.0	449.0	212.0	68.0	140.0	47493.0	1699.0	344.0
60 – 64	48314.0	47687.0	3436.0	13451.0	22848.0	5772.0	1264.0	537.0	179.0	200.0	86878.0	1822.0	627.0
65 – 69	36960.0	36365.0	2730.0	9470.0	16338.0	5270.0	1404.0	630.0	255.0	268.0	70340.0	1934.0	595.0
70 и более	93004.0	91270.0	9707.0	20897.0	30123.0	16062.0	6933.0	3845.0	1756.0	1947.0	202581.0	2220.0	1734.0
Татары													
Женщины в возрасте 15 лет и более	37298.0	36158.0	7525.0	6711.0	12226.0	4750.0	1886.0	1477.0	641.0	942.0	71701.0	1983.0	1140.0
в том числе в возрасте, лет:													
15 – 17	2482.0	2103.0	2090.0	13.0	-	-	-	-	-	-	13.0	6.0	379.0
18 – 19	1476.0	1337.0	1299.0	34.0	4.0	-	-	-	-	-	42.0	31.0	139.0
20 – 24	2952.0	2803.0	1749.0	858.0	184.0	12.0	-	-	-	-	1262.0	450.0	149.0
25 – 29	2783.0	2722.0	616.0	1289.0	763.0	45.0	-	-	-	9.0	3017.0	1108.0	61.0
30 – 34	3137.0	3089.0	222.0	1067.0	1604.0	168.0	12.0	8.0	-	8.0	4931.0	1596.0	48.0
35 – 39	3888.0	3844.0	188.0	946.0	2318.0	330.0	36.0	11.0	-	15.0	6887.0	1792.0	44.0
40 – 44	4322.0	4269.0	232.0	624.0	2594.0	691.0	83.0	17.0	4.0	24.0	8518.0	1995.0	53.0
45 – 49	3523.0	3494.0	194.0	571.0	1634.0	850.0	127.0	67.0	21.0	30.0	7585.0	2171.0	29.0
50 – 54	2549.0	2516.0	149.0	333.0	1106.0	557.0	201.0	126.0	32.0	12.0	5934.0	2359.0	33.0
55 – 59	1360.0	1333.0	65.0	163.0	500.0	343.0	133.0	72.0	34.0	23.0	3461.0	2596.0	27.0
60 – 64	2523.0	2482.0	149.0	283.0	556.0	644.0	351.0	302.0	96.0	101.0	7604.0	3064.0	41.0
65 – 69	1965.0	1944.0	158.0	147.0	322.0	470.0	341.0	296.0	99.0	111.0	6509.0	3348.0	21.0
70 и более	4338.0	4222.0	414.0	383.0	641.0	640.0	602.0	578.0	355.0	609.0	15938.0	3775.0	116.0
Мордва													
Женщины в возрасте 15 лет и более	35355.0	34476.0	4790.0	7603.0	13005.0	4696.0	1880.0	1325.0	572.0	605.0	69979.0	2030.0	879.0
в том числе в возрасте, лет:													
15 – 17	1166.0	1034.0	1030.0	4.0	-	-	-	-	-	-	4.0	4.0	132.0
18 – 19	670.0	600.0	542.0	58.0	-	-	-	-	-	-	58.0	97.0	70.0
20 – 24	1516.0	1430.0	827.0	517.0	86.0	-	-	-	-	-	689.0	482.0	86.0
25 – 29	1665.0	1601.0	298.0	919.0	336.0	36.0	8.0	-	-	4.0	1763.0	1101.0	64.0
30 – 34	2131.0	2108.0	170.0	881.0	948.0	78.0	15.0	4.0	8.0	4.0	3171.0	1504.0	23.0
35 – 39	3222.0	3159.0	110.0	991.0	1764.0	218.0	36.0	32.0	-	8.0	5537.0	1753.0	63.0
40 – 44	4126.0	4064.0	201.0	915.0	2428.0	412.0	56.0	30.0	9.0	13.0	7526.0	1852.0	62.0
45 – 49	3793.0	3728.0	211.0	835.0	2069.0	510.0	57.0	38.0	8.0	-	6969.0	1869.0	65.0
50 – 54	3349.0	3306.0	160.0	635.0	1721.0	588.0	113.0	58.0	15.0	16.0	6793.0	2055.0	43.0
55 – 59	1450.0	1434.0	95.0	297.0	704.0	226.0	64.0	32.0	-	16.0	2915.0	2033.0	16.0
60 – 64	3425.0	3356.0	225.0	385.0	1201.0	956.0	345.0	175.0	49.0	20.0	8344.0	2486.0	69.0
65 – 69	2396.0	2363.0	157.0	314.0	675.0	612.0	314.0	187.0	67.0	37.0	6364.0	2693.0	33.0
70 и более	6446.0	6293.0	764.0	852.0	1073.0	1060.0	872.0	769.0	416.0	487.0	19846.0	3154.0	153.0
Пермская область													
Русские													
Женщины в возрасте 15 лет и более	1073895.0	1058984.0	248815.0	307752.0	347043.0	97883.0	26306.0	15414.0	6658.0	9113.0	1592944.0	1504.0	14911.0
в том числе в возрасте, лет:													
15 – 17	68359.0	66334.0	65247.0	1058.0	29.0	-	-	-	-	-	1116.0	17.0	2025.0
18 – 19	45355.0	44106.0	40104.0	3839.0	143.0	20.0	-	-	-	-	4185.0	95.0	1249.0
20 – 24	96355.0	93916.0	57468.0	31588.0	4332.0	364.0	69.0	4.0	67.0	24.0	42210.0	449.0	2439.0
25 – 29	94775.0	93385.0	25031.0	49228.0	16346.0	2042.0	398.0	74.0	54.0	212.0	92096.0	986.0	1390.0
30 – 34	81053.0	80282.0	9897.0	37672.0	26948.0	4313.0	926.0	217.0	82.0	227.0	111668.0	1391.0	771.0
35 – 39	79210.0	78524.0	5797.0	27215.0	35770.0	7371.0	1440.0	538.0	147.0	246.0	132160.0	1683.0	686.0
40 – 44	99632.0	98879.0	6024.0	26127.0	49212.0	13031.0	2530.0	1058.0	435.0	462.0	185348.0	1874.0	753.0
45 – 49	100594.0	99642.0	6271.0	24630.0	48584.0	14502.0	2854.0	1611.0	544.0	646.0	193209.0	1939.0	952.0
50 – 54	92787.0	91931.0	6240.0	24692.0	44061.0	11719.0	2347.0	1535.0	548.0	789.0	174693.0	1900.0	856.0
55 – 59	48217.0	47780.0	3930.0	13976.0	22026.0	5233.0	1112.0	752.0	296.0	455.0	87555.0	1832.0	437.0
60 – 64	71828.0	71054.0	5745.0	20113.0	31286.0	8433.0	2143.0	1826.0	677.0	831.0	136701.0	1924.0	774.0
65 – 69	60501.0	59795.0	4575.0	15893.0	24849.0	8617.0	2497.0	1722.0	675.0	967.0	122163.0	2043.0	706.0
70 и более	135229.0	133356.0	12486.0	31721.0	43457.0	22238.0	9990.0	6077.0	3133.0	4254.0	309840.0	2323.0	1873.0
Татары													
Женщины в возрасте 15 лет и более	63903.0	63227.0	11773.0	15740.0	21512.0	8384.0	2626.0	1655.0	730.0	807.0	113492.0	1795.0	676.0
в том числе в возрасте, лет:													
15 – 17	3068.0	2986.0	2902.0	84.0	-	-	-	-	-	-	84.0	28.0	82.0
18 – 19	1833.0	1804.0	1588.0	212.0	4.0	-	-	-	-	-	220.0	122.0	29.0
20 – 24	3916.0	3861.0	2247.0	1386.0	214.0	14.0	-	-	-	-	1856.0	481.0	55.0
25 – 29	4156.0	4083.0	971.0	2143.0	821.0	111.0	11.0	5.0	-	21.0	4347.0	1065.0	73.0
30 – 34	4356.0	4329.0	449.0	1741.0	1738.0	314.0	47.0	13.0	8.0	19.0	6604.0	1526.0	27.0
35 – 39	5464.0	5430.0	344.0	1647.0	2624.0	629.0	134.0	12.0	20.0	20.0	9646.0	1776.0	34.0
40 – 44	7152.0	7104.0	438.0	1636.0	3478.0	1246.0	217.0	69.0	4.0	16.0	13679.0	1926.0	48.0
45 – 49	6332.0	6295.0	447.0	1323.0	2923.0	1202.0	237.0	96.0	35.0	32.0	12658.0	2011.0	37.0
50 – 54	5116.0	5073.0	349.0	1145.0	2395.0	811.0	195.0	106.0	36.0	36.0	10182.0	2007.0	43.0
55 – 59	2813.0	2789.0	190.0	640.0	1168.0	497.0	146.0	68.0	36.0	44.0	5939.0	2129.0	24.0
60 – 64	5016.0	4954.0	415.0	1095.0	1956.0	823.0	281.0	245.0	95.0	44.0	10708.0	2161.0	62.0
65 – 69	4417.0	4369.0	378.0	852.0	1575.0	894.0	281.0	204.0	101.0	84.0	10111.0	2314.0	48.0
70 и более	10264.0	10150.0	1055.0	1836.0	2616.0	1843.0	1077.0	837.0	395.0	491.0	27458.0	2705.0	114.0
Коми-пермяки													
Женщины в возрасте 15 лет и более	48673.0	48284.0	8176.0	9581.0	14969.0	7735.0	2668.0	2408.0	1191.0	1556.0	105219.0	2179.0	389.0
в том числе в возрасте, лет:													
15 – 17	2511.0	2481.0	2440.0	41.0	-	-	-	-	-	-	41.0	17.0	30.0
18 – 19	1509.0	1504.0	1321.0	172.0	11.0	-	-	-	-	-	194.0	129.0	5.0
20 – 24	3155.0	3100.0	1528.0	1225.0	297.0	47.0	3.0	-	-	-	1972.0	636.0	55.0
25 – 29	3519.0	3497.0	651.0	1610.0	967.0	211.0	39.0	11.0	6.0	2.0	4443.0	1271.0	22.0
30 – 34	3688.0	3664.0	300.0	1235.0	1592.0	391.0	101.0	28.0	13.0	4.0	6246.0	1705.0	24.0
35 – 39	4530.0	4495.0	213.0	951.0	2200.0	840.0	174.0	82.0	18.0	17.0	9218.0	2051.0	35.0
40 – 44	5621.0	5583.0	238.0	855.0	2697.0	1260.0	301.0	154.0	46.0	32.0	12530.0	2244.0	38.0
45 – 49	5154.0	5122.0	212.0	663.0	2112.0	1371.0	356.0	253.0	82.0	73.0	12737.0	2487.0	32.0
50 – 54	3936.0	3919.0	187.0	612.0	1559.0	910.0	241.0	227.0	94.0	89.0	9820.0	2506.0	17.0
55 – 59	1638.0	1627.0	95.0	267.0	606.0	342.0	101.0	108.0	49.0	59.0	4223.0	2596.0	11.0
60 – 64	3178.0	3146.0	171.0	381.0	910.0	618.0	290.0	384.0	191.0	201.0	9885.0	3142.0	32.0
65 – 69	2761.0	2741.0	173.0	395.0	627.0	511.0	282.0	360.0	169.0	224.0	8969.0	3272.0	20.0
70 и более	7473.0	7405.0	647.0	1174.0	1391.0	1234.0	780.0	801.0	523.0	855.0	24941.0	3368.0	68.0
Башкиры													
Женщины в возрасте 15 лет и более	18099.0	17798.0	3796.0	3975.0	5953.0	2372.0	789.0	522.0	194.0	197.0	31511.0	1770.0	301.0
в том числе в возрасте, лет:													
15 – 17	1164.0	1109.0	1101.0	8.0	-	-	-	-	-	-	8.0	7.0	55.0
18 – 19	689.0	672.0	629.0	43.0	-	-	-	-	-	-	43.0	64.0	17.0
20 – 24	1456.0	1431.0	795.0	564.0	64.0	4.0	4.0	-	-	-	720.0	503.0	25.0
25 – 29	1446.0	1398.0	327.0	663.0	369.0	18.0	13.0	-	4.0	4.0	1559.0	1115.0	48.0
30 – 34	1401.0	1385.0	98.0	497.0	628.0	141.0	17.0	-	-	4.0	2272.0	1640.0	16.0
35 – 39	1985.0	1961.0	103.0	484.0	1020.0	270.0	56.0	8.0	12.0	8.0	3730.0	1902.0	24.0
40 – 44	2194.0	2190.0	88.0	386.0	1174.0	410.0	84.0	32.0	16.0	-	4556.0	2080.0	4.0
45 – 49	1733.0	1708.0	97.0	299.0	773.0	365.0	92.0	70.0	8.0	4.0	3742.0	2191.0	25.0
50 – 54	1392.0	1372.0	73.0	243.0	617.0	288.0	86.0	41.0	8.0	16.0	3078.0	2243.0	20.0
55 – 59	670.0	661.0	69.0	95.0	267.0	140.0	49.0	19.0	13.0	9.0	1485.0	2247.0	9.0
60 – 64	1011.0	1003.0	95.0	210.0	378.0	170.0	45.0	80.0	8.0	17.0	2244.0	2237.0	8.0
65 – 69	847.0	829.0	61.0	125.0	279.0	171.0	96.0	75.0	7.0	15.0	2130.0	2569.0	18.0
70 и более	2111.0	2079.0	260.0	358.0	384.0	395.0	247.0	197.0	118.0	120.0	5944.0	2859.0	32.0
Коми–Пермяцкий автономный округ													
Коми-пермяки													
Женщины в возрасте 15 лет и более	35349.0	35146.0	5999.0	6158.0	10087.0	6092.0	2288.0	2091.0	1071.0	1360.0	81758.0	2326.0	203.0
в том числе в возрасте, лет:													
15 – 17	2174.0	2160.0	2127.0	33.0	-	-	-	-	-	-	33.0	15.0	14.0
18 – 19	1131.0	1126.0	961.0	154.0	11.0	-	-	-	-	-	176.0	156.0	5.0
20 – 24	2219.0	2197.0	963.0	932.0	260.0	39.0	3.0	-	-	-	1581.0	720.0	22.0
25 – 29	2452.0	2438.0	371.0	1034.0	803.0	176.0	35.0	11.0	6.0	2.0	3418.0	1402.0	14.0
30 – 34	2599.0	2588.0	185.0	727.0	1202.0	354.0	88.0	19.0	9.0	4.0	4726.0	1826.0	11.0
35 – 39	3102.0	3090.0	152.0	509.0	1498.0	685.0	152.0	67.0	18.0	9.0	6680.0	2162.0	12.0
40 – 44	3559.0	3540.0	150.0	422.0	1582.0	942.0	253.0	124.0	46.0	21.0	8490.0	2398.0	19.0
45 – 49	3311.0	3301.0	140.0	387.0	1212.0	954.0	280.0	211.0	71.0	46.0	8633.0	2615.0	10.0
50 – 54	2653.0	2643.0	112.0	321.0	940.0	705.0	196.0	212.0	83.0	74.0	7246.0	2742.0	10.0
55 – 59	1126.0	1122.0	62.0	140.0	370.0	273.0	91.0	108.0	32.0	46.0	3163.0	2819.0	4.0
60 – 64	2439.0	2418.0	120.0	264.0	596.0	502.0	258.0	340.0	171.0	167.0	8067.0	3336.0	21.0
65 – 69	2240.0	2227.0	119.0	267.0	482.0	417.0	244.0	325.0	159.0	214.0	7803.0	3504.0	13.0
70 и более	6344.0	6296.0	537.0	968.0	1131.0	1045.0	688.0	674.0	476.0	777.0	21742.0	3453.0	48.0
Русские													
Женщины в возрасте 15 лет и более	19514.0	19391.0	4508.0	3545.0	5565.0	3075.0	1061.0	782.0	381.0	474.0	38209.0	1970.0	123.0
в том числе в возрасте, лет:													
15 – 17	1990.0	1971.0	1943.0	27.0	1.0	-	-	-	-	-	29.0	15.0	19.0
18 – 19	912.0	911.0	794.0	114.0	2.0	1.0	-	-	-	-	121.0	133.0	1.0
20 – 24	1748.0	1725.0	771.0	750.0	183.0	20.0	1.0	-	-	-	1180.0	684.0	23.0
25 – 29	1612.0	1607.0	280.0	664.0	487.0	138.0	28.0	5.0	3.0	2.0	2223.0	1383.0	5.0
30 – 34	1466.0	1456.0	130.0	384.0	637.0	223.0	63.0	11.0	3.0	5.0	2691.0	1848.0	10.0
35 – 39	1490.0	1481.0	76.0	265.0	700.0	316.0	71.0	37.0	9.0	7.0	3190.0	2154.0	9.0
40 – 44	1789.0	1780.0	76.0	244.0	754.0	469.0	121.0	73.0	26.0	17.0	4294.0	2412.0	9.0
45 – 49	1710.0	1703.0	58.0	212.0	667.0	454.0	133.0	101.0	42.0	36.0	4475.0	2628.0	7.0
50 – 54	1477.0	1472.0	80.0	166.0	585.0	353.0	107.0	98.0	44.0	39.0	3899.0	2649.0	5.0
55 – 59	617.0	610.0	26.0	92.0	242.0	125.0	39.0	47.0	14.0	25.0	1635.0	2680.0	7.0
60 – 64	1136.0	1135.0	50.0	142.0	418.0	232.0	106.0	86.0	47.0	54.0	3242.0	2856.0	1.0
65 – 69	1130.0	1123.0	51.0	122.0	359.0	249.0	105.0	102.0	56.0	79.0	3512.0	3127.0	7.0
70 и более	2437.0	2417.0	173.0	363.0	530.0	495.0	287.0	222.0	137.0	210.0	7718.0	3193.0	20.0
Самарская область													
Русские													
Женщины в возрасте 15 лет и более	1258482.0	1238395.0	295862.0	398641.0	427195.0	82454.0	18751.0	7403.0	3008.0	5081.0	1671914.0	1350.0	20087.0
в том числе в возрасте, лет:													
